comm_id,...1,area,year,comm_name,bundesland,dist_id,dist_name,Sex,in_bnds,in_gmnd,in_bzrk,in_NA,out_bnds,out_gmnd,out_bzrk,out_NA,fpo,period,elect_year,primary,secondary,tertiary,emp,unemp,inact,ruemp,pop_tot,pop_foreign
10311,13,17.8166440017527,2015,Oslip,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,0.083428571000000007,2,1,,,,133200,7400,106900,0.05263157894736842,1265,9
10311,13,17.8166440017527,2016,Oslip,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,133400,8100,107300,0.05724381625441696,1250,10
10311,13,17.8166440017527,2017,Oslip,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,135500,7500,106200,0.05244755244755245,1252,13
10311,13,17.8166440017527,2018,Oslip,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,136500,S,107400,NA,1243,14
10311,13,17.8166440017527,2019,Oslip,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,136600,S,108900,NA,1262,15
10311,13,17.8166440017527,2020,Oslip,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,0.051605505,3,1,,,,136600,6000,109100,0.04207573632538569,NA,14
10311,13,17.8166440017527,2021,Oslip,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,137300,7400,108700,0.05114029025570145,NA,15
10312,14,45.746633087451194,2012,Purbach am Neusiedler See,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,134600,6500,103200,0.04606661941885188,2701,13
10312,14,45.746633087451194,2013,Purbach am Neusiedler See,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,134000,6000,105400,0.04285714285714286,2718,13
10312,14,45.746633087451194,2014,Purbach am Neusiedler See,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,133700,6800,105900,0.048398576512455514,2758,12
10312,14,45.746633087451194,2015,Purbach am Neusiedler See,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,0.101272534,2,1,,,,133200,7400,106900,0.05263157894736842,2754,15
10312,14,45.746633087451194,2016,Purbach am Neusiedler See,Burgenland,103,NA,male,0,0,1,NA,0,0,0,NA,NA,NA,NA,,,,133400,8100,107300,0.05724381625441696,2835,25
10312,14,45.746633087451194,2017,Purbach am Neusiedler See,Burgenland,103,NA,male,4,0,0,NA,4,0,0,NA,NA,NA,NA,,,,135500,7500,106200,0.05244755244755245,2877,33
10312,14,45.746633087451194,2018,Purbach am Neusiedler See,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,136500,S,107400,NA,2901,23
10312,14,45.746633087451194,2019,Purbach am Neusiedler See,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,136600,S,108900,NA,2912,22
10312,14,45.746633087451194,2020,Purbach am Neusiedler See,Burgenland,103,NA,male,0,0,1,NA,0,0,1,NA,0.076467421,3,1,,,,136600,6000,109100,0.04207573632538569,NA,22
10312,14,45.746633087451194,2021,Purbach am Neusiedler See,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,137300,7400,108700,0.05114029025570145,NA,20
10313,15,26.5133205999505,2012,Sankt Margarethen im Burgenland,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,134600,6500,103200,0.04606661941885188,2710,10
10313,15,26.5133205999505,2013,Sankt Margarethen im Burgenland,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,134000,6000,105400,0.04285714285714286,2710,8
10313,15,26.5133205999505,2014,Sankt Margarethen im Burgenland,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,133700,6800,105900,0.048398576512455514,2708,6
10313,15,26.5133205999505,2015,Sankt Margarethen im Burgenland,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,0.180159635,2,1,,,,133200,7400,106900,0.05263157894736842,2682,7
10313,15,26.5133205999505,2016,Sankt Margarethen im Burgenland,Burgenland,103,NA,male,0,0,1,NA,0,0,0,NA,NA,NA,NA,,,,133400,8100,107300,0.05724381625441696,2661,6
10313,15,26.5133205999505,2017,Sankt Margarethen im Burgenland,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,135500,7500,106200,0.05244755244755245,2661,12
10313,15,26.5133205999505,2018,Sankt Margarethen im Burgenland,Burgenland,103,NA,male,0,0,0,NA,0,0,1,NA,NA,NA,NA,,,,136500,S,107400,NA,2636,10
10313,15,26.5133205999505,2019,Sankt Margarethen im Burgenland,Burgenland,103,NA,male,0,0,0,NA,0,0,0,NA,NA,NA,NA,,,,136600,S,108900,NA,2650,8
