region;year;tot_indust
NL327;2008;3721
NL327;2010;2680
NL327;2012;3455
NL327;2018;2756
NL328;2018;5485
NL329;2018;32234
NL331;2008;6685
NL331;2010;9742
NL332;2008;9370
NL332;2010;9274
NL332;2012;6688
NL332;2018;9029
NL333;2008;9614
NL333;2010;10569
NL333;2012;9695
NL333;2018;9201
NL334;2008;9004
NL334;2010;8181
NL335;2008;56778
NL335;2010;57582
NL336;2008;13434
NL336;2010;15158
NL337;2012;7352
NL337;2018;7770
NL338;2012;10710
NL339;2012;61538
NL33A;2012;12210
NL33A;2018;12914
NL33B;2018;12000
NL33C;2018;56184
NL341;2008;3757
NL341;2010;3705
NL341;2012;3765
NL341;2018;4539
NL342;2008;12286
NL342;2010;12099
NL342;2012;11009
NL342;2018;12625
NL411;2008;23980
NL411;2010;26965
NL411;2012;24195
NL411;2018;32054
NL412;2008;11909
NL412;2010;15009
NL412;2012;16346
NL412;2018;16726
NL413;2008;21431
NL413;2010;23024
NL413;2012;24674
NL413;2018;24361
NL414;2008;24094
NL414;2010;23178
NL414;2012;22737
NL414;2018;25607
NL421;2008;13319
NL421;2010;12354
NL421;2012;13654
NL421;2018;17325
NL422;2008;9031
NL422;2010;8221
NL422;2012;7304
NL422;2018;7556
NL423;2008;16865
NL423;2010;15923
NL423;2012;16451
NL423;2018;18616
NO011;2008;26241
NO011;2010;23128
NO011;2012;18248
NO011;2018;10518
NO012;2008;34207
NO012;2010;30785
NO012;2012;35279
NO012;2018;28822
NO021;2008;10660
NO021;2010;10714
NO021;2012;12134
NO021;2018;23349
NO022;2008;8678
NO022;2010;10280
NO022;2012;11046
NO022;2018;7805
NO031;2008;34172
NO031;2010;26384
NO031;2012;25706
NO031;2018;16055
NO032;2008;11208
NO032;2010;12791
NO032;2012;10794
NO032;2018;10096
NO033;2008;14016
NO033;2010;16297
NO033;2012;8416
NO033;2018;12150
NO034;2008;8338
NO034;2010;6320
NO034;2012;7250
NO034;2018;9314
NO041;2008;7752
NO041;2010;4513
NO041;2012;8476
NO041;2018;7906
NO042;2008;9368
NO042;2010;8300
NO042;2012;8251
NO042;2018;5025
NO043;2008;31666
NO043;2010;25468
NO043;2012;21475
NO043;2018;39382
NO051;2008;22713
NO051;2010;17510
NO051;2012;14765
NO051;2018;22391
NO052;2008;7479
NO052;2010;25211
NO052;2012;4331
NO052;2018;11515
NO053;2008;16247
NO053;2010;14213
NO053;2012;15236
NO053;2018;13152
NO060;2018;9525
NO061;2008;9736
NO061;2010;8584
NO061;2012;20746
NO062;2008;8199
NO062;2010;6602
NO062;2012;7587
NO071;2008;12537
NO071;2010;8915
NO071;2012;9972
NO071;2018;12401
NO072;2008;7084
NO072;2010;3727
NO072;2012;3035
NO072;2018;2981
NO073;2008;1770
NO073;2010;1196
NO073;2012;3452
NO073;2018;6557
PL113;2008;11871
PL113;2010;11498
PL113;2012;10116
PL114;2008;10354
PL114;2010;8990
PL114;2012;13564
PL115;2008;18283
PL115;2010;21044
PL115;2012;20209
PL116;2008;8759
PL116;2010;9579
PL116;2012;22357
PL117;2008;12552
PL117;2010;9420
PL117;2012;15840
PL121;2008;20321
PL121;2010;20387
PL121;2012;22674
PL122;2008;21165
PL122;2010;18884
PL122;2012;20741
PL127;2008;39279
PL127;2010;35365
PL127;2012;39408
PL128;2008;15169
PL128;2010;11935
PL128;2012;12840
PL129;2008;14747
PL129;2010;19745
PL129;2012;14037
PL12A;2008;24909
PL12A;2010;27040
PL12A;2012;31522
PL213;2008;17786
PL213;2010;14728
PL213;2012;15820
PL213;2018;15029
PL214;2008;13836
PL214;2010;19562
PL214;2012;13565
PL214;2018;15789
PL215;2008;10861
PL215;2010;16981
PL215;2012;13148
PL216;2008;17520
PL216;2010;14034
PL216;2012;13626
PL217;2008;8093
PL217;2010;12561
PL217;2012;12340
PL217;2018;11852
PL218;2018;12591
PL219;2018;12546
PL21A;2018;9574
PL224;2008;13686
PL224;2010;12057
PL224;2012;8992
PL224;2018;12913
PL225;2008;12726
PL225;2010;15352
PL225;2012;21165
PL225;2018;13782
PL227;2008;27467
PL227;2010;21599
PL227;2012;21972
PL227;2018;10939
PL228;2008;12322
PL228;2010;16072
PL228;2012;9807
PL228;2018;10193
PL229;2008;22564
PL229;2010;22167
PL229;2012;15735
PL229;2018;12839
PL22A;2008;18855
PL22A;2010;21339
PL22A;2012;19365
PL22A;2018;18040
PL22B;2008;21473
PL22B;2010;18429
PL22B;2012;21398
PL22B;2018;23676
PL22C;2008;13083
PL22C;2010;14654
PL22C;2012;12691
PL22C;2018;13892
PL311;2008;7323
PL311;2010;6329
PL311;2012;5205
PL312;2008;13957
PL312;2010;13820
PL312;2012;12036
PL314;2008;14149
PL314;2010;14565
PL314;2012;24240
PL315;2008;4975
PL315;2010;5868
PL315;2012;7607
PL323;2008;14490
PL323;2010;12217
PL323;2012;9995
PL324;2008;4868
PL324;2010;9227
PL324;2012;14701
PL325;2008;11844
PL325;2010;15839
PL325;2012;18837
PL326;2008;12643
PL326;2010;16274
PL326;2012;11829
PL331;2008;39500
PL331;2010;26228
PL331;2012;30651
PL332;2008;11039
PL332;2010;11383
PL332;2012;16047
PL343;2008;16389
PL343;2010;13976
PL343;2012;22004
PL344;2008;10689
PL344;2010;8983
PL344;2012;12374
PL345;2008;9400
PL345;2010;6932
PL345;2012;8151
PL411;2008;7982
PL411;2010;11993
PL411;2012;10053
PL411;2018;11062
PL414;2008;19828
PL414;2010;19288
PL414;2012;19073
PL414;2018;24790
PL415;2008;19329
PL415;2010;13933
PL415;2012;9779
PL415;2018;11631
PL416;2008;13874
PL416;2010;22351
PL416;2012;22929
PL416;2018;25328
PL417;2008;12734
PL417;2010;20515
PL417;2012;23995
PL417;2018;21159
PL418;2008;13111
PL418;2010;19808
PL418;2012;35072
PL418;2018;28905
PL422;2008;11983
PL422;2010;17039
PL422;2012;15545
PL423;2008;14727
PL423;2010;7865
PL423;2012;7311
PL424;2008;9649
PL424;2010;10955
PL424;2012;11926
PL424;2018;12442
PL425;2008;9037
PL425;2010;11977
PL425;2012;11145
PL426;2018;10085
PL427;2018;8308
PL428;2018;15375
PL431;2008;9704
PL431;2010;12005
PL431;2012;9672
PL431;2018;9963
PL432;2008;14041
PL432;2010;27825
PL432;2012;14886
PL432;2018;17829
PL514;2008;14675
PL514;2010;16980
PL514;2012;15001
PL514;2018;12159
PL515;2008;20013
PL515;2010;12055
PL515;2012;13130
PL515;2018;18638
PL516;2008;15507
PL516;2010;11174
PL516;2012;16142
PL516;2018;22851
PL517;2008;17595
PL517;2010;19650
PL517;2012;15682
PL517;2018;11465
PL518;2008;18681
PL518;2010;26817
PL518;2012;33463
PL518;2018;23255
PL521;2008;7331
PL521;2010;10080
PL521;2012;10398
PL522;2008;15430
PL522;2010;15420
PL522;2012;15643
PL523;2018;9120
PL524;2018;22316
PL613;2008;18721
PL613;2010;19078
PL613;2012;18454
PL613;2018;31621
PL614;2008;14059
PL614;2010;23902
PL614;2012;13135
PL615;2008;16049
PL615;2010;24379
PL615;2012;20391
PL616;2018;13069
PL617;2018;18404
PL618;2018;8014
PL619;2018;6989
PL621;2008;12685
PL621;2010;15783
PL621;2012;11708
PL621;2018;17682
PL622;2008;18044
PL622;2010;24133
PL622;2012;24355
PL622;2018;15546
PL623;2008;6467
PL623;2010;13563
PL623;2012;8233
PL623;2018;6714
PL631;2008;13391
PL631;2010;12904
PL631;2012;10113
PL633;2008;25426
PL633;2010;23879
PL633;2012;26766
PL633;2018;32830
PL634;2008;15344
PL634;2010;15863
PL634;2012;13451
PL634;2018;17354
PL635;2008;10127
PL635;2010;16235
PL635;2012;8414
PL636;2018;6519
PL637;2018;9011
PL638;2018;25653
PL711;2018;11682
PL712;2018;9106
PL713;2018;18625
PL714;2018;11681
PL715;2018;14253
PL721;2018;19450
PL722;2018;12711
PL811;2018;16121
PL812;2018;14122
PL814;2018;20505
PL815;2018;12311
PL821;2018;6640
PL822;2018;7256
PL823;2018;14363
PL824;2018;14494
PL841;2018;12994
PL842;2018;11277
PL843;2018;9416
PL911;2018;29160
PL912;2018;13101
PL913;2018;23272
PL921;2018;16112
PL922;2018;23016
PL923;2018;7736
PL924;2018;13305
PL925;2018;27624
PL926;2018;13324
PT111;2008;7498
PT111;2010;4014
PT111;2012;3050
PT111;2018;3373
PT112;2008;8458
PT112;2010;4652
PT112;2012;3387
PT112;2018;3562
PT113;2008;9334
PT113;2010;6055
PT113;2012;4919
PT114;2008;26913
PT114;2010;23112
PT114;2012;15608
PT115;2008;8236
PT115;2010;8843
PT115;2012;4220
PT116;2008;6142
PT116;2010;5640
PT116;2012;2745
PT117;2008;3266
PT117;2010;4956
PT117;2012;3164
PT118;2008;3600
PT118;2010;4652
PT118;2012;3743
PT119;2018;4045
PT11A;2018;22378
PT11B;2018;1341
PT11C;2018;3422
PT11D;2018;1462
PT11E;2018;743
PT150;2008;16423
PT150;2010;9594
PT150;2012;5720
PT150;2018;4950
PT161;2008;15368
PT161;2010;10292
PT161;2012;8182
PT162;2008;15421
PT162;2010;8247
PT162;2012;6005
PT163;2008;11263
PT163;2010;9944
PT163;2012;7028
PT164;2008;4609
PT164;2010;2533
PT164;2012;3822
PT165;2008;6467
PT165;2010;5429
PT165;2012;3528
PT166;2008;1110
PT166;2010;1147
PT166;2012;1408
PT167;2008;621
PT167;2010;324
PT167;2012;257
PT168;2008;1874
PT168;2010;2549
PT168;2012;688
PT169;2008;1489
PT169;2010;1449
PT169;2012;936
PT16A;2008;1495
PT16A;2010;1243
PT16A;2012;613
PT16B;2008;11771
PT16B;2010;11592
PT16B;2012;5942
PT16B;2018;5550
PT16C;2008;7564
PT16C;2010;5659
PT16C;2012;6342
PT16D;2018;8117
PT16E;2018;8988
PT16F;2018;9605
PT16G;2018;3152
PT16H;2018;1093
PT16I;2018;5173
PT16J;2018;1369
PT170;2018;29456
PT171;2008;44166
PT171;2010;30440
PT171;2012;16553
PT172;2008;27267
PT172;2010;15058
PT172;2012;12597
PT181;2008;3874
PT181;2010;5398
PT181;2012;2810
PT181;2018;2654
PT182;2008;3383
PT182;2010;1976
PT182;2012;947
PT183;2008;4713
PT183;2010;2701
PT183;2012;2178
PT184;2008;3864
PT184;2010;2919
PT184;2012;1959
PT184;2018;1494
PT185;2008;11810
PT185;2010;10133
PT185;2012;6136
PT185;2018;6730
PT186;2018;957
PT187;2018;1870
RO111;2008;23860
RO111;2010;11142
RO111;2012;7068
RO111;2018;6636
RO112;2008;6772
RO112;2010;2498
RO112;2012;3539
RO112;2018;4256
RO113;2008;23333
RO113;2010;7218
RO113;2012;6868
RO113;2018;9377
RO114;2008;4813
RO114;2010;2397
RO114;2012;3609
RO114;2018;4512
RO115;2008;3420
RO115;2010;1740
RO115;2012;2373
RO115;2018;3336
RO116;2008;5137
RO116;2010;1285
RO116;2012;925
RO116;2018;1610
RO121;2008;4098
RO121;2010;2746
RO121;2012;5777
RO121;2018;7414
RO122;2008;12092
RO122;2010;5147
RO122;2012;5662
RO122;2018;5374
RO123;2008;1978
RO123;2010;880
RO123;2012;762
RO123;2018;1564
RO124;2008;15695
RO124;2010;1076
RO124;2012;2854
RO124;2018;2935
RO125;2008;12940
RO125;2010;1933
RO125;2012;2876
RO125;2018;7067
RO126;2008;4757
RO126;2010;3671
RO126;2012;8131
RO126;2018;4685
RO211;2008;6073
RO211;2010;4091
RO211;2012;2783
RO211;2018;4770
RO212;2008;8449
RO212;2010;1623
RO212;2012;1413
RO212;2018;656
RO213;2008;7393
RO213;2010;2824
RO213;2012;4961
RO213;2018;3744
RO214;2008;2427
RO214;2010;1307
RO214;2012;1478
RO214;2018;2154
RO215;2008;8040
RO215;2010;5234
RO215;2012;3492
RO215;2018;4922
RO216;2008;838
RO216;2010;649
RO216;2012;1111
RO216;2018;1418
RO221;2008;3043
RO221;2010;1625
RO221;2012;1800
RO221;2018;1506
RO222;2008;5240
RO222;2010;3190
RO222;2012;4659
RO222;2018;5429
RO223;2008;16477
RO223;2010;9229
RO223;2012;10726
RO223;2018;10719
RO224;2008;7341
RO224;2010;4131
RO224;2012;2249
RO224;2018;2868
RO225;2008;2467
RO225;2010;2203
RO225;2012;1089
RO225;2018;2279
RO226;2008;7994
RO226;2010;814
RO226;2012;1506
RO226;2018;1793
RO311;2008;12358
RO311;2010;7210
RO311;2012;6163
RO311;2018;7833
RO312;2008;3744
RO312;2010;3502
RO312;2012;1949
RO312;2018;1779
RO313;2008;4706
RO313;2010;3186
RO313;2012;2223
RO313;2018;2770
RO314;2008;1055
RO314;2010;1024
RO314;2012;1091
RO314;2018;1800
RO315;2008;1508
RO315;2010;1065
RO315;2012;1295
RO315;2018;3372
RO316;2008;8971
RO316;2010;8171
RO316;2012;9600
RO316;2018;5648
RO317;2008;2999
RO317;2010;1876
RO317;2012;1678
RO317;2018;2028
RO321;2008;49377
RO321;2010;15021
RO321;2012;12839
RO321;2018;11538
RO322;2008;5929
RO322;2010;7186
RO322;2012;4365
RO322;2018;7757
RO411;2008;2602
RO411;2010;1567
RO411;2012;1711
RO411;2018;3236
RO412;2008;5790
RO412;2010;4246
RO412;2012;3023
RO412;2018;4754
RO413;2008;3835
RO413;2010;3707
RO413;2012;2585
RO413;2018;2341
RO414;2008;3765
RO414;2010;2151
RO414;2012;2443
RO414;2018;4739
RO415;2008;5865
RO415;2010;2403
RO415;2012;2694
RO415;2018;2002
RO421;2008;6147
RO421;2010;5092
RO421;2012;8308
RO421;2018;4352
RO422;2008;14143
RO422;2010;4036
RO422;2012;4035
RO422;2018;2497
RO423;2008;10836
RO423;2010;5583
RO423;2012;11536
RO423;2018;5423
RO424;2008;9328
RO424;2010;7924
RO424;2012;8468
RO424;2018;7155
SE110;2008;39980
SE110;2010;38129
SE110;2012;32676
SE110;2018;55223
SE121;2008;10302
SE121;2010;10304
SE121;2012;6523
SE121;2018;14930
SE122;2008;7082
SE122;2010;6531
SE122;2012;5698
SE122;2018;12429
SE123;2008;17684
SE123;2010;15698
SE123;2012;12666
SE123;2018;23200
SE124;2008;11767
SE124;2010;12760
SE124;2012;11229
SE124;2018;22397
SE125;2008;9181
SE125;2010;7456
SE125;2012;6926
SE125;2018;12986
SE211;2008;18531
SE211;2010;17069
SE211;2012;14975
SE211;2018;23436
SE212;2008;12711
SE212;2010;7995
SE212;2012;8333
SE212;2018;7248
SE213;2008;13753
SE213;2010;11050
SE213;2012;9437
SE213;2018;12615
SE214;2008;1455
SE214;2010;1547
SE214;2012;3426
SE214;2018;2208
SE221;2008;6151
SE221;2010;6609
SE221;2012;3749
SE221;2018;8076
SE224;2008;44306
SE224;2010;34974
SE224;2012;33488
SE224;2018;50800
SE231;2008;12886
SE231;2010;13559
SE231;2012;11319
SE231;2018;20788
SE232;2008;56999
SE232;2010;46265
SE232;2012;47242
SE232;2018;86074
SE311;2008;17855
SE311;2010;13616
SE311;2012;9370
SE311;2018;18875
SE312;2008;16303
SE312;2010;13570
SE312;2012;12913
SE312;2018;23675
SE313;2008;18855
SE313;2010;9357
SE313;2012;12055
SE313;2018;19688
SE321;2008;19515
SE321;2010;12750
SE321;2012;14167
SE321;2018;16091
SE322;2008;6836
SE322;2010;9219
SE322;2012;6279
SE322;2018;9101
SE331;2008;14875
SE331;2010;15409
SE331;2012;13118
SE331;2018;17842
SE332;2008;10885
SE332;2010;12287
SE332;2012;14419
SE332;2018;17775
SI011;2008;4725
SI011;2010;3572
SI011;2012;2049
SI012;2008;13929
SI012;2010;7567
SI012;2012;5450
SI013;2008;1696
SI013;2010;1843
SI013;2012;1787
SI014;2008;7686
SI014;2010;5776
SI014;2012;4729
SI015;2008;1116
SI015;2010;1752
SI015;2012;836
SI016;2008;4353
SI016;2010;2637
SI016;2012;2063
SI017;2008;5638
SI017;2010;5728
SI017;2012;3564
SI018;2008;1718
SI018;2010;1805
SI018;2012;1414
SI021;2008;14348
SI021;2010;16156
SI021;2012;10351
SI022;2008;6171
SI022;2010;4555
SI022;2012;3711
SI023;2008;3325
SI023;2010;3520
SI023;2012;2392
SI024;2008;6066
SI024;2010;4818
SI024;2012;2498
SI031;2018;1838
SI032;2018;5958
SI033;2018;1468
SI034;2018;6282
SI035;2018;1317
SI036;2018;1865
SI037;2018;5673
SI038;2018;1671
SI041;2018;10967
SI042;2018;6068
SI043;2018;3300
SI044;2018;3745
SK010;2008;20708
SK010;2010;11206
SK010;2012;9398
SK010;2018;11639
SK021;2008;19344
SK021;2010;14776
SK021;2012;12611
SK021;2018;15205
SK022;2008;27062
SK022;2010;14301
SK022;2012;12092
SK022;2018;18918
SK023;2008;17927
SK023;2010;19454
SK023;2012;11033
SK023;2018;21542
SK031;2008;27339
SK031;2010;15029
SK031;2012;15780
SK031;2018;18249
SK032;2008;14887
SK032;2010;11353
SK032;2012;9252
SK032;2018;12904
SK041;2008;22079
SK041;2010;13968
SK041;2012;10699
SK041;2018;14870
SK042;2008;18973
SK042;2010;12092
SK042;2012;13813
SK042;2018;15524
UKC11;2008;10849
UKC11;2010;6797
UKC11;2012;7118
UKC11;2018;8154
UKC12;2008;7640
UKC12;2010;7179
UKC12;2012;6867
UKC12;2018;5680
UKC13;2008;2819
UKC13;2010;2658
UKC13;2012;2655
UKC13;2018;1853
UKC14;2008;16688
UKC14;2010;11396
UKC14;2012;11718
UKC14;2018;11755
UKC21;2008;12502
UKC21;2010;7345
UKC21;2012;9097
UKC21;2018;9436
UKC22;2008;18380
UKC22;2010;14869
UKC22;2012;12975
UKC22;2018;8718
UKC23;2008;6975
UKC23;2010;7913
UKC23;2012;7861
UKC23;2018;4534
UKD11;2008;3875
UKD11;2010;8356
UKD11;2012;7567
UKD11;2018;6791
UKD12;2008;15201
UKD12;2010;16541
UKD12;2012;15253
UKD12;2018;15070
UKD21;2008;18582
UKD21;2010;17343
UKD22;2008;25867
UKD22;2010;21342
UKD31;2008;35551
UKD31;2010;31946
UKD31;2012;27592
UKD32;2008;28475
UKD32;2010;21630
UKD32;2012;22982
UKD33;2018;4588
UKD34;2018;15324
UKD35;2018;5670
UKD36;2018;10027
UKD37;2018;12334
UKD41;2008;6824
UKD41;2010;2316
UKD41;2012;1552
UKD41;2018;2899
UKD42;2008;3461
UKD42;2010;1162
UKD42;2012;1442
UKD42;2018;627
UKD43;2008;43430
UKD43;2010;28899
UKD43;2012;27137
UKD44;2018;8423
UKD45;2018;13328
UKD46;2018;3300
UKD47;2018;7793
UKD51;2008;12653
UKD51;2010;9428
UKD52;2008;12643
UKD52;2010;10974
UKD53;2008;3299
UKD53;2010;3840
UKD54;2008;8098
UKD54;2010;4249
UKD61;2012;8451
UKD61;2018;6722
UKD62;2012;10422
UKD62;2018;8584
UKD63;2012;10142
UKD63;2018;10905
UKD71;2012;22566
UKD71;2018;17512
UKD72;2012;12447
UKD72;2018;9105
UKD73;2012;3489
UKD73;2018;7671
UKD74;2012;2032
UKD74;2018;3006
UKE11;2008;11746
UKE11;2010;8181
UKE11;2012;7535
UKE11;2018;7015
UKE12;2008;12069
UKE12;2010;12996
UKE12;2012;8124
UKE12;2018;11316
UKE13;2008;22854
UKE13;2010;17526
UKE13;2012;20914
UKE13;2018;15427
UKE21;2008;4797
UKE21;2010;5000
UKE21;2012;3032
UKE21;2018;2146
UKE22;2008;27117
UKE22;2010;22349
UKE22;2012;25494
UKE22;2018;26879
UKE31;2008;28216
UKE31;2010;21142
UKE31;2012;19505
UKE31;2018;19874
UKE32;2008;14978
UKE32;2010;9135
UKE32;2012;8823
UKE32;2018;6856
UKE41;2008;7714
UKE41;2010;9227
UKE41;2012;7069
UKE41;2018;7437
UKE42;2008;17449
UKE42;2010;17881
UKE42;2012;17546
UKE42;2018;15071
UKE43;2008;28994
UKE43;2010;27088
UKE44;2012;12408
UKE44;2018;8072
UKE45;2012;14982
UKE45;2018;16474
UKF11;2008;5118
UKF11;2010;3866
UKF11;2012;4447
UKF11;2018;5576
UKF12;2008;6167
UKF12;2010;7077
UKF12;2012;2821
UKF12;2018;5414
UKF13;2008;16288
UKF13;2010;19015
UKF13;2012;12562
UKF13;2018;12225
UKF14;2008;8945
UKF14;2010;7467
UKF14;2012;6399
UKF14;2018;3493
UKF15;2008;20583
UKF15;2010;15668
UKF15;2012;19059
UKF15;2018;17304
UKF16;2008;5530
UKF16;2010;4900
UKF16;2012;6803
UKF16;2018;4689
UKF21;2008;8836
UKF21;2010;10592
UKF21;2012;7672
UKF21;2018;8302
UKF22;2008;27010
UKF22;2010;21080
UKF22;2012;22458
UKF22;2018;31138
UKF23;2008;38006
UKF23;2010;34152
UKF24;2012;18569
UKF24;2018;25794
UKF25;2012;12439
UKF25;2018;17229
UKF30;2008;28280
UKF30;2010;24124
UKF30;2012;22501
UKF30;2018;24074
UKG11;2008;8102
UKG11;2010;4546
UKG11;2012;4643
UKG11;2018;8491
UKG12;2008;16734
UKG12;2010;16202
UKG12;2012;13642
UKG12;2018;12214
UKG13;2008;18592
UKG13;2010;21167
UKG13;2012;22703
UKG13;2018;19570
UKG21;2008;6019
UKG21;2010;4857
UKG21;2012;6145
UKG21;2018;4229
UKG22;2008;13581
UKG22;2010;8058
UKG22;2012;10361
UKG22;2018;10761
UKG23;2008;11039
UKG23;2010;8017
UKG23;2012;5364
UKG23;2018;4565
UKG24;2008;30928
UKG24;2010;28735
UKG24;2012;29637
UKG24;2018;30243
UKG31;2008;24653
UKG31;2010;18030
UKG31;2012;15902
UKG31;2018;10918
UKG32;2008;5810
UKG32;2010;3371
UKG32;2012;3124
UKG32;2018;2536
UKG33;2008;5888
UKG33;2010;9068
UKG33;2012;6695
UKG33;2018;3902
UKG34;2008;16807
UKG34;2010;12900
UKG35;2008;13760
UKG35;2010;12457
UKG36;2012;3818
UKG36;2018;5865
UKG37;2012;9890
UKG37;2018;11463
UKG38;2012;6665
UKG38;2018;6298
UKG39;2012;4811
UKG39;2018;3647
UKH11;2008;8225
UKH11;2010;7518
UKH11;2012;10309
UKH11;2018;8682
UKH12;2008;24944
UKH12;2010;18603
UKH12;2012;22431
UKH12;2018;25272
UKH13;2008;36994
UKH13;2010;26637
UKH13;2012;24174
UKH14;2008;36196
UKH14;2010;31185
UKH14;2012;27039
UKH14;2018;25413
UKH15;2018;5523
UKH16;2018;8275
UKH17;2018;9016
UKH21;2008;2049
UKH21;2010;2227
UKH21;2012;1229
UKH21;2018;2202
UKH22;2008;15064
UKH22;2010;11543
UKH23;2008;20277
UKH23;2010;25347
UKH23;2012;21594
UKH23;2018;24404
UKH24;2012;5499
UKH24;2018;3495
UKH25;2012;10934
UKH25;2018;6496
UKH31;2008;1315
UKH31;2010;1085
UKH31;2012;1035
UKH31;2018;592
UKH32;2008;18547
UKH32;2010;14624
UKH32;2012;17014
UKH32;2018;20583
UKH33;2008;25180
UKH33;2010;31037
UKH33;2012;24452
UKH34;2018;10512
UKH35;2018;5316
UKH36;2018;5145
UKH37;2018;5211
UKI11;2008;12991
UKI11;2010;10835
UKI11;2012;11182
UKI12;2008;23178
UKI12;2010;16541
UKI12;2012;12237
UKI21;2008;31894
UKI21;2010;33894
UKI21;2012;29067
UKI22;2008;9648
UKI22;2010;9167
UKI22;2012;8876
UKI23;2008;28610
UKI23;2010;23428
UKI23;2012;23522
UKI31;2018;1720
UKI32;2018;1588
UKI33;2018;1682
UKI34;2018;2016
UKI41;2018;6012
UKI42;2018;1610
UKI43;2018;2494
UKI44;2018;2896
UKI45;2018;1398
UKI51;2018;12528
UKI52;2018;13376
UKI53;2018;2316
UKI54;2018;6197
UKI61;2018;1302
UKI62;2018;2231
UKI63;2018;6249
UKI71;2018;1625
UKI72;2018;4953
UKI73;2018;5472
UKI74;2018;6291
UKI75;2018;3599
UKJ11;2008;17374
UKJ11;2010;17615
UKJ11;2012;14508
UKJ11;2018;18248
UKJ12;2008;8423
UKJ12;2010;8387
UKJ12;2012;7607
UKJ12;2018;5168
UKJ13;2008;6812
UKJ13;2010;7037
UKJ13;2012;8626
UKJ13;2018;8510
UKJ14;2008;13249
UKJ14;2010;13529
UKJ14;2012;12958
UKJ14;2018;16335
UKJ21;2008;1268
UKJ21;2010;1499
UKJ21;2012;1442
UKJ21;2018;1687
UKJ22;2008;8438
UKJ22;2010;6705
UKJ22;2012;3916
UKJ22;2018;7349
UKJ23;2008;21297
UKJ23;2010;15409
UKJ23;2012;17860
UKJ24;2008;17004
UKJ24;2010;12137
UKJ24;2012;13760
UKJ25;2018;9721
UKJ26;2018;3503
UKJ27;2018;5038
UKJ28;2018;10482
UKJ31;2008;4402
UKJ31;2010;3862
UKJ31;2012;3853
UKJ31;2018;2953
UKJ32;2008;10530
UKJ32;2010;11499
UKJ32;2012;8344
UKJ32;2018;5726
UKJ33;2008;28108
UKJ33;2010;27721
UKJ33;2012;25090
UKJ34;2008;1808
UKJ34;2010;1099
UKJ34;2012;1379
UKJ34;2018;1402
UKJ35;2018;6447
UKJ36;2018;13323
UKJ37;2018;6589
UKJ41;2008;8059
UKJ41;2010;5158
UKJ41;2012;3955
UKJ41;2018;6494
UKJ42;2008;41199
UKJ42;2010;34398
UKJ42;2012;32067
UKJ43;2018;11696
UKJ44;2018;6312
UKJ45;2018;5839
UKJ46;2018;11057
UKK11;2008;15880
UKK11;2010;15627
UKK11;2012;17058
UKK11;2018;11695
UKK12;2008;13962
UKK12;2010;11604
UKK12;2012;12540
UKK12;2018;10940
UKK13;2008;18149
UKK13;2010;12614
UKK13;2012;12358
UKK13;2018;13812
UKK14;2008;8961
UKK14;2010;6829
UKK14;2012;4276
UKK14;2018;5442
UKK15;2008;10145
UKK15;2010;10520
UKK15;2012;10141
UKK15;2018;12977
UKK21;2008;4265
UKK21;2010;5213
UKK21;2012;3903
UKK21;2018;2587
UKK22;2008;9127
UKK22;2010;10396
UKK22;2012;7306
UKK22;2018;6144
UKK23;2008;20449
UKK23;2010;20176
UKK23;2012;19041
UKK23;2018;18978
UKK30;2008;12471
UKK30;2010;11207
UKK30;2012;8925
UKK30;2018;12697
UKK41;2008;3966
UKK41;2010;3916
UKK41;2012;2657
UKK41;2018;3554
UKK42;2008;912
UKK42;2010;1208
UKK42;2012;1058
UKK42;2018;787
UKK43;2008;22780
UKK43;2010;20360
UKK43;2012;18952
UKK43;2018;15637
UKL11;2008;2208
UKL11;2010;1244
UKL11;2012;1511
UKL11;2018;1851
UKL12;2008;3006
UKL12;2010;2631
UKL12;2012;1369
UKL12;2018;2389
UKL13;2008;4992
UKL13;2010;3555
UKL13;2012;2020
UKL13;2018;2942
UKL14;2008;15813
UKL14;2010;11871
UKL14;2012;14284
UKL14;2018;8378
UKL15;2008;5405
UKL15;2010;4372
UKL15;2012;2860
UKL15;2018;2463
UKL16;2008;5604
UKL16;2010;4724
UKL16;2012;4185
UKL16;2018;4452
UKL17;2008;7466
UKL17;2010;7691
UKL17;2012;5233
UKL17;2018;5857
UKL18;2008;5856
UKL18;2010;3365
UKL18;2012;2356
UKL18;2018;2684
UKL21;2008;12550
UKL21;2010;9109
UKL21;2012;10718
UKL21;2018;11711
UKL22;2008;9489
UKL22;2010;7956
UKL22;2012;8291
UKL22;2018;6828
UKL23;2008;12339
UKL23;2010;13671
UKL23;2012;14371
UKL23;2018;8341
UKL24;2008;3717
UKL24;2010;4435
UKL24;2012;3389
UKL24;2018;3292
UKM21;2008;5850
UKM21;2010;4547
UKM21;2012;6908
UKM22;2008;12575
UKM22;2010;6186
UKM22;2012;8420
UKM23;2008;5407
UKM23;2010;2365
UKM23;2012;3314
UKM24;2008;4168
UKM24;2010;2067
UKM24;2012;2161
UKM25;2008;8451
UKM25;2010;5195
UKM25;2012;5529
UKM26;2008;8728
UKM26;2010;6005
UKM26;2012;6296
UKM27;2008;8345
UKM27;2010;5291
UKM27;2012;7874
UKM28;2008;7611
UKM28;2010;6804
UKM28;2012;6498
