nuts3;year;pop_tot
DE27E;2017;153759
DE27E;2018;154568
DE27E;2019;155362
DE27E;2020;156008
DE27E;2021;156308
DE27E;2022;157202
DE3;2014;3421829
DE3;2015;3469849
DE3;2016;3520031
DE3;2017;3574830
DE3;2018;3613495
DE3;2019;3644826
DE3;2020;3669491
DE3;2021;3664088
DE3;2022;3677472
DE30;2014;3421829
DE30;2015;3469849
DE30;2016;3520031
DE30;2017;3574830
DE30;2018;3613495
DE30;2019;3644826
DE30;2020;3669491
DE30;2021;3664088
DE30;2022;3677472
DE300;2014;3421829
DE300;2015;3469849
DE300;2016;3520031
DE300;2017;3574830
DE300;2018;3613495
DE300;2019;3644826
DE300;2020;3669491
DE300;2021;3664088
DE300;2022;3677472
DE4;2014;2449193
DE4;2015;2457872
DE4;2016;2484826
DE4;2017;2494648
DE4;2018;2504040
DE4;2019;2511917
DE4;2020;2521893
DE4;2021;2531071
DE4;2022;2537868
DE40;2014;2449193
DE40;2015;2457872
DE40;2016;2484826
DE40;2017;2494648
DE40;2018;2504040
DE40;2019;2511917
DE40;2020;2521893
DE40;2021;2531071
DE40;2022;2537868
DE401;2014;71032
DE401;2015;71032
DE401;2016;71574
DE401;2017;71664
DE401;2018;71886
DE401;2019;72124
DE401;2020;72184
DE401;2021;72040
DE401;2022;72461
DE402;2014;99595
DE402;2015;99491
DE402;2016;99687
DE402;2017;100416
DE402;2018;101036
DE402;2019;100219
DE402;2020;99678
DE402;2021;98693
DE402;2022;98359
DE403;2014;58018
DE403;2015;57649
DE403;2016;58092
DE403;2017;58193
DE403;2018;58237
DE403;2019;57873
DE403;2020;57751
DE403;2021;57015
DE403;2022;56679
DE404;2014;161468
DE404;2015;164042
DE404;2016;167745
DE404;2017;171810
DE404;2018;175710
DE404;2019;178089
DE404;2020;180334
DE404;2021;182112
DE404;2022;183154
DE405;2014;173754
DE405;2015;174981
DE405;2016;177411
DE405;2017;179365
DE405;2018;180864
DE405;2019;182760
DE405;2020;185244
DE405;2021;187343
DE405;2022;188835
DE406;2014;160793
DE406;2015;161952
DE406;2016;164528
DE406;2017;166074
DE406;2018;167319
DE406;2019;169067
DE406;2020;170791
DE406;2021;173316
DE406;2022;175834
DE407;2014;106157
DE407;2015;104997
DE407;2016;104673
DE407;2017;104397
DE407;2018;103455
DE407;2019;102638
DE407;2020;101827
DE407;2021;101085
DE407;2022;100317
DE408;2014;153874
DE408;2015;155408
DE408;2016;158236
DE408;2017;159685
DE408;2018;160710
DE408;2019;161909
DE408;2020;162996
DE408;2021;164693
DE408;2022;165906
DE409;2014;187668
DE409;2015;188422
DE409;2016;190714
DE409;2017;191685
DE409;2018;192921
DE409;2019;194328
DE409;2020;195751
DE409;2021;197195
DE409;2022;197965
DE40A;2014;203012
DE40A;2015;204898
DE40A;2016;207524
DE40A;2017;208639
DE40A;2018;209893
DE40A;2019;211249
DE40A;2020;212914
DE40A;2021;214234
DE40A;2022;215795
DE40B;2014;113842
DE40B;2015;112896
DE40B;2016;112450
DE40B;2017;111962
DE40B;2018;111122
DE40B;2019;110476
DE40B;2020;109371
DE40B;2021;108396
DE40B;2022;107558
DE40C;2014;176850
DE40C;2015;177823
DE40C;2016;182397
DE40C;2017;178849
DE40C;2018;178347
DE40C;2019;178658
DE40C;2020;178803
DE40C;2021;179276
DE40C;2022;179245
DE40D;2014;98944
DE40D;2015;98886
DE40D;2016;99110
DE40D;2017;99414
DE40D;2018;99368
DE40D;2019;99078
DE40D;2020;98861
DE40D;2021;98808
DE40D;2022;98829
DE40E;2014;205520
DE40E;2015;207498
DE40E;2016;210910
DE40E;2017;212207
DE40E;2018;213214
DE40E;2019;214664
DE40E;2020;216566
DE40E;2021;217954
DE40E;2022;219521
DE40F;2014;77993
DE40F;2015;77550
DE40F;2016;77573
DE40F;2017;77813
DE40F;2018;77263
DE40F;2019;76508
DE40F;2020;76158
DE40F;2021;76096
DE40F;2022;75574
DE40G;2014;118899
DE40G;2015;118030
DE40G;2016;117635
DE40G;2017;116826
DE40G;2018;115456
DE40G;2019;114429
DE40G;2020;113720
DE40G;2021;113011
DE40G;2022;111955
DE40H;2014;160448
DE40H;2015;161488
DE40H;2016;163553
DE40H;2017;164771
DE40H;2018;166890
DE40H;2019;168296
DE40H;2020;169997
DE40H;2021;171554
DE40H;2022;172545
DE40I;2014;121326
DE40I;2015;120829
DE40I;2016;121014
DE40I;2017;120878
DE40I;2018;120349
DE40I;2019;119552
DE40I;2020;118947
DE40I;2021;118250
DE40I;2022;117336
DE5;2014;657391
DE5;2015;661888
DE5;2016;671489
DE5;2017;678753
DE5;2018;681032
DE5;2019;682986
DE5;2020;681202
DE5;2021;680130
DE5;2022;676463
DE50;2014;657391
DE50;2015;661888
DE50;2016;671489
DE50;2017;678753
DE50;2018;681032
DE50;2019;682986
DE50;2020;681202
DE50;2021;680130
DE50;2022;676463
DE501;2014;548547
DE501;2015;551767
DE501;2016;557464
DE501;2017;565719
DE501;2018;568006
DE501;2019;569352
DE501;2020;567559
DE501;2021;566573
DE501;2022;563290
DE502;2014;108844
DE502;2015;110121
DE502;2016;114025
DE502;2017;113034
DE502;2018;113026
DE502;2019;113634
DE502;2020;113643
DE502;2021;113557
DE502;2022;113173
DE6;2014;1746342
DE6;2015;1762791
DE6;2016;1787408
DE6;2017;1810438
DE6;2018;1830584
DE6;2019;1841179
DE6;2020;1847253
DE6;2021;1852478
DE6;2022;1853935
DE60;2014;1746342
DE60;2015;1762791
DE60;2016;1787408
DE60;2017;1810438
DE60;2018;1830584
DE60;2019;1841179
DE60;2020;1847253
DE60;2021;1852478
DE60;2022;1853935
DE600;2014;1746342
DE600;2015;1762791
DE600;2016;1787408
DE600;2017;1810438
DE600;2018;1830584
DE600;2019;1841179
DE600;2020;1847253
DE600;2021;1852478
DE600;2022;1853935
DE7;2014;6045425
DE7;2015;6093888
DE7;2016;6176172
DE7;2017;6213088
DE7;2018;6243262
DE7;2019;6265809
DE7;2020;6288080
DE7;2021;6293154
DE7;2022;6295017
DE71;2014;3822479
DE71;2015;3863818
DE71;2016;3922369
DE71;2017;3951234
DE71;2018;3978050
DE71;2019;3998724
DE71;2020;4019961
DE71;2021;4026618
DE71;2022;4026564
DE711;2014;149743
DE711;2015;151879
DE711;2016;155353
DE711;2017;157437
DE711;2018;158254
DE711;2019;159207
DE711;2020;159878
DE711;2021;159174
DE711;2022;159631
DE712;2014;701350
DE712;2015;717624
DE712;2016;732688
DE712;2017;736414
DE712;2018;746878
DE712;2019;753056
DE712;2020;763380
DE712;2021;764104
DE712;2022;759224
DE713;2014;119203
DE713;2015;120988
DE713;2016;123734
DE713;2017;124589
DE713;2018;126658
DE713;2019;128744
DE713;2020;130280
DE713;2021;130892
DE713;2022;131295
DE714;2014;273871
DE714;2015;275116
DE714;2016;276218
DE714;2017;277619
DE714;2018;278654
DE714;2019;278342
DE714;2020;278474
DE714;2021;278609
DE714;2022;278950
DE715;2014;262322
DE715;2015;263822
DE715;2016;266928
DE715;2017;267935
DE715;2018;268780
DE715;2019;269694
DE715;2020;270340
DE715;2021;271015
DE715;2022;271166
DE716;2014;285407
DE716;2015;287966
DE716;2016;292773
DE716;2017;294744
DE716;2018;296048
DE716;2019;297399
DE716;2020;297844
DE716;2021;297701
DE716;2022;296900
DE717;2014;257301
DE717;2015;260793
DE717;2016;266042
DE717;2017;269045
DE717;2018;271403
DE717;2019;274526
DE717;2020;275726
DE717;2021;275807
DE717;2022;276307
DE718;2014;229167
DE718;2015;230798
DE718;2016;233427
DE718;2017;234991
DE718;2018;235995
DE718;2019;236564
DE718;2020;236914
DE718;2021;237281
DE718;2022;237041
DE719;2014;404995
DE719;2015;407619
DE719;2016;411956
DE719;2017;416715
DE719;2018;418208
DE719;2019;418950
DE719;2020;420552
DE719;2021;421689
DE719;2022;423465
DE71A;2014;228021
DE71A;2015;229976
DE71A;2016;232848
DE71A;2017;235708
DE71A;2018;236969
DE71A;2019;237735
DE71A;2020;238558
DE71A;2021;239264
DE71A;2022;239276
DE71B;2014;96201
DE71B;2015;96082
DE71B;2016;97000
DE71B;2017;96473
DE71B;2018;96597
DE71B;2019;96798
DE71B;2020;96703
DE71B;2021;96754
DE71B;2022;96953
DE71C;2014;338300
DE71C;2015;341669
DE71C;2016;347357
DE71C;2017;349982
DE71C;2018;351692
DE71C;2019;354092
DE71C;2020;355813
DE71C;2021;356542
DE71C;2022;357466
DE71D;2014;181190
DE71D;2015;182117
DE71D;2016;184114
DE71D;2017;185668
DE71D;2018;186602
DE71D;2019;187157
DE71D;2020;187160
DE71D;2021;187433
DE71D;2022;187229
DE71E;2014;295408
DE71E;2015;297369
DE71E;2016;301931
DE71E;2017;303914
DE71E;2018;305312
DE71E;2019;306460
DE71E;2020;308339
DE71E;2021;310353
DE71E;2022;311661
DE72;2014;1023150
DE72;2015;1029020
DE72;2016;1040091
DE72;2017;1043643
DE72;2018;1045807
DE72;2019;1047262
DE72;2020;1048646
DE72;2021;1048740
DE72;2022;1050765
DE721;2014;253820
DE721;2015;259834
DE721;2016;262505
DE721;2017;265699
DE721;2018;267056
DE721;2019;268876
DE721;2020;270688
DE721;2021;271667
DE721;2022;272874
DE722;2014;251327
DE722;2015;251440
DE722;2016;253167
DE722;2017;254074
DE722;2018;254164
DE722;2019;253777
DE722;2020;253319
DE722;2021;253373
DE722;2022;253364
DE723;2014;169964
DE723;2015;170385
DE723;2016;171922
DE723;2017;172120
DE723;2018;171971
DE723;2019;172083
DE723;2020;171912
DE723;2021;172291
DE723;2022;172759
DE724;2014;241656
DE724;2015;241598
DE724;2016;245241
DE724;2017;245013
DE724;2018;246165
DE724;2019;246648
DE724;2020;247084
DE724;2021;245903
DE724;2022;246097
DE725;2014;106383
DE725;2015;105763
DE725;2016;107256
DE725;2017;106737
DE725;2018;106451
DE725;2019;105878
DE725;2020;105643
DE725;2021;105506
DE725;2022;105671
DE73;2014;1199796
DE73;2015;1201050
DE73;2016;1213712
DE73;2017;1218211
DE73;2018;1219405
DE73;2019;1219823
DE73;2020;1219473
DE73;2021;1217796
DE73;2022;1217688
DE731;2014;194087
DE731;2015;194747
DE731;2016;197984
DE731;2017;199062
DE731;2018;200736
DE731;2019;201585
DE731;2020;202137
DE731;2021;201048
DE731;2022;200406
DE732;2014;216314
DE732;2015;217326
DE732;2016;220132
DE732;2017;221170
DE732;2018;221783
DE732;2019;222584
DE732;2020;223145
DE732;2021;223023
DE732;2022;223572
DE733;2014;119651
DE733;2015;119394
DE733;2016;121166
DE733;2017;121037
DE733;2018;121101
DE733;2019;120829
DE733;2020;120719
DE733;2021;120304
DE733;2022;120163
DE734;2014;233352
DE734;2015;233451
DE734;2016;235813
DE734;2017;236905
DE734;2018;236674
DE734;2019;236633
DE734;2020;236764
DE734;2021;237007
DE734;2022;237268
DE735;2014;179429
DE735;2015;179466
DE735;2016;180310
DE735;2017;181105
DE735;2018;180754
DE735;2019;180222
DE735;2020;179673
DE735;2021;179840
DE735;2022;180052
DE736;2014;156607
DE736;2015;156460
DE736;2016;157592
DE736;2017;157967
DE736;2018;157256
DE736;2019;156953
DE736;2020;156406
DE736;2021;156528
DE736;2022;156513
DE737;2014;100356
DE737;2015;100206
DE737;2016;100715
DE737;2017;100965
DE737;2018;101101
DE737;2019;101017
DE737;2020;100629
DE737;2021;100046
DE737;2022;99714
DE8;2014;1596505
DE8;2015;1599138
DE8;2016;1612362
DE8;2017;1610674
DE8;2018;1611119
DE8;2019;1609675
DE8;2020;1608138
DE8;2021;1610774
DE8;2022;1611160
DE80;2014;1596505
DE80;2015;1599138
DE80;2016;1612362
DE80;2017;1610674
DE80;2018;1611119
DE80;2019;1609675
DE80;2020;1608138
DE80;2021;1610774
DE80;2022;1611160
DE803;2014;203431
DE803;2015;204167
DE803;2016;206011
DE803;2017;207513
DE803;2018;208409
DE803;2019;208886
DE803;2020;209191
DE803;2021;209061
DE803;2022;208400
DE804;2014;91583
DE804;2015;92138
DE804;2016;96800
DE804;2017;95668
DE804;2018;95797
DE804;2019;95818
DE804;2020;95653
DE804;2021;95609
DE804;2022;95740
DE80J;2014;262412
DE80J;2015;261733
DE80J;2016;262517
DE80J;2017;261816
DE80J;2018;260574
DE80J;2019;259130
DE80J;2020;258074
DE80J;2021;258057
DE80J;2022;257525
DE80K;2014;210555
DE80K;2015;211878
DE80K;2016;213473
DE80K;2017;213945
DE80K;2018;214635
DE80K;2019;215113
DE80K;2020;215794
DE80K;2021;217072
DE80K;2022;217796
DE80L;2014;223109
DE80L;2015;223470
DE80L;2016;224820
DE80L;2017;224971
DE80L;2018;225123
DE80L;2019;224684
DE80L;2020;224702
DE80L;2021;225383
DE80L;2022;225900
DE80M;2014;155265
DE80M;2015;155424
DE80M;2016;156270
DE80M;2017;156825
DE80M;2018;156993
DE80M;2019;156729
DE80M;2020;157322
DE80M;2021;157975
DE80M;2022;158449
DE80N;2014;238185
DE80N;2015;237697
DE80N;2016;238358
DE80N;2017;237374
DE80N;2018;237066
DE80N;2019;236697
DE80N;2020;235623
DE80N;2021;235773
DE80N;2022;235451
DE80O;2014;211965
DE80O;2015;212631
DE80O;2016;214113
DE80O;2017;212562
DE80O;2018;212522
DE80O;2019;212618
DE80O;2020;211779
DE80O;2021;211844
DE80O;2022;211899
DE9;2014;7790559
DE9;2015;7826739
DE9;2016;7926599
DE9;2017;7945685
DE9;2018;7962775
DE9;2019;7982448
DE9;2020;7993608
DE9;2021;8003421
DE9;2022;8027031
DE91;2014;1574936
DE91;2015;1579754
DE91;2016;1598164
DE91;2017;1595609
DE91;2018;1595734
DE91;2019;1596396
DE91;2020;1594929
DE91;2021;1590577
DE91;2022;1591424
DE911;2014;247227
DE911;2015;248502
DE911;2016;251364
DE911;2017;248667
DE911;2018;248023
DE911;2019;248292
DE911;2020;249406
DE911;2021;248561
DE911;2022;248823
DE912;2014;98197
DE912;2015;98966
DE912;2016;101079
DE912;2017;103668
DE912;2018;104548
DE912;2019;104948
DE912;2020;104291
DE912;2021;103866
DE912;2022;103694
DE913;2014;122457
DE913;2015;123027
DE913;2016;124045
DE913;2017;123909
DE913;2018;123914
DE913;2019;124151
DE913;2020;124371
DE913;2021;123840
DE913;2022;123949
DE914;2014;171475
DE914;2015;172541
DE914;2016;174205
DE914;2017;174749
DE914;2018;175079
DE914;2019;175920
DE914;2020;176523
DE914;2021;177227
DE914;2022;177919
DE916;2014;137833
DE916;2015;137256
DE916;2016;138236
DE916;2017;137979
DE916;2018;137563
DE916;2019;137014
DE916;2020;136292
DE916;2021;134688
DE916;2022;134050
DE917;2014;90423
DE917;2015;90908
DE917;2016;91500
DE917;2017;92079
DE917;2018;91720
DE917;2019;91307
DE917;2020;91297
DE917;2021;91518
DE917;2022;91379
DE918;2014;134661
DE918;2015;133905
DE918;2016;134896
DE918;2017;133610
DE918;2018;133046
DE918;2019;132765
DE918;2020;132285
DE918;2021;131772
DE918;2022;131765
DE91A;2014;130147
DE91A;2015;130601
DE91A;2016;132320
DE91A;2017;132979
DE91A;2018;133368
DE91A;2019;133965
DE91A;2020;134801
DE91A;2021;135844
DE91A;2022;136960
DE91B;2014;119900
DE91B;2015;120035
DE91B;2016;120981
DE91B;2017;120904
DE91B;2018;120437
DE91B;2019;119960
DE91B;2020;119622
DE91B;2021;119361
DE91B;2022;119224
DE91C;2014;322616
DE91C;2015;324013
DE91C;2016;329538
DE91C;2017;327065
DE91C;2018;328036
DE91C;2019;328074
DE91C;2020;326041
DE91C;2021;323900
DE91C;2022;323661
DE92;2014;2099079
DE92;2015;2108413
DE92;2016;2132290
DE92;2017;2139976
DE92;2018;2144120
DE92;2019;2149805
DE92;2020;2148238
DE92;2021;2147704
DE92;2022;2149859
DE922;2014;209955
DE922;2015;211093
DE922;2016;213976
DE922;2017;215082
DE922;2018;216012
DE922;2019;216886
DE922;2020;217089
DE922;2021;218072
DE922;2022;218839
DE923;2014;147755
DE923;2015;147813
DE923;2016;148281
DE923;2017;148265
DE923;2018;148296
DE923;2019;148559
DE923;2020;148549
DE923;2021;148580
DE923;2022;148963
DE925;2014;274519
DE925;2015;274554
DE925;2016;277055
DE925;2017;277300
DE925;2018;276640
DE925;2019;276594
DE925;2020;275817
DE925;2021;275464
DE925;2022;274773
DE926;2014;71877
DE926;2015;71438
DE926;2016;71659
DE926;2017;71510
DE926;2018;71144
DE926;2019;70975
DE926;2020;70458
DE926;2021;70207
DE926;2022;69862
DE927;2014;119848
DE927;2015;119631
DE927;2016;120632
DE927;2017;121503
DE927;2018;121470
DE927;2019;121386
DE927;2020;121390
DE927;2021;121645
DE927;2022;121773
DE928;2014;155599
DE928;2015;155847
DE928;2016;156206
DE928;2017;157616
DE928;2018;157883
DE928;2019;157781
DE928;2020;157820
DE928;2021;158406
DE928;2022;158108
DE929;2014;1119526
DE929;2015;1128037
DE929;2016;1144481
DE929;2017;1148700
DE929;2018;1152675
DE929;2019;1157624
DE929;2020;1157115
DE929;2021;1155330
DE929;2022;1157541
DE93;2014;1670199
DE93;2015;1677715
DE93;2016;1699969
DE93;2017;1703945
DE93;2018;1706464
DE93;2019;1710914
DE93;2020;1716448
DE93;2021;1722474
DE93;2022;1731531
DE931;2014;175552
DE931;2015;176157
DE931;2016;177971
DE931;2017;178370
DE931;2018;178764
DE931;2019;178936
DE931;2020;179011
DE931;2021;179386
DE931;2022;179915
DE932;2014;196607
DE932;2015;196787
DE932;2016;198103
DE932;2017;198670
DE932;2018;198100
DE932;2019;198213
DE932;2020;198038
DE932;2021;198826
DE932;2022;199603
DE933;2014;242871
DE933;2015;245199
DE933;2016;248122
DE933;2017;250326
DE933;2018;251511
DE933;2019;252776
DE933;2020;254431
DE933;2021;256016
DE933;2022;257548
DE934;2014;48670
DE934;2015;48728
DE934;2016;50128
DE934;2017;48825
DE934;2018;48357
DE934;2019;48424
DE934;2020;48412
DE934;2021;48503
DE934;2022;48472
DE935;2014;176727
DE935;2015;178122
DE935;2016;180719
DE935;2017;181605
DE935;2018;182930
DE935;2019;183372
DE935;2020;184139
DE935;2021;184235
DE935;2022;185129
DE936;2014;110882
DE936;2015;111484
DE936;2016;113579
DE936;2017;112695
DE936;2018;113105
DE936;2019;113517
DE936;2020;113928
DE936;2021;114640
DE936;2022;115054
DE937;2014;161308
DE937;2015;161842
DE937;2016;163253
DE937;2017;163372
DE937;2018;163377
DE937;2019;163455
DE937;2020;163782
DE937;2021;164486
DE937;2022;165001
DE938;2014;136251
DE938;2015;136200
DE938;2016;140264
DE938;2017;139641
DE938;2018;139099
DE938;2019;139755
DE938;2020;140673
DE938;2021;140885
DE938;2022;142912
DE939;2014;196516
DE939;2015;197448
DE939;2016;200054
DE939;2017;201638
DE939;2018;201887
DE939;2019;203102
DE939;2020;204512
DE939;2021;205357
DE939;2022;206496
DE93A;2014;92356
DE93A;2015;92533
DE93A;2016;93131
DE93A;2017;92961
DE93A;2018;92744
DE93A;2019;92572
DE93A;2020;92389
DE93A;2021;92566
DE93A;2022;92894
DE93B;2014;132459
DE93B;2015;133215
DE93B;2016;134645
DE93B;2017;135842
DE93B;2018;136590
DE93B;2019;136792
DE93B;2020;137133
DE93B;2021;137574
DE93B;2022;138507
DE94;2014;2446345
DE94;2015;2460857
DE94;2016;2496176
DE94;2017;2506155
DE94;2018;2516457
DE94;2019;2525333
DE94;2020;2533993
DE94;2021;2542666
DE94;2022;2554217
DE941;2014;74052
DE941;2015;74804
DE941;2016;76323
DE941;2017;77045
DE941;2018;77521
DE941;2019;77607
DE941;2020;77559
DE941;2021;77503
DE941;2022;77522
DE942;2014;49790
DE942;2015;50016
DE942;2016;50694
DE942;2017;50486
DE942;2018;50607
DE942;2019;50195
DE942;2020;49913
DE942;2021;49874
DE942;2022;49523
DE943;2014;159610
DE943;2015;160907
DE943;2016;163830
DE943;2017;165711
DE943;2018;167081
DE943;2019;168210
DE943;2020;169077
DE943;2021;169605
DE943;2022;170389
DE944;2014;156315
DE944;2015;156897
DE944;2016;162403
DE944;2017;164070
DE944;2018;164374
DE944;2019;164748
DE944;2020;165251
DE944;2021;164223
DE944;2022;165034
DE945;2014;75728
DE945;2015;75534
DE945;2016;75995
DE945;2017;76201
DE945;2018;76316
DE945;2019;76278
DE945;2020;76089
DE945;2021;75189
DE945;2022;75027
DE946;2014;118865
DE946;2015;119917
DE946;2016;121435
DE946;2017;122698
DE946;2018;123377
DE946;2019;124071
DE946;2020;124859
DE946;2021;125643
DE946;2022;126475
DE947;2014;187058
DE947;2015;187998
DE947;2016;189199
DE947;2017;190066
DE947;2018;189949
DE947;2019;189848
DE947;2020;189694
DE947;2021;190178
DE947;2022;190425
DE948;2014;160176
DE948;2015;162350
DE948;2016;164734
DE948;2017;165930
DE948;2018;167925
DE948;2019;169348
DE948;2020;170682
DE948;2021;172632
DE948;2022;173980
DE949;2014;313689
DE949;2015;315757
DE949;2016;319488
DE949;2017;321391
DE949;2018;323636
DE949;2019;325657
DE949;2020;326954
DE949;2021;328930
DE949;2022;331397
DE94A;2014;97093
DE94A;2015;96937
DE94A;2016;97900
DE94A;2017;98409
DE94A;2018;98509
DE94A;2019;98460
DE94A;2020;98704
DE94A;2021;98971
DE94A;2022;98971
DE94B;2014;133678
DE94B;2015;134329
DE94B;2016;135662
DE94B;2017;135770
DE94B;2018;135859
DE94B;2019;136511
DE94B;2020;137162
DE94B;2021;137891
DE94B;2022;138722
DE94C;2014;164792
DE94C;2015;165809
DE94C;2016;167548
DE94C;2017;168253
DE94C;2018;168946
DE94C;2019;169809
DE94C;2020;170756
DE94C;2021;171483
DE94C;2022;172421
DE94D;2014;125778
DE94D;2015;126798
DE94D;2016;128608
DE94D;2017;129484
DE94D;2018;129924
DE94D;2019;130144
DE94D;2020;130890
DE94D;2021;131467
DE94D;2022;132091
DE94E;2014;350302
DE94E;2015;351316
DE94E;2016;358079
DE94E;2017;354807
DE94E;2018;356140
DE94E;2019;357343
DE94E;2020;358080
DE94E;2021;359471
DE94E;2022;361550
DE94F;2014;134188
DE94F;2015;136184
DE94F;2016;137866
DE94F;2017;139671
DE94F;2018;140540
DE94F;2019;141598
DE94F;2020;142814
DE94F;2021;143698
DE94F;2022;144805
DE94G;2014;88831
DE94G;2015;88765
DE94G;2016;89239
DE94G;2017;89282
DE94G;2018;89022
DE94G;2019;88624
DE94G;2020;88583
DE94G;2021;88524
DE94G;2022;88430
DE94H;2014;56400
DE94H;2015;56539
DE94H;2016;57173
DE94H;2017;56881
DE94H;2018;56731
DE94H;2019;56882
DE94H;2020;56926
DE94H;2021;57384
DE94H;2022;57455
DEA;2014;17571856
DEA;2015;17638098
DEA;2016;17865516
DEA;2017;17890100
DEA;2018;17912134
DEA;2019;17932651
DEA;2020;17947221
DEA;2021;17925570
DEA;2022;17924591
DEA1;2014;5088748
DEA1;2015;5108290
DEA1;2016;5173623
DEA1;2017;5190790
DEA1;2018;5198820
DEA1;2019;5202321
DEA1;2020;5207457
DEA1;2021;5200090
DEA1;2022;5197679
DEA11;2014;598686
DEA11;2015;604527
DEA11;2016;612178
DEA11;2017;613230
DEA11;2018;617280
DEA11;2019;619294
DEA11;2020;621877
DEA11;2021;620523
DEA11;2022;619477
DEA12;2014;486855
DEA12;2015;485465
DEA12;2016;491231
DEA12;2017;499845
DEA12;2018;498110
DEA12;2019;498590
DEA12;2020;498686
DEA12;2021;495885
DEA12;2022;495152
DEA13;2014;569884
DEA13;2015;573784
DEA13;2016;582624
DEA13;2017;583084
DEA13;2018;583393
DEA13;2019;583109
DEA13;2020;582760
DEA13;2021;582415
DEA13;2022;579432
DEA14;2014;222058
DEA14;2015;222500
DEA14;2016;225144
DEA14;2017;226812
DEA14;2018;226699
DEA14;2019;227020
DEA14;2020;227417
DEA14;2021;226844
DEA14;2022;227050
DEA15;2014;255430
DEA15;2015;256853
DEA15;2016;259996
DEA15;2017;260925
DEA15;2018;262188
DEA15;2019;261454
DEA15;2020;261034
DEA15;2021;259665
DEA15;2022;261001
DEA16;2014;166640
DEA16;2015;167108
DEA16;2016;169278
DEA16;2017;170936
DEA16;2018;171265
DEA16;2019;170880
DEA16;2020;170632
DEA16;2021;170921
DEA16;2022;170739
DEA17;2014;209097
DEA17;2015;209292
DEA17;2016;210934
DEA17;2017;211382
DEA17;2018;211422
DEA17;2019;210829
DEA17;2020;210764
DEA17;2021;209566
DEA17;2022;208752
DEA18;2014;108955
DEA18;2015;109009
DEA18;2016;109499
DEA18;2017;110611
DEA18;2018;110584
DEA18;2019;110994
DEA18;2020;111338
DEA18;2021;111516
DEA18;2022;111770
DEA19;2014;155768
DEA19;2015;156771
DEA19;2016;158726
DEA19;2017;158908
DEA19;2018;158803
DEA19;2019;159360
DEA19;2020;159245
DEA19;2021;159193
DEA19;2022;158957
DEA1A;2014;343488
DEA1A;2015;345425
DEA1A;2016;350046
DEA1A;2017;352390
DEA1A;2018;353590
DEA1A;2019;354382
DEA1A;2020;355100
DEA1A;2021;355004
DEA1A;2022;354572
DEA1B;2014;302698
DEA1B;2015;304963
DEA1B;2016;310337
DEA1B;2017;310329
DEA1B;2018;311270
DEA1B;2019;310974
DEA1B;2020;312465
DEA1B;2021;313586
DEA1B;2022;314676
DEA1C;2014;476633
DEA1C;2015;477760
DEA1C;2016;483279
DEA1C;2017;484770
DEA1C;2018;485409
DEA1C;2019;485684
DEA1C;2020;485570
DEA1C;2021;484322
DEA1C;2022;484411
DEA1D;2014;440602
DEA1D;2015;442522
DEA1D;2016;450026
DEA1D;2017;447431
DEA1D;2018;449408
DEA1D;2019;451007
DEA1D;2020;451730
DEA1D;2021;452001
DEA1D;2022;452496
DEA1E;2014;294921
DEA1E;2015;295067
DEA1E;2016;297661
DEA1E;2017;298422
DEA1E;2018;298733
DEA1E;2019;298935
DEA1E;2020;298863
DEA1E;2021;298536
DEA1E;2022;298761
DEA1F;2014;457033
DEA1F;2015;457244
DEA1F;2016;462664
DEA1F;2017;461715
DEA1F;2018;460666
DEA1F;2019;459809
DEA1F;2020;459976
DEA1F;2021;460113
DEA1F;2022;460433
DEA2;2014;4333015
DEA2;2015;4361724
DEA2;2016;4422371
DEA2;2017;4439416
DEA2;2018;4454228
DEA2;2019;4468904
DEA2;2020;4478847
DEA2;2021;4475530
DEA2;2022;4472956
DEA22;2014;311287
DEA22;2015;313958
DEA22;2016;318809
DEA22;2017;322125
DEA22;2018;325490
DEA22;2019;327258
DEA22;2020;329673
DEA22;2021;330579
DEA22;2022;331885
DEA23;2014;1034175
DEA23;2015;1046680
DEA23;2016;1060582
DEA23;2017;1075935
DEA23;2018;1080394
DEA23;2019;1085664
DEA23;2020;1087863
DEA23;2021;1083498
DEA23;2022;1073096
DEA24;2014;160819
DEA24;2015;161540
DEA24;2016;163487
DEA24;2017;163113
DEA24;2018;163577
DEA24;2019;163838
DEA24;2020;163729
DEA24;2021;163905
DEA24;2022;163851
DEA26;2014;258385
DEA26;2015;259073
DEA26;2016;262828
DEA26;2017;262072
DEA26;2018;262889
DEA26;2019;263722
DEA26;2020;264638
DEA26;2021;265140
DEA26;2022;266771
DEA27;2014;456602
DEA27;2015;459448
DEA27;2016;466657
DEA27;2017;465549
DEA27;2018;467209
DEA27;2019;470089
DEA27;2020;470615
DEA27;2021;469611
DEA27;2022;471891
DEA28;2014;187437
DEA28;2015;188158
DEA28;2016;191165
DEA28;2017;191202
DEA28;2018;192127
DEA28;2019;192840
DEA28;2020;193656
DEA28;2021;194359
DEA28;2022;194701
DEA29;2014;248233
DEA29;2015;249310
DEA29;2016;252527
DEA29;2017;252651
DEA29;2018;253106
DEA29;2019;254322
DEA29;2020;255555
DEA29;2021;256458
DEA29;2022;258306
DEA2A;2014;270290
DEA2A;2015;270618
DEA2A;2016;273452
DEA2A;2017;273139
DEA2A;2018;272968
DEA2A;2019;272471
DEA2A;2020;272057
