nuts3;year;pop_tot
PL517;2018;646064
PL517;2019;641626
PL517;2020;636689
PL517;2021;630444
PL517;2022;622901
PL518;2014;566523
PL518;2015;570443
PL518;2016;573872
PL518;2017;578531
PL518;2018;583690
PL518;2019;589426
PL518;2020;595833
PL518;2021;600444
PL518;2022;604644
PL52;2014;960226
PL52;2015;956913
PL52;2016;952557
PL52;2017;950710
PL52;2018;948808
PL52;2019;946038
PL52;2020;942233
PL52;2021;936000
PL52;2022;928070
PL523;2014;371589
PL523;2015;370066
PL523;2016;367646
PL523;2017;366250
PL523;2018;365003
PL523;2019;363713
PL523;2020;361728
PL523;2021;358901
PL523;2022;355462
PL524;2014;588637
PL524;2015;586847
PL524;2016;584911
PL524;2017;584460
PL524;2018;583805
PL524;2019;582325
PL524;2020;580505
PL524;2021;577099
PL524;2022;572608
PL6;2014;5754498
PL6;2015;5755946
PL6;2016;5753799
PL6;2017;5757016
PL6;2018;5763089
PL6;2019;5764951
PL6;2020;5766149
PL6;2021;5752444
PL6;2022;5726607
PL61;2014;2068417
PL61;2015;2065846
PL61;2016;2062006
PL61;2017;2060575
PL61;2018;2059748
PL61;2019;2055433
PL61;2020;2050976
PL61;2021;2041485
PL61;2022;2027014
PL613;2014;767131
PL613;2015;767732
PL613;2016;768134
PL613;2017;769556
PL613;2018;771072
PL613;2019;771746
PL613;2020;772834
PL613;2021;770735
PL613;2022;766892
PL616;2014;387610
PL616;2015;387118
PL616;2016;385700
PL616;2017;385116
PL616;2018;384695
PL616;2019;383322
PL616;2020;381815
PL616;2021;380055
PL616;2022;376958
PL617;2014;364007
PL617;2015;363170
PL617;2016;362119
PL617;2017;361420
PL617;2018;360815
PL617;2019;359520
PL617;2020;358014
PL617;2021;355901
PL617;2022;352912
PL618;2014;186792
PL618;2015;186733
PL618;2016;186547
PL618;2017;186455
PL618;2018;186327
PL618;2019;185908
PL618;2020;185570
PL618;2021;184826
PL618;2022;183670
PL619;2014;362877
PL619;2015;361093
PL619;2016;359506
PL619;2017;358028
PL619;2018;356839
PL619;2019;354937
PL619;2020;352743
PL619;2021;349968
PL619;2022;346582
PL62;2014;1421264
PL62;2015;1418541
PL62;2016;1414734
PL62;2017;1410641
PL62;2018;1408415
PL62;2019;1404441
PL62;2020;1399038
PL62;2021;1392092
PL62;2022;1380968
PL621;2014;526553
PL621;2015;524824
PL621;2016;523096
PL621;2017;520777
PL621;2018;519207
PL621;2019;517268
PL621;2020;514630
PL621;2021;511702
PL621;2022;507172
PL622;2014;611612
PL622;2015;610750
PL622;2016;609367
PL622;2017;608208
PL622;2018;607588
PL622;2019;606469
PL622;2020;604667
PL622;2021;602153
PL622;2022;597771
PL623;2014;283099
PL623;2015;282967
PL623;2016;282271
PL623;2017;281656
PL623;2018;281620
PL623;2019;280704
PL623;2020;279741
PL623;2021;278237
PL623;2022;276025
PL63;2014;2264817
PL63;2015;2271559
PL63;2016;2277059
PL63;2017;2285800
PL63;2018;2294926
PL63;2019;2305077
PL63;2020;2316135
PL63;2021;2318867
PL63;2022;2318625
PL633;2014;740681
PL633;2015;740928
PL633;2016;741521
PL633;2017;742845
PL633;2018;743330
PL633;2019;745972
PL633;2020;749929
PL633;2021;748589
PL633;2022;746551
PL634;2014;546540
PL634;2015;553224
PL634;2016;559238
PL634;2017;566182
PL634;2018;574187
PL634;2019;582378
PL634;2020;590548
PL634;2021;597034
PL634;2022;603647
PL636;2014;329672
PL636;2015;329605
PL636;2016;329178
PL636;2017;329051
PL636;2018;329170
PL636;2019;328934
PL636;2020;328375
PL636;2021;327379
PL636;2022;325592
PL637;2014;221282
PL637;2015;221274
PL637;2016;221329
PL637;2017;221803
PL637;2018;222423
PL637;2019;222635
PL637;2020;222781
PL637;2021;222600
PL637;2022;221887
PL638;2014;426642
PL638;2015;426528
PL638;2016;425793
PL638;2017;425919
PL638;2018;425816
PL638;2019;425158
PL638;2020;424502
PL638;2021;423265
PL638;2022;420948
PL7;2014;3751902
PL7;2015;3737795
PL7;2016;3721245
PL7;2017;3709138
PL7;2018;3694464
PL7;2019;3679410
PL7;2020;3661428
PL7;2021;3634816
PL7;2022;3601331
PL71;2014;2498861
PL71;2015;2489844
PL71;2016;2479350
PL71;2017;2471620
PL71;2018;2462448
PL71;2019;2453167
PL71;2020;2442685
PL71;2021;2425669
PL71;2022;2404078
PL711;2014;709872
PL711;2015;704228
PL711;2016;699002
PL711;2017;694990
PL711;2018;689594
PL711;2019;684915
PL711;2020;680519
PL711;2021;673826
PL711;2022;665347
PL712;2014;382605
PL712;2015;383288
PL712;2016;383704
PL712;2017;384041
PL712;2018;384780
PL712;2019;385629
PL712;2020;386291
PL712;2021;385759
PL712;2022;384739
PL713;2014;590586
PL713;2015;589208
PL713;2016;586764
PL713;2017;585005
PL713;2018;583134
PL713;2019;581062
PL713;2020;578369
PL713;2021;574261
PL713;2022;569265
PL714;2014;449310
PL714;2015;448007
PL714;2016;446488
PL714;2017;445570
PL714;2018;444385
PL714;2019;442739
PL714;2020;440654
PL714;2021;437881
PL714;2022;434623
PL715;2014;366488
PL715;2015;365113
PL715;2016;363392
PL715;2017;362014
PL715;2018;360555
PL715;2019;358822
PL715;2020;356852
PL715;2021;353942
PL715;2022;350104
PL72;2014;1253041
PL72;2015;1247951
PL72;2016;1241895
PL72;2017;1237518
PL72;2018;1232016
PL72;2019;1226243
PL72;2020;1218743
PL72;2021;1209147
PL72;2022;1197253
PL721;2014;767327
PL721;2015;764639
PL721;2016;761361
PL721;2017;759368
PL721;2018;756740
PL721;2019;753544
PL721;2020;749532
PL721;2021;743872
PL721;2022;736902
PL722;2014;485714
PL722;2015;483312
PL722;2016;480534
PL722;2017;478150
PL722;2018;475276
PL722;2019;472699
PL722;2020;469211
PL722;2021;465275
PL722;2022;460351
PL8;2014;5383406
PL8;2015;5372943
PL8;2016;5360969
PL8;2017;5354456
PL8;2018;5346175
PL8;2019;5335503
PL8;2020;5322128
PL8;2021;5296659
PL8;2022;5258331
PL81;2014;2134413
PL81;2015;2126310
PL81;2016;2118528
PL81;2017;2112787
PL81;2018;2105442
PL81;2019;2097294
PL81;2020;2088292
PL81;2021;2074508
PL81;2022;2055257
PL811;2014;304389
PL811;2015;303090
PL811;2016;301816
PL811;2017;300910
PL811;2018;299762
PL811;2019;298352
PL811;2020;296622
PL811;2021;294285
PL811;2022;291204
PL812;2014;635058
PL812;2015;631554
PL812;2016;627690
PL812;2017;624123
PL812;2018;620130
PL812;2019;615481
PL812;2020;610382
PL812;2021;604512
PL812;2022;596730
PL814;2014;709182
PL814;2015;708197
PL814;2016;708274
PL814;2017;709266
PL814;2018;709424
PL814;2019;709993
PL814;2020;710739
PL814;2021;709130
PL814;2022;705810
PL815;2014;485784
PL815;2015;483469
PL815;2016;480748
PL815;2017;478488
PL815;2018;476126
PL815;2019;473468
PL815;2020;470549
PL815;2021;466581
PL815;2022;461513
PL82;2014;2083546
PL82;2015;2084264
PL82;2016;2083496
PL82;2017;2084722
PL82;2018;2085877
PL82;2019;2086135
PL82;2020;2084447
PL82;2021;2078146
PL82;2022;2067289
PL821;2014;474956
PL821;2015;474657
PL821;2016;473688
PL821;2017;472939
PL821;2018;472097
PL821;2019;471161
PL821;2020;469516
PL821;2021;467081
PL821;2022;463245
PL822;2014;390097
PL822;2015;389157
PL822;2016;387823
PL822;2017;386612
PL822;2018;385648
PL822;2019;384141
PL822;2020;382299
PL822;2021;379834
PL822;2022;376614
PL823;2014;616737
PL823;2015;619005
PL823;2016;620792
PL823;2017;623968
PL823;2018;627508
PL823;2019;631399
PL823;2020;635067
PL823;2021;636553
PL823;2022;637274
PL824;2014;601756
PL824;2015;601445
PL824;2016;601193
PL824;2017;601203
PL824;2018;600624
PL824;2019;599434
PL824;2020;597565
PL824;2021;594678
PL824;2022;590156
PL84;2014;1165447
PL84;2015;1162369
PL84;2016;1158945
PL84;2017;1156947
PL84;2018;1154856
PL84;2019;1152074
PL84;2020;1149389
PL84;2021;1144005
PL84;2022;1135785
PL841;2014;502320
PL841;2015;502580
PL841;2016;502624
PL841;2017;503465
PL841;2018;504413
PL841;2019;505188
PL841;2020;506170
PL841;2021;505970
PL841;2022;504904
PL842;2014;395227
PL842;2015;392931
PL842;2016;390441
PL842;2017;388337
PL842;2018;386211
PL842;2019;383563
PL842;2020;380867
PL842;2021;377496
PL842;2022;372961
PL843;2014;267900
PL843;2015;266858
PL843;2016;265880
PL843;2017;265145
PL843;2018;264232
PL843;2019;263323
PL843;2020;262352
PL843;2021;260539
PL843;2022;257920
PL9;2014;5292567
PL9;2015;5309778
PL9;2016;5323267
PL9;2017;5341484
PL9;2018;5359827
PL9;2019;5380311
PL9;2020;5401434
PL9;2021;5401217
PL9;2022;5398022
PL91;2014;2937140
PL91;2015;2960058
PL91;2016;2979942
PL91;2017;3002278
PL91;2018;3025034
PL91;2019;3053104
PL91;2020;3082399
PL91;2021;3095025
PL91;2022;3108755
PL911;2014;1719692
PL911;2015;1731247
PL911;2016;1740170
PL911;2017;1750345
PL911;2018;1761298
PL911;2019;1775986
PL911;2020;1789771
PL911;2021;1792120
PL911;2022;1794087
PL912;2014;609898
PL912;2015;615296
PL912;2016;620458
PL912;2017;626313
PL912;2018;631724
PL912;2019;637851
PL912;2020;644834
PL912;2021;649635
PL912;2022;654650
PL913;2014;607550
PL913;2015;613515
PL913;2016;619314
PL913;2017;625620
PL913;2018;632012
PL913;2019;639267
PL913;2020;647794
PL913;2021;653270
PL913;2022;660018
PL92;2014;2355427
PL92;2015;2349720
PL92;2016;2343325
PL92;2017;2339206
PL92;2018;2334793
PL92;2019;2327207
PL92;2020;2319035
PL92;2021;2306192
PL92;2022;2289267
PL921;2014;616188
PL921;2015;614024
PL921;2016;611777
PL921;2017;609946
PL921;2018;608477
PL921;2019;605972
PL921;2020;602883
PL921;2021;598895
PL921;2022;593909
PL922;2014;343229
PL922;2015;342182
PL922;2016;341295
PL922;2017;340804
PL922;2018;339497
PL922;2019;338306
PL922;2020;336843
PL922;2021;335068
PL922;2022;332363
PL923;2014;330923
PL923;2015;330040
PL923;2016;328824
PL923;2017;327970
PL923;2018;327027
PL923;2019;325475
PL923;2020;324147
PL923;2021;321962
PL923;2022;319315
PL924;2014;385510
PL924;2015;384741
PL924;2016;383632
PL924;2017;382940
PL924;2018;382337
PL924;2019;381313
PL924;2020;379997
PL924;2021;377952
PL924;2022;375481
PL925;2014;420262
PL925;2015;419580
PL925;2016;418859
PL925;2017;418592
PL925;2018;418431
PL925;2019;417565
PL925;2020;416909
PL925;2021;415100
PL925;2022;412315
PL926;2014;259315
PL926;2015;259153
PL926;2016;258938
PL926;2017;258954
PL926;2018;259024
PL926;2019;258576
PL926;2020;258256
PL926;2021;257215
PL926;2022;255884
PT;2014;10427301
PT;2015;10374822
PT;2016;10341330
PT;2017;10309573
PT;2018;10291027
PT;2019;10276617
PT;2020;10295909
PT;2021;10298252
PT;2022;10352042
PT1;2014;9918548
PT1;2015;9869783
PT1;2016;9839140
PT1;2017;9809414
PT1;2018;9792797
PT1;2019;9779826
PT1;2020;9798859
PT1;2021;9802128
PT1;2022;9864372
PT11;2014;3644195
PT11;2015;3621785
PT11;2016;3603778
PT11;2017;3584575
PT11;2018;3576205
PT11;2019;3572583
PT11;2020;3575338
PT11;2021;3566374
PT11;2022;3587882
PT111;2014;240134
PT111;2015;237997
PT111;2016;236270
PT111;2017;233813
PT111;2018;232178
PT111;2019;230954
PT111;2020;230412
PT111;2021;229066
PT111;2022;230942
PT112;2014;408851
PT112;2015;407420
PT112;2016;406530
PT112;2017;404664
PT112;2018;403953
PT112;2019;403891
PT112;2020;404444
PT112;2021;403860
PT112;2022;416600
PT119;2014;421931
PT119;2015;419826
PT119;2016;418411
PT119;2017;415671
PT119;2018;413854
PT119;2019;412669
PT119;2020;411857
PT119;2021;410224
PT119;2022;417756
PT11A;2014;1740983
PT11A;2015;1731354
PT11A;2016;1723618
PT11A;2017;1719021
PT11A;2018;1719702
PT11A;2019;1722374
PT11A;2020;1728226
PT11A;2021;1727774
PT11A;2022;1740117
PT11B;2014;91264
PT11B;2015;90211
PT11B;2016;89260
PT11B;2017;87941
PT11B;2018;87157
PT11B;2019;86466
PT11B;2020;86133
PT11B;2021;85498
PT11B;2022;84083
PT11C;2014;428054
PT11C;2015;425588
PT11C;2016;423683
PT11C;2017;420854
PT11C;2018;418768
PT11C;2019;417268
PT11C;2020;415989
PT11C;2021;413609
PT11C;2022;407700
PT11D;2014;199400
PT11D;2015;197210
PT11D;2016;195247
PT11D;2017;193202
PT11D;2018;192046
PT11D;2019;191101
PT11D;2020;190815
PT11D;2021;189777
PT11D;2022;183668
PT11E;2014;113578
PT11E;2015;112179
PT11E;2016;110759
PT11E;2017;109409
PT11E;2018;108547
PT11E;2019;107860
PT11E;2020;107462
PT11E;2021;106566
PT11E;2022;107016
PT15;2014;442358
PT15;2015;441468
PT15;2016;441929
PT15;2017;441469
PT15;2018;439617
PT15;2019;438864
PT15;2020;438406
PT15;2021;437970
PT15;2022;465701
PT150;2014;442358
PT150;2015;441468
PT150;2016;441929
PT150;2017;441469
PT150;2018;439617
PT150;2019;438864
PT150;2020;438406
PT150;2021;437970
PT150;2022;465701
PT16;2014;2281164
PT16;2015;2263992
PT16;2016;2256364
PT16;2017;2243934
PT16;2018;2231346
PT16;2019;2216569
PT16;2020;2217285
PT16;2021;2229331
PT16;2022;2235752
PT16B;2014;360090
PT16B;2015;358442
PT16B;2016;358594
PT16B;2017;358029
PT16B;2018;357706
PT16B;2019;356785
PT16B;2020;358714
PT16B;2021;362413
PT16B;2022;366209
PT16D;2014;366086
PT16D;2015;364457
PT16D;2016;364313
PT16D;2017;363752
PT16D;2018;363095
PT16D;2019;362100
PT16D;2020;363803
PT16D;2021;367128
PT16D;2022;369793
PT16E;2014;447936
PT16E;2015;444014
PT16E;2016;441867
PT16E;2017;439507
PT16E;2018;436948
PT16E;2019;434015
PT16E;2020;433923
PT16E;2021;435574
PT16E;2022;438212
PT16F;2014;291079
PT16F;2015;289438
PT16F;2016;289215
PT16F;2017;287770
PT16F;2018;286309
PT16F;2019;284492
PT16F;2020;284702
PT16F;2021;286713
PT16F;2022;287969
PT16G;2014;262125
PT16G;2015;260062
PT16G;2016;259168
PT16G;2017;256928
PT16G;2018;254631
PT16G;2019;252220
PT16G;2020;251628
PT16G;2021;252688
PT16G;2022;253263
PT16H;2014;85656
PT16H;2015;84463
PT16H;2016;83628
PT16H;2017;82731
PT16H;2018;81814
PT16H;2019;80782
PT16H;2020;80230
PT16H;2021;80047
PT16H;2022;80731
PT16I;2014;241445
PT16I;2015;239200
PT16I;2016;237812
PT16I;2017;236256
PT16I;2018;234655
PT16I;2019;232849
PT16I;2020;232580
PT16I;2021;233362
PT16I;2022;229258
PT16J;2014;226747
PT16J;2015;223916
PT16J;2016;221767
PT16J;2017;218961
PT16J;2018;216188
PT16J;2019;213326
PT16J;2020;211705
PT16J;2021;211406
PT16J;2022;210317
PT17;2014;2807525
PT17;2015;2809168
PT17;2016;2812678
PT17;2017;2821349
PT17;2018;2833679
PT17;2019;2846332
PT17;2020;2863272
PT17;2021;2869033
PT17;2022;2869627
PT170;2014;2807525
PT170;2015;2809168
PT170;2016;2812678
PT170;2017;2821349
PT170;2018;2833679
PT170;2019;2846332
PT170;2020;2863272
PT170;2021;2869033
PT170;2022;2869627
PT18;2014;743306
PT18;2015;733370
PT18;2016;724391
PT18;2017;718087
PT18;2018;711950
PT18;2019;705478
PT18;2020;704558
PT18;2021;699420
PT18;2022;705410
PT181;2014;97030
PT181;2015;95946
PT181;2016;94874
PT181;2017;94291
PT181;2018;93774
PT181;2019;93259
PT181;2020;93521
PT181;2021;93122
PT181;2022;96904
PT184;2014;123598
PT184;2015;121859
PT184;2016;120128
PT184;2017;119024
PT184;2018;117868
PT184;2019;116557
PT184;2020;116332
PT184;2021;115326
PT184;2022;114946
PT185;2014;246219
PT185;2015;243620
PT185;2016;241408
PT185;2017;239977
PT185;2018;238715
PT185;2019;237318
PT185;2020;237868
PT185;2021;236852
PT185;2022;236735
PT186;2014;114137
PT186;2015;112084
PT186;2016;110235
PT186;2017;108588
PT186;2018;107057
PT186;2019;105479
PT186;2020;104538
PT186;2021;103171
PT186;2022;104462
PT187;2014;162322
PT187;2015;159861
PT187;2016;157746
PT187;2017;156207
PT187;2018;154536
PT187;2019;152865
PT187;2020;152299
PT187;2021;150949
PT187;2022;152363
PT2;2014;247440
PT2;2015;246353
PT2;2016;245766
PT2;2017;245283
PT2;2018;243862
PT2;2019;242846
PT2;2020;242796
PT2;2021;242201
PT2;2022;236488
PT20;2014;247440
PT20;2015;246353
PT20;2016;245766
PT20;2017;245283
PT20;2018;243862
PT20;2019;242846
PT20;2020;242796
PT20;2021;242201
PT20;2022;236488
PT200;2014;247440
PT200;2015;246353
PT200;2016;245766
PT200;2017;245283
PT200;2018;243862
PT200;2019;242846
PT200;2020;242796
PT200;2021;242201
PT200;2022;236488
PT3;2014;261313
PT3;2015;258686
PT3;2016;256424
PT3;2017;254876
PT3;2018;254368
PT3;2019;253945
PT3;2020;254254
PT3;2021;253923
PT3;2022;251182
PT30;2014;261313
PT30;2015;258686
PT30;2016;256424
PT30;2017;254876
PT30;2018;254368
PT30;2019;253945
PT30;2020;254254
PT30;2021;253923
PT30;2022;251182
PT300;2014;261313
PT300;2015;258686
PT300;2016;256424
PT300;2017;254876
PT300;2018;254368
PT300;2019;253945
PT300;2020;254254
PT300;2021;253923
PT300;2022;251182
RO;2014;19947311
RO;2015;19870647
RO;2016;19760585
RO;2017;19643949
RO;2018;19533481
RO;2019;19414458
RO;2020;19328838
RO;2021;19201662
RO;2022;19042455
RO1;2014;4945532
RO1;2015;4935690
RO1;2016;4918531
RO1;2017;4901067
RO1;2018;4885875
RO1;2019;4870384
RO1;2020;4862255
RO1;2021;4839850
RO1;2022;4796893
RO11;2014;2590220
RO11;2015;2585543
RO11;2016;2576567
RO11;2017;2568282
RO11;2018;2560504
RO11;2019;2552112
RO11;2020;2547429
RO11;2021;2537017
RO11;2022;2523549
RO111;2014;573691
RO111;2015;571955
RO111;2016;568969
RO111;2017;566353
RO111;2018;564171
RO111;2019;561404
RO111;2020;560203
RO111;2021;557290
RO111;2022;552022
RO112;2014;283832
RO112;2015;283210
RO112;2016;282495
RO112;2017;281387
RO112;2018;280058
RO112;2019;278851
RO112;2020;277849
RO112;2021;276257
RO112;2022;295342
RO113;2014;698929
RO113;2015;700665
RO113;2016;701258
RO113;2017;702771
RO113;2018;704619
RO113;2019;706905
RO113;2020;709585
RO113;2021;710284
RO113;2022;683018
RO114;2014;472335
RO114;2015;470691
RO114;2016;468333
RO114;2017;465402
RO114;2018;463306
RO114;2019;460689
RO114;2020;458636
RO114;2021;454870
RO114;2022;451484
RO115;2014;340986
RO115;2015;339998
RO115;2016;338181
RO115;2017;336509
RO115;2018;334589
RO115;2019;332572
RO115;2020;331217
RO115;2021;329272
RO115;2022;330358
RO116;2014;220447
RO116;2015;219024
RO116;2016;217331
RO116;2017;215860
RO116;2018;213761
RO116;2019;211691
RO116;2020;209939
RO116;2021;209044
RO116;2022;211325
RO12;2014;2355312
RO12;2015;2350147
RO12;2016;2341964
RO12;2017;2332785
RO12;2018;2325371
RO12;2019;2318272
RO12;2020;2314826
RO12;2021;2302833
RO12;2022;2273344
RO121;2014;337658
RO121;2015;335875
RO121;2016;333488
RO121;2017;330961
RO121;2018;328264
RO121;2019;325426
RO121;2020;323879
RO121;2021;320917
RO121;2022;325703
RO122;2014;550765
RO122;2015;550985
RO122;2016;550934
RO122;2017;550795
RO122;2018;551185
RO122;2019;552193
RO122;2020;553520
RO122;2021;553256
RO122;2022;548237
RO123;2014;208603
RO123;2015;207596
RO123;2016;206279
RO123;2017;204920
RO123;2018;203471
RO123;2019;202146
RO123;2020;201475
RO123;2021;200050
RO123;2022;199903
RO124;2014;310336
RO124;2015;309138
RO124;2016;307555
RO124;2017;305679
RO124;2018;304219
RO124;2019;302308
RO124;2020;301465
RO124;2021;299075
RO124;2022;291625
RO125;2014;547757
RO125;2015;546415
RO125;2016;543726
RO125;2017;540704
RO125;2018;538214
RO125;2019;535193
RO125;2020;533186
RO125;2021;529325
RO125;2022;518978
RO126;2014;400193
RO126;2015;400138
RO126;2016;399982
RO126;2017;399726
RO126;2018;400018
RO126;2019;401006
RO126;2020;401301
RO126;2021;400210
RO126;2022;388898
RO2;2014;5782461
RO2;2015;5761950
RO2;2016;5726602
RO2;2017;5686810
RO2;2018;5645791
RO2;2019;5594735
RO2;2020;5561316
RO2;2021;5515101
RO2;2022;5583443
RO21;2014;3273367
RO21;2015;3269598
RO21;2016;3256734
RO21;2017;3239540
RO21;2018;3222732
RO21;2019;3198564
RO21;2020;3184215
RO21;2021;3163465
RO21;2022;3221819
RO211;2014;606589
RO211;2015;604158
RO211;2016;600549
RO211;2017;595526
RO211;2018;591053
RO211;2019;585146
RO211;2020;581442
RO211;2021;575580
RO211;2022;599415
RO212;2014;403088
RO212;2015;399259
RO212;2016;394625
RO212;2017;390334
RO212;2018;385268
RO212;2019;379622
RO212;2020;376562
RO212;2021;371805
RO212;2022;391095
RO213;2014;780948
RO213;2015;786596
RO213;2016;788659
RO213;2017;789913
RO213;2018;791753
RO213;2019;793559
RO213;2020;792692
RO213;2021;794752
RO213;2022;765670
RO214;2014;461869
RO214;2015;459372
RO214;2016;455643
RO214;2017;451517
RO214;2018;447232
RO214;2019;441811
RO214;2020;438460
RO214;2021;432986
RO214;2022;452038
RO215;2014;631410
RO215;2015;631030
RO215;2016;629733
RO215;2017;628319
RO215;2018;627439
RO215;2019;624563
RO215;2020;623019
RO215;2021;620092
RO215;2022;640776
RO216;2014;389463
RO216;2015;389183
RO216;2016;387525
RO216;2017;383931
RO216;2018;379987
RO216;2019;373863
RO216;2020;372040
RO216;2021;368250
RO216;2022;372825
RO22;2014;2509094
RO22;2015;2492352
RO22;2016;2469868
RO22;2017;2447270
RO22;2018;2423059
RO22;2019;2396171
RO22;2020;2377101
RO22;2021;2351636
RO22;2022;2361624
RO221;2014;312089
RO221;2015;308176
RO221;2016;303608
RO221;2017;299077
RO221;2018;294097
RO221;2019;289537
RO221;2020;285916
RO221;2021;280679
RO221;2022;280189
RO222;2014;440931
RO222;2015;436440
RO222;2016;431015
RO222;2017;425862
RO222;2018;419831
RO222;2019;413723
RO222;2020;409162
RO222;2021;403709
RO222;2022;403807
RO223;2014;684257
RO223;2015;683339
RO223;2016;681054
RO223;2017;678286
RO223;2018;676095
RO223;2019;673709
RO223;2020;672142
RO223;2021;668065
RO223;2022;656004
RO224;2014;527979
RO224;2015;524574
RO224;2016;520058
RO224;2017;515282
RO224;2018;510865
RO224;2019;504058
RO224;2020;500213
RO224;2021;495149
RO224;2022;495000
RO225;2014;208242
RO225;2015;205965
RO225;2016;203196
RO225;2017;200679
RO225;2018;197734
RO225;2019;194421
RO225;2020;192101
RO225;2021;189707
RO225;2022;192568
RO226;2014;335596
RO226;2015;333858
RO226;2016;330937
RO226;2017;328084
RO226;2018;324437
RO226;2019;320723
RO226;2020;317567
RO226;2021;314327
RO226;2022;334056
RO3;2014;5368063
RO3;2015;5345486
RO3;2016;5319758
RO3;2017;5290602
RO3;2018;5267706
RO3;2019;5245005
RO3;2020;5223378
RO3;2021;5196051
RO3;2022;5123077
RO31;2014;3085095
RO31;2015;3061286
RO31;2016;3031555
RO31;2017;3003394
RO31;2018;2965415
RO31;2019;2929832
RO31;2020;2901376
RO31;2021;2868994
RO31;2022;2854809
RO311;2014;604058
RO311;2015;600256
RO311;2016;595764
RO311;2017;590531
RO311;2018;585713
RO311;2019;579862
RO311;2020;575027
RO311;2021;567678
RO311;2022;566903
RO312;2014;301251
RO312;2015;298684
RO312;2016;295505
RO312;2017;292835
RO312;2018;288061
RO312;2019;284299
RO312;2020;280252
RO312;2021;277701
RO312;2022;281974
RO313;2014;512668
RO313;2015;509531
RO313;2016;505219
RO313;2017;501274
RO313;2018;496213
RO313;2019;491242
RO313;2020;487115
RO313;2021;483102
RO313;2022;478594
RO314;2014;278425
RO314;2015;276632
RO314;2016;274570
RO314;2017;274021
RO314;2018;269239
RO314;2019;266194
RO314;2020;263263
RO314;2021;261050
RO314;2022;260200
RO315;2014;269251
RO315;2015;267139
RO315;2016;264733
RO315;2017;262231
RO315;2018;259143
RO315;2019;256120
RO315;2020;254405
RO315;2021;251917
RO315;2022;250420
RO316;2014;752322
RO316;2015;747565
RO316;2016;740483
RO316;2017;732833
RO316;2018;725599
RO316;2019;717972
RO316;2020;712447
RO316;2021;703368
RO316;2022;694490
RO317;2014;367120
RO317;2015;361479
RO317;2016;355281
RO317;2017;349669
RO317;2018;341447
RO317;2019;334143
RO317;2020;328867
RO317;2021;324178
RO317;2022;322228
RO32;2014;2282968
RO32;2015;2284200
RO32;2016;2288203
RO32;2017;2287208
RO32;2018;2302291
RO32;2019;2315173
RO32;2020;2322002
RO32;2021;2327057
RO32;2022;2268268
RO321;2014;1865143
RO321;2015;1853402
RO321;2016;1843962
RO321;2017;1826706
RO321;2018;1828869
RO321;2019;1829897
RO321;2020;1835258
RO321;2021;1823526
RO321;2022;1722865
RO322;2014;417825
RO322;2015;430798
RO322;2016;444241
RO322;2017;460502
RO322;2018;473422
RO322;2019;485276
RO322;2020;486744
RO322;2021;503531
RO322;2022;545403
RO4;2014;3851255
RO4;2015;3827521
RO4;2016;3795694
RO4;2017;3765470
RO4;2018;3734109
RO4;2019;3704334
RO4;2020;3681889
RO4;2021;3650660
RO4;2022;3539042
RO41;2014;2033360
RO41;2015;2015766
RO41;2016;1993482
RO41;2017;1972979
RO41;2018;1949813
RO41;2019;1926860
RO41;2020;1910409
RO41;2021;1892078
RO41;2022;1869563
RO411;2014;650548
RO411;2015;646455
RO411;2016;641040
RO411;2017;635631
RO411;2018;631026
RO411;2019;625656
RO411;2020;621410
RO411;2021;615962
RO411;2022;599558
RO412;2014;334819
RO412;2015;331416
RO412;2016;327537
RO412;2017;323626
RO412;2018;319903
RO412;2019;315494
RO412;2020;311985
RO412;2021;307967
RO412;2022;313023
RO413;2014;259011
RO413;2015;256140
RO413;2016;252600
RO413;2017;249327
RO413;2018;244960
RO413;2019;241262
RO413;2020;238907
RO413;2021;236460
RO413;2022;233631
RO414;2014;423352
RO414;2015;418464
RO414;2016;412491
RO414;2017;407719
RO414;2018;400763
RO414;2019;394389
RO414;2020;389730
RO414;2021;385775
RO414;2022;381722
RO415;2014;365630
RO415;2015;363291
RO415;2016;359814
RO415;2017;356676
RO415;2018;353161
RO415;2019;350059
RO415;2020;348377
RO415;2021;345914
RO415;2022;341629
RO42;2014;1817895
RO42;2015;1811755
RO42;2016;1802212
RO42;2017;1792491
RO42;2018;1784296
RO42;2019;1777474
RO42;2020;1771480
RO42;2021;1758582
RO42;2022;1669479
RO421;2014;427974
RO421;2015;426459
RO421;2016;424075
RO421;2017;421945
RO421;2018;419135
RO421;2019;417422
RO421;2020;415910
RO421;2021;413030
RO421;2022;410267
RO422;2014;288925
RO422;2015;286143
RO422;2016;282467
RO422;2017;279109
RO422;2018;275041
RO422;2019;271292
RO422;2020;269551
RO422;2021;266283
RO422;2022;246314
RO423;2014;407892
RO423;2015;403554
RO423;2016;398950
RO423;2017;393176
RO423;2018;388614
RO423;2019;383647
RO423;2020;380105
RO423;2021;373769
RO423;2022;360679
RO424;2014;693104
RO424;2015;695599
RO424;2016;696720
RO424;2017;698261
RO424;2018;701506
RO424;2019;705113
RO424;2020;705914
RO424;2021;705500
RO424;2022;652219
RS;2014;7146759
RS;2015;7114393
RS;2016;7076372
RS;2017;7040272
RS;2018;7001444
RS;2019;6963764
RS;2020;6926705
RS;2021;6871547
RS;2022;6797105
RS1;2017;3562012
