nuts3;year;pop_density
MK001;2004;31.8
MK001;2005;31.8
MK001;2006;31.8
MK001;2007;34.3
MK001;2008;38.1
MK001;2009;38.1
MK001;2010;38.1
MK001;2011;38.1
MK001;2012;38.0
MK001;2013;38.0
MK001;2014;37.9
MK001;2015;37.9
MK001;2016;37.8
MK001;2017;37.7
MK001;2018;37.6
MK001;2019;37.5
MK001;2020;37.5
MK001;2021;37.3
MK001;2022;35.8
MK002;1994;59.4
MK002;1995;59.7
MK002;1996;60.0
MK002;1997;60.1
MK002;1998;60.2
MK002;1999;60.3
MK002;2000;60.4
MK002;2001;60.1
MK002;2002;59.9
MK002;2003;59.9
MK002;2004;59.9
MK002;2005;59.7
MK002;2006;59.5
MK002;2007;56.3
MK002;2008;51.0
MK002;2009;50.9
MK002;2010;50.8
MK002;2011;50.7
MK002;2012;50.6
MK002;2013;50.4
MK002;2014;50.2
MK002;2015;50.1
MK002;2016;50.0
MK002;2017;49.8
MK002;2018;49.6
MK002;2019;49.3
MK002;2020;49.3
MK002;2021;49.0
MK002;2022;45.6
MK003;1994;63.8
MK003;1995;64.6
MK003;1996;65.3
MK003;1997;65.9
MK003;1998;66.3
MK003;1999;66.7
MK003;2000;67.0
MK003;2001;66.6
MK003;2002;66.2
MK003;2003;66.4
MK003;2004;66.6
MK003;2005;66.6
MK003;2006;66.6
MK003;2007;66.5
MK003;2008;66.5
MK003;2009;66.5
MK003;2010;66.4
MK003;2011;66.3
MK003;2012;66.1
MK003;2013;66.0
MK003;2014;65.9
MK003;2015;65.8
MK003;2016;66.0
MK003;2017;66.0
MK003;2018;65.9
MK003;2019;65.9
MK003;2020;65.9
MK003;2021;65.6
MK003;2022;59.4
MK004;1994;61.5
MK004;1995;62.0
MK004;1996;62.4
MK004;1997;62.7
MK004;1998;63.0
MK004;1999;63.2
MK004;2000;63.4
MK004;2001;62.9
MK004;2002;62.5
MK004;2003;62.6
MK004;2004;62.8
MK004;2005;62.8
MK004;2006;62.8
MK004;2007;62.8
MK004;2008;62.9
MK004;2009;63.0
MK004;2010;63.1
MK004;2011;63.2
MK004;2012;63.2
MK004;2013;63.3
MK004;2014;63.3
MK004;2015;63.4
MK004;2016;63.5
MK004;2017;63.5
MK004;2018;63.4
MK004;2019;63.3
MK004;2020;63.3
MK004;2021;63.1
MK004;2022;58.6
MK005;1994;51.4
MK005;1995;51.6
MK005;1996;51.7
MK005;1997;51.8
MK005;1998;51.8
MK005;1999;51.8
MK005;2000;51.7
MK005;2001;51.1
MK005;2002;50.5
MK005;2003;50.4
MK005;2004;50.3
MK005;2005;50.1
MK005;2006;50.0
MK005;2007;49.9
MK005;2008;49.8
MK005;2009;49.7
MK005;2010;49.6
MK005;2011;49.5
MK005;2012;49.4
MK005;2013;49.3
MK005;2014;49.1
MK005;2015;49.0
MK005;2016;48.8
MK005;2017;48.6
MK005;2018;48.4
MK005;2019;48.2
MK005;2020;48.2
MK005;2021;47.8
MK005;2022;46.1
MK006;1994;116.1
MK006;1995;118.4
MK006;1996;120.4
MK006;1997;122.1
MK006;1998;123.3
MK006;1999;124.4
MK006;2000;125.5
MK006;2001;125.8
MK006;2002;125.9
MK006;2003;126.5
MK006;2004;127.2
MK006;2005;127.8
MK006;2006;128.4
MK006;2007;128.9
MK006;2008;129.4
MK006;2009;129.8
MK006;2010;130.3
MK006;2011;130.8
MK006;2012;131.2
MK006;2013;131.6
MK006;2014;132.0
MK006;2015;132.4
MK006;2016;132.7
MK006;2017;132.9
MK006;2018;133.2
MK006;2019;133.5
MK006;2020;133.5
MK006;2021;133.5
MK006;2022;118.9
MK007;1994;71.0
MK007;1995;71.6
MK007;1996;72.3
MK007;1997;72.8
MK007;1998;73.2
MK007;1999;73.6
MK007;2000;74.0
MK007;2001;74.3
MK007;2002;74.6
MK007;2003;74.9
MK007;2004;75.1
MK007;2005;75.3
MK007;2006;75.3
MK007;2007;75.4
MK007;2008;75.4
MK007;2009;75.6
MK007;2010;75.8
MK007;2011;75.9
MK007;2012;75.9
MK007;2013;76.1
MK007;2014;76.2
MK007;2015;76.3
MK007;2016;76.3
MK007;2017;76.3
MK007;2018;76.3
MK007;2019;76.3
MK007;2020;76.3
MK007;2021;76.1
MK007;2022;71.1
MK008;1994;301.2
MK008;1995;304.3
MK008;1996;307.0
MK008;1997;309.4
MK008;1998;311.7
MK008;1999;313.8
MK008;2000;315.9
MK008;2001;317.3
MK008;2002;318.5
MK008;2003;320.5
MK008;2004;322.4
MK008;2005;324.3
MK008;2006;326.0
MK008;2007;327.7
MK008;2008;329.0
MK008;2009;330.7
MK008;2010;332.4
MK008;2011;334.2
MK008;2012;336.0
MK008;2013;337.8
MK008;2014;339.7
MK008;2015;341.5
MK008;2016;343.8
MK008;2017;345.7
MK008;2018;347.4
MK008;2019;349.0
MK008;2020;349.0
MK008;2021;349.9
MK008;2022;342.3
MT;1990;1122.2
MT;1991;1133.5
MT;1992;1144.7
MT;1993;1155.6
MT;1994;1165.9
MT;1995;1173.8
MT;1996;1180.9
MT;1997;1189.0
MT;1998;1196.2
MT;1999;1202.1
MT;2000;1208.4
MT;2001;1245.4
MT;2002;1254.7
MT;2003;1263.0
MT;2004;1271.5
MT;2005;1279.6
MT;2006;1284.3
MT;2007;1288.8
MT;2008;1295.5
MT;2009;1305.3
MT;2010;1311.7
MT;2011;1317.3
MT;2012;1329.2
MT;2013;1348.0
MT;2014;1375.2
MT;2015;1408.4
MT;2016;1450.2
MT;2017;1495.2
MT;2018;1548.3
MT;2019;1595.1
MT;2020;1610.4
MT;2021;1646.4
MT;2022;1656.7
MT0;1990;1122.2
MT0;1991;1133.5
MT0;1992;1144.7
MT0;1993;1155.6
MT0;1994;1165.9
MT0;1995;1173.8
MT0;1996;1180.9
MT0;1997;1189.0
MT0;1998;1196.2
MT0;1999;1202.1
MT0;2000;1208.4
MT0;2001;1245.4
MT0;2002;1254.7
MT0;2003;1263.0
MT0;2004;1271.5
MT0;2005;1279.6
MT0;2006;1284.3
MT0;2007;1288.8
MT0;2008;1295.5
MT0;2009;1305.3
MT0;2010;1311.7
MT0;2011;1317.3
MT0;2012;1329.2
MT0;2013;1348.0
MT0;2014;1375.2
MT0;2015;1408.4
MT0;2016;1450.2
MT0;2017;1495.2
MT0;2018;1548.3
MT0;2019;1595.1
MT0;2020;1610.4
MT0;2021;1646.4
MT0;2022;1656.7
MT00;1990;1122.2
MT00;1991;1133.5
MT00;1992;1144.7
MT00;1993;1155.6
MT00;1994;1165.9
MT00;1995;1173.8
MT00;1996;1180.9
MT00;1997;1189.0
MT00;1998;1196.2
MT00;1999;1202.1
MT00;2000;1208.4
MT00;2001;1245.4
MT00;2002;1254.7
MT00;2003;1263.0
MT00;2004;1271.5
MT00;2005;1279.6
MT00;2006;1284.3
MT00;2007;1288.8
MT00;2008;1295.5
MT00;2009;1305.3
MT00;2010;1311.7
MT00;2011;1317.3
MT00;2012;1329.2
MT00;2013;1348.0
MT00;2014;1375.2
MT00;2015;1408.4
MT00;2016;1450.2
MT00;2017;1495.2
MT00;2018;1548.3
MT00;2019;1595.1
MT00;2020;1610.4
MT00;2021;1646.4
MT00;2022;1656.7
MT001;1992;1355.3
MT001;1996;1401.4
MT001;2001;1474.9
MT001;2002;1485.0
MT001;2003;1494.1
MT001;2004;1503.6
MT001;2005;1515.3
MT001;2006;1523.3
MT001;2007;1529.0
MT001;2008;1531.5
MT001;2009;1543.4
MT001;2010;1551.4
MT001;2011;1558.4
MT001;2012;1573.3
MT001;2013;1597.3
MT001;2014;1631.4
MT001;2015;1673.0
MT001;2016;1727.7
MT001;2017;1777.7
MT001;2018;1843.2
MT001;2019;1903.5
MT001;2020;1919.0
MT001;2021;1962.6
MT001;2022;1974.7
MT002;1992;379.4
MT002;1996;397.4
MT002;2001;438.2
MT002;2002;444.5
MT002;2003;450.1
MT002;2004;455.1
MT002;2005;450.7
MT002;2006;443.5
MT002;2007;443.7
MT002;2008;450.8
MT002;2009;452.9
MT002;2010;453.8
MT002;2011;454.4
MT002;2012;455.3
MT002;2013;455.6
MT002;2014;457.9
MT002;2015;461.3
MT002;2016;471.6
MT002;2017;477.4
MT002;2018;486.1
MT002;2019;491.4
MT002;2020;498.7
MT002;2021;507.3
MT002;2022;510.6
NL;1990;440.5
NL;1991;444.0
NL;1992;447.4
NL;1993;450.5
NL;1994;453.2
NL;1995;456.2
NL;1996;458.3
NL;1997;460.7
NL;1998;463.6
NL;1999;466.7
NL;2000;470.2
NL;2001;473.7
NL;2002;476.7
NL;2003;480.3
NL;2004;481.9
NL;2005;483.1
NL;2006;483.8
NL;2007;485.3
NL;2008;487.2
NL;2009;489.7
NL;2010;492.2
NL;2011;494.5
NL;2012;496.9
NL;2013;498.4
NL;2014;500.9
NL;2015;503.1
NL;2016;498.1
NL;2017;501.1
NL;2018;504.0
NL;2019;507.3
NL;2020;507.3
NL;2021;510.2
NL;2022;512.8
NL1;1990;191.0
NL1;1991;191.5
NL1;1992;192.0
NL1;1993;192.7
NL1;1994;193.6
NL1;1995;194.4
NL1;1996;195.1
NL1;1997;196.0
NL1;1998;196.9
NL1;1999;197.8
NL1;2000;199.4
NL1;2001;201.1
NL1;2002;202.4
NL1;2003;203.7
NL1;2004;204.2
NL1;2005;204.3
NL1;2006;204.3
NL1;2007;204.8
NL1;2008;205.2
NL1;2009;205.8
NL1;2010;206.3
NL1;2011;206.6
NL1;2012;207.0
NL1;2013;206.9
NL1;2014;207.2
NL1;2015;207.2
NL1;2016;204.1
NL1;2017;204.4
NL1;2018;204.4
NL1;2019;204.9
NL1;2020;204.9
NL1;2021;205.4
NL1;2022;206.2
NL11;1990;236.3
NL11;1991;236.5
NL11;1992;236.6
NL11;1993;236.9
NL11;1994;237.4
NL11;1995;238.1
NL11;1996;238.1
NL11;1997;238.4
NL11;1998;238.8
NL11;1999;239.8
NL11;2000;241.2
NL11;2001;242.9
NL11;2002;244.3
NL11;2003;245.6
NL11;2004;246.0
NL11;2005;246.0
NL11;2006;245.7
NL11;2007;245.8
NL11;2008;245.9
NL11;2009;246.6
NL11;2010;247.7
NL11;2011;248.6
NL11;2012;250.0
NL11;2013;250.4
NL11;2014;251.0
NL11;2015;251.2
NL11;2016;247.3
NL11;2017;247.1
NL11;2018;247.2
NL11;2019;247.9
NL11;2020;247.9
NL11;2021;248.5
NL11;2022;249.4
NL111;1990;180.3
NL111;1991;180.3
NL111;1992;180.0
NL111;1993;179.9
NL111;1994;180.2
NL111;1995;181.0
NL111;1996;181.5
NL111;1997;182.0
NL111;1998;182.1
NL111;1999;182.4
NL111;2000;183.5
NL111;2001;184.4
NL111;2002;184.7
NL111;2003;185.3
NL111;2004;184.9
NL111;2005;184.8
NL111;2006;184.6
NL111;2007;184.0
NL111;2008;183.0
NL111;2009;182.4
NL111;2010;182.0
NL111;2011;181.3
NL111;2012;181.8
NL111;2013;180.6
NL111;2014;180.6
NL111;2015;180.3
NL111;2016;176.0
NL111;2017;167.8
NL111;2018;174.5
NL111;2019;174.8
NL111;2020;174.8
NL111;2021;168.3
NL111;2022;162.0
NL112;1990;208.0
NL112;1991;205.8
NL112;1992;204.3
NL112;1993;202.8
NL112;1994;202.1
NL112;1995;202.2
NL112;1996;201.6
NL112;1997;200.0
NL112;1998;198.1
NL112;1999;196.3
NL112;2000;195.5
NL112;2001;195.8
NL112;2002;196.1
NL112;2003;196.2
NL112;2004;194.9
NL112;2005;193.1
NL112;2006;190.5
NL112;2007;188.1
NL112;2008;185.8
NL112;2009;183.9
NL112;2010;183.4
NL112;2011;182.7
NL112;2012;181.2
NL112;2013;179.8
NL112;2014;178.2
NL112;2015;176.6
NL112;2016;173.4
NL112;2017;172.0
NL112;2018;170.6
NL112;2019;169.6
NL112;2020;169.6
NL112;2021;168.7
NL112;2022;167.9
NL113;1990;280.4
NL113;1991;281.3
NL113;1992;282.0
NL113;1993;282.9
NL113;1994;283.9
NL113;1995;284.5
NL113;1996;284.4
NL113;1997;285.1
NL113;1998;286.0
NL113;1999;288.1
NL113;2000;290.3
NL113;2001;292.8
NL113;2002;295.1
NL113;2003;297.0
NL113;2004;298.4
NL113;2005;298.9
NL113;2006;299.0
NL113;2007;300.2
NL113;2008;301.6
NL113;2009;303.7
NL113;2010;306.1
NL113;2011;308.5
NL113;2012;310.8
NL113;2013;312.6
NL113;2014;314.1
NL113;2015;315.0
NL113;2016;311.4
NL113;2017;317.0
NL113;2018;312.9
NL113;2019;314.1
NL113;2020;314.1
NL113;2021;319.8
NL113;2022;326.0
NL12;1990;178.6
NL12;1991;179.0
NL12;1992;179.6
NL12;1993;180.2
NL12;1994;181.1
NL12;1995;181.7
NL12;1996;182.5
NL12;1997;183.5
NL12;1998;184.4
NL12;1999;185.3
NL12;2000;186.9
NL12;2001;188.6
NL12;2002;190.0
NL12;2003;191.4
NL12;2004;191.8
NL12;2005;191.9
NL12;2006;191.7
NL12;2007;192.3
NL12;2008;192.7
NL12;2009;193.2
NL12;2010;193.6
NL12;2011;193.7
NL12;2012;193.7
NL12;2013;193.6
NL12;2014;193.7
NL12;2015;193.7
NL12;2016;190.3
NL12;2017;190.5
NL12;2018;190.6
NL12;2019;191.0
NL12;2020;191.0
NL12;2021;191.6
NL12;2022;192.1
NL124;2014;208.6
NL124;2015;208.6
NL124;2016;206.5
NL124;2017;204.9
NL124;2018;206.7
NL124;2019;207.2
NL124;2020;207.2
NL124;2021;206.2
NL124;2022;205.4
NL125;2014;168.1
NL125;2015;167.9
NL125;2016;163.7
NL125;2017;167.3
NL125;2018;164.1
NL125;2019;164.2
NL125;2020;164.2
NL125;2021;167.8
NL125;2022;171.3
NL126;2014;191.2
NL126;2015;191.3
NL126;2016;186.9
NL126;2017;187.1
NL126;2018;187.3
NL126;2019;187.7
NL126;2020;187.7
NL126;2021;188.1
NL126;2022;188.6
NL13;1990;166.6
NL13;1991;167.4
NL13;1992;168.3
NL13;1993;169.4
NL13;1994;170.6
NL13;1995;172.0
NL13;1996;173.1
NL13;1997;174.5
NL13;1998;175.7
NL13;1999;176.7
NL13;2000;178.2
NL13;2001;179.9
NL13;2002;181.2
NL13;2003;182.4
NL13;2004;182.8
NL13;2005;183.2
NL13;2006;183.7
NL13;2007;184.5
NL13;2008;185.2
NL13;2009;185.7
NL13;2010;186.0
NL13;2011;185.9
NL13;2012;185.8
NL13;2013;185.5
NL13;2014;185.6
NL13;2015;185.6
NL13;2016;183.5
NL13;2017;184.2
NL13;2018;184.3
NL13;2019;184.5
NL13;2020;184.5
NL13;2021;185.0
NL13;2022;185.8
NL131;1990;175.4
NL131;1991;176.7
NL131;1992;178.1
NL131;1993;179.7
NL131;1994;181.0
NL131;1995;182.4
NL131;1996;183.5
NL131;1997;185.3
NL131;1998;167.9
NL131;1999;169.1
NL131;2000;170.7
NL131;2001;172.6
NL131;2002;174.4
NL131;2003;176.0
NL131;2004;176.7
NL131;2005;177.4
NL131;2006;178.1
NL131;2007;179.2
NL131;2008;180.3
NL131;2009;180.9
NL131;2010;181.3
NL131;2011;181.6
NL131;2012;181.8
NL131;2013;181.6
NL131;2014;182.0
NL131;2015;182.0
NL131;2016;181.1
NL131;2017;182.3
NL131;2018;181.8
NL131;2019;181.9
NL131;2020;181.9
NL131;2021;182.5
NL131;2022;183.2
NL132;1990;187.1
NL132;1991;187.5
NL132;1992;187.8
NL132;1993;188.5
NL132;1994;189.6
NL132;1995;191.1
NL132;1996;191.9
NL132;1997;192.8
NL132;1998;181.4
NL132;1999;182.2
NL132;2000;184.2
NL132;2001;186.1
NL132;2002;186.9
NL132;2003;187.8
NL132;2004;188.0
NL132;2005;188.2
NL132;2006;188.2
NL132;2007;188.4
NL132;2008;188.6
NL132;2009;188.7
NL132;2010;188.6
NL132;2011;188.0
NL132;2012;187.4
NL132;2013;186.8
NL132;2014;186.7
NL132;2015;186.1
NL132;2016;182.7
NL132;2017;182.4
NL132;2018;182.3
NL132;2019;182.3
NL132;2020;182.3
NL132;2021;182.3
NL132;2022;182.9
NL133;1990;141.3
NL133;1991;142.2
NL133;1992;143.1
NL133;1993;144.2
NL133;1994;145.3
NL133;1995;146.5
NL133;1996;147.9
NL133;1997;149.4
NL133;1998;180.0
NL133;1999;180.9
NL133;2000;181.8
NL133;2001;182.9
NL133;2002;184.0
NL133;2003;184.9
NL133;2004;185.1
NL133;2005;185.6
NL133;2006;186.3
NL133;2007;187.3
NL133;2008;188.1
NL133;2009;189.0
NL133;2010;189.6
NL133;2011;189.8
NL133;2012;189.9
NL133;2013;189.6
NL133;2014;189.8
NL133;2015;190.3
NL133;2016;188.4
NL133;2017;189.4
NL133;2018;190.5
NL133;2019;191.4
NL133;2020;191.4
NL133;2021;192.4
NL133;2022;193.5
NL2;1990;312.3
NL2;1991;315.3
NL2;1992;318.3
NL2;1993;321.1
NL2;1994;323.9
NL2;1995;327.0
NL2;1996;329.4
NL2;1997;332.1
NL2;1998;335.2
NL2;1999;338.4
NL2;2000;342.1
NL2;2001;345.7
NL2;2002;348.9
NL2;2003;352.1
NL2;2004;353.9
NL2;2005;355.3
NL2;2006;356.4
NL2;2007;357.8
NL2;2008;359.4
NL2;2009;361.2
NL2;2010;362.8
NL2;2011;364.1
NL2;2012;365.5
NL2;2013;366.3
NL2;2014;367.7
NL2;2015;368.9
NL2;2016;366.8
NL2;2017;368.8
NL2;2018;370.9
NL2;2019;373.4
NL2;2020;373.4
NL2;2021;375.8
NL2;2022;378.1
NL21;1990;306.4
NL21;1991;308.2
NL21;1992;310.1
NL21;1993;312.0
NL21;1994;313.6
NL21;1995;315.3
NL21;1996;316.4
NL21;1997;318.0
NL21;1998;319.9
NL21;1999;322.0
NL21;2000;324.3
NL21;2001;326.7
NL21;2002;328.9
NL21;2003;331.6
NL21;2004;332.9
NL21;2005;334.1
NL21;2006;335.1
NL21;2007;336.2
NL21;2008;337.6
NL21;2009;339.2
NL21;2010;340.5
NL21;2011;341.6
NL21;2012;342.5
NL21;2013;342.8
NL21;2014;343.5
NL21;2015;344.2
NL21;2016;340.9
NL21;2017;341.9
NL21;2018;343.2
NL21;2019;344.9
NL21;2020;344.9
NL21;2021;346.4
NL21;2022;347.8
NL211;1990;211.6
NL211;1991;213.3
NL211;1992;215.2
NL211;1993;216.9
NL211;1994;218.5
NL211;1995;220.2
NL211;1996;221.8
NL211;1997;223.0
NL211;1998;224.7
NL211;1999;226.8
NL211;2000;229.1
NL211;2001;235.2
NL211;2002;237.4
NL211;2003;240.0
NL211;2004;241.0
NL211;2005;242.1
NL211;2006;243.6
NL211;2007;245.3
NL211;2008;247.1
NL211;2009;248.7
NL211;2010;250.2
NL211;2011;251.7
NL211;2012;253.0
NL211;2013;253.9
NL211;2014;255.3
NL211;2015;256.5
NL211;2016;253.7
NL211;2017;255.3
NL211;2018;257.1
NL211;2019;259.1
NL211;2020;259.1
NL211;2021;261.1
NL211;2022;262.9
NL212;1990;323.6
NL212;1991;325.8
NL212;1992;327.9
NL212;1993;330.7
NL212;1994;331.7
NL212;1995;332.6
NL212;1996;332.8
NL212;1997;337.1
NL212;1998;340.8
NL212;1999;344.3
NL212;2000;346.9
NL212;2001;346.0
NL212;2002;349.7
NL212;2003;354.4
NL212;2004;358.2
NL212;2005;360.9
NL212;2006;362.7
NL212;2007;363.5
NL212;2008;364.7
NL212;2009;366.1
NL212;2010;366.9
NL212;2011;367.0
NL212;2012;367.1
NL212;2013;366.8
NL212;2014;367.3
NL212;2015;368.3
NL212;2016;366.2
NL212;2017;367.8
NL212;2018;369.5
NL212;2019;371.7
NL212;2020;371.7
NL212;2021;374.0
NL212;2022;375.7
NL213;1990;402.4
NL213;1991;404.1
NL213;1992;406.0
NL213;1993;407.8
NL213;1994;409.6
NL213;1995;411.2
NL213;1996;412.2
NL213;1997;413.6
NL213;1998;415.2
NL213;1999;416.9
NL213;2000;419.2
NL213;2001;408.9
NL213;2002;410.6
NL213;2003;412.4
NL213;2004;413.4
NL213;2005;414.3
NL213;2006;414.6
NL213;2007;415.2
NL213;2008;416.2
NL213;2009;417.7
NL213;2010;419.1
NL213;2011;420.2
NL213;2012;420.7
NL213;2013;420.7
NL213;2014;420.8
NL213;2015;420.9
NL213;2016;417.4
NL213;2017;417.8
NL213;2018;418.5
NL213;2019;419.6
NL213;2020;419.6
NL213;2021;420.4
NL213;2022;421.3
NL22;1990;361.0
NL22;1991;363.5
NL22;1992;365.8
NL22;1993;368.0
NL22;1994;370.5
NL22;1995;374.5
NL22;1996;376.6
NL22;1997;378.7
NL22;1998;381.1
NL22;1999;383.4
NL22;2000;386.7
NL22;2001;389.7
NL22;2002;392.3
NL22;2003;394.7
NL22;2004;395.9
NL22;2005;396.8
NL22;2006;397.5
NL22;2007;398.5
NL22;2008;399.8
NL22;2009;401.3
NL22;2010;402.6
NL22;2011;403.8
NL22;2012;405.1
NL22;2013;406.0
NL22;2014;407.2
NL22;2015;408.8
NL22;2016;408.3
NL22;2017;410.8
NL22;2018;413.2
NL22;2019;415.8
NL22;2020;415.8
NL22;2021;418.3
NL22;2022;420.7
NL221;1990;325.2
NL221;1991;327.6
NL221;1992;329.8
NL221;1993;331.4
NL221;1994;332.9
NL221;1995;335.0
NL221;1996;337.1
NL221;1997;338.8
NL221;1998;340.8
NL221;1999;342.1
NL221;2000;343.9
NL221;2001;346.1
NL221;2002;348.5
NL221;2003;350.6
NL221;2004;351.7
NL221;2005;352.5
NL221;2006;353.3
NL221;2007;354.1
NL221;2008;355.3
NL221;2009;357.0
NL221;2010;358.4
NL221;2011;359.7
NL221;2012;361.2
NL221;2013;362.6
NL221;2014;364.1
NL221;2015;366.3
NL221;2016;368.0
NL221;2017;371.0
NL221;2018;374.1
NL221;2019;377.4
NL221;2020;377.4
NL221;2021;380.7
NL221;2022;383.8
NL224;1990;282.5
NL224;1991;285.6
NL224;1992;288.9
NL224;1993;292.4
NL224;1994;296.1
NL224;1995;302.5
NL224;1996;305.5
NL224;1997;308.4
NL224;1998;311.9
NL224;1999;315.6
NL224;2000;321.0
NL224;2001;325.2
NL224;2002;327.9
NL224;2003;330.6
NL224;2004;332.2
NL224;2005;333.4
NL224;2006;334.8
NL224;2007;335.3
NL224;2008;335.9
NL224;2009;336.6
NL224;2010;337.4
NL224;2011;338.3
NL224;2012;339.6
NL224;2013;340.3
NL224;2014;341.0
NL224;2015;341.8
NL224;2016;340.1
NL224;2017;342.2
NL224;2018;345.2
NL224;2019;348.9
NL224;2020;348.9
NL224;2021;352.2
NL224;2022;355.4
NL225;1991;243.6
NL225;1992;244.4
NL225;1993;245.1
NL225;1994;246.3
NL225;1995;248.1
NL225;1996;249.7
NL225;1997;251.3
NL225;1998;252.3
NL225;1999;253.4
NL225;2000;255.3
NL225;2001;257.0
NL225;2002;258.5
NL225;2003;248.5
NL225;2004;254.2
NL225;2005;260.4
NL225;2006;260.1
NL225;2007;446.1
NL225;2008;260.0
NL225;2009;260.0
NL225;2010;259.8
NL225;2011;259.7
NL225;2012;259.5
NL225;2013;258.9
NL225;2014;258.4
NL225;2015;258.3
NL225;2016;257.1
NL225;2017;257.5
NL225;2018;257.8
NL225;2019;258.0
NL225;2020;258.0
NL225;2021;258.5
NL225;2022;259.2
NL226;1991;699.7
NL226;1992;704.2
NL226;1993;709.3
NL226;1994;715.0
NL226;1995;728.0
NL226;1996;730.5
NL226;1997;733.4
NL226;1998;738.0
NL226;1999;743.6
NL226;2000;750.3
NL226;2001;756.3
NL226;2002;761.2
NL226;2003;786.3
NL226;2004;779.3
NL226;2005;768.8
NL226;2006;772.9
NL226;2007;451.9
NL226;2008;779.5
NL226;2009;783.9
NL226;2010;788.1
NL226;2011;791.6
NL226;2012;795.7
NL226;2013;798.4
NL226;2014;802.4
NL226;2015;806.3
NL226;2016;801.0
NL226;2017;806.2
NL226;2018;810.6
NL226;2019;814.7
NL226;2020;814.7
NL226;2021;818.2
NL226;2022;821.7
NL23;1990;153.4
NL23;1991;160.9
NL23;1992;168.7
NL23;1993;176.1
NL23;1994;182.8
NL23;1995;187.9
NL23;1996;194.4
NL23;1997;201.8
NL23;1998;210.6
NL23;1999;219.0
NL23;2000;227.3
NL23;2001;236.0
NL23;2002;244.0
NL23;2003;250.7
NL23;2004;255.7
NL23;2005;259.5
NL23;2006;262.5
NL23;2007;265.6
NL23;2008;268.8
NL23;2009;272.1
NL23;2010;275.1
NL23;2011;277.8
NL23;2012;280.5
NL23;2013;282.0
NL23;2014;283.9
NL23;2015;285.4
NL23;2016;282.9
NL23;2017;285.5
NL23;2018;288.6
NL23;2019;292.5
NL23;2020;292.5
NL23;2021;296.6
NL23;2022;300.7
NL230;1990;153.4
NL230;1991;160.9
NL230;1992;168.7
NL230;1993;176.1
NL230;1994;182.8
NL230;1995;187.9
NL230;1996;194.4
NL230;1997;201.8
NL230;1998;210.6
NL230;1999;219.0
NL230;2000;227.3
NL230;2001;236.0
NL230;2002;244.0
NL230;2003;250.7
NL230;2004;255.7
NL230;2005;259.5
NL230;2006;262.5
NL230;2007;265.6
NL230;2008;268.8
NL230;2009;272.1
NL230;2010;275.1
NL230;2011;277.8
NL230;2012;280.5
NL230;2013;282.0
NL230;2014;283.9
NL230;2015;285.4
NL230;2016;282.9
NL230;2017;285.5
NL230;2018;288.6
NL230;2019;292.5
NL230;2020;292.5
NL230;2021;296.6
NL230;2022;300.7
NL3;1990;805.0
NL3;1991;811.9
NL3;1992;818.7
NL3;1993;824.5
NL3;1994;828.7
NL3;1995;834.0
NL3;1996;836.8
NL3;1997;839.8
NL3;1998;844.2
NL3;1999;849.5
NL3;2000;853.8
NL3;2001;859.8
NL3;2002;865.3
NL3;2003;872.9
NL3;2004;876.7
NL3;2005;879.3
NL3;2006;881.1
NL3;2007;884.1
NL3;2008;888.8
NL3;2009;895.0
NL3;2010;901.3
NL3;2011;907.3
NL3;2012;914.0
NL3;2013;918.2
NL3;2014;924.5
NL3;2015;930.8
NL3;2016;915.1
NL3;2017;922.3
NL3;2018;929.5
NL3;2019;937.2
NL3;2020;937.2
NL3;2021;943.3
NL3;2022;948.6
NL31;1990;751.6
NL31;1991;759.6
NL31;1992;766.8
NL31;1993;773.7
NL31;1994;779.7
NL31;1995;786.8
NL31;1996;792.7
NL31;1997;797.7
NL31;1998;802.1
NL31;1999;809.2
NL31;2000;816.3
NL31;2001;828.1
NL31;2002;825.9
NL31;2003;834.9
NL31;2004;841.7
NL31;2005;848.2
NL31;2006;855.1
NL31;2007;863.5
NL31;2008;870.8
NL31;2009;877.9
NL31;2010;884.4
NL31;2011;890.2
NL31;2012;897.4
NL31;2013;903.4
NL31;2014;913.4
NL31;2015;920.6
NL31;2016;910.4
NL31;2017;918.1
NL31;2018;926.1
NL31;2019;934.6
NL31;2020;934.6
NL31;2021;953.9
NL31;2022;971.9
NL310;1990;751.6
NL310;1991;759.6
NL310;1992;766.8
NL310;1993;773.7
NL310;1994;779.7
NL310;1995;786.8
NL310;1996;792.7
NL310;1997;797.7
NL310;1998;802.1
NL310;1999;809.2
NL310;2000;816.3
NL310;2001;828.1
NL310;2002;825.9
NL310;2003;834.9
NL310;2004;841.7
NL310;2005;848.2
NL310;2006;855.1
NL310;2007;863.5
NL310;2008;870.8
NL310;2009;877.9
NL310;2010;884.4
NL310;2011;890.2
NL310;2012;897.4
NL310;2013;903.4
NL310;2014;913.4
NL310;2015;920.6
NL310;2016;910.4
NL310;2017;918.1
NL310;2018;926.1
NL310;2019;934.6
NL310;2020;934.6
NL310;2021;953.9
NL310;2022;971.9
NL32;1990;894.7
NL32;1991;903.3
NL32;1992;911.7
NL32;1993;918.3
NL32;1994;922.7
NL32;1995;927.2
NL32;1996;929.2
NL32;1997;932.8
NL32;1998;938.2
NL32;1999;944.2
NL32;2000;950.8
NL32;2001;958.6
NL32;2002;960.3
NL32;2003;966.2
