nuts3;year;pop_density
AL;2012;100.7
AL;2013;100.6
AL;2014;100.4
AL;2015;100.1
AL;2016;99.9
AL;2017;99.8
AL;2018;99.6
AL;2019;99.1
AL;2020;101.6
AL;2021;101.0
AL;2022;100.0
AL0;2012;100.7
AL0;2013;100.6
AL0;2014;100.4
AL0;2015;100.1
AL0;2016;99.9
AL0;2017;99.8
AL0;2018;99.6
AL0;2019;99.1
AL0;2020;101.6
AL0;2021;101.0
AL0;2022;100.0
AL01;2012;79.2
AL01;2013;78.5
AL01;2014;77.7
AL01;2015;77.0
AL01;2016;76.6
AL01;2017;76.1
AL01;2018;75.5
AL01;2019;74.8
AL01;2020;77.0
AL01;2021;76.3
AL01;2022;75.3
AL011;2012;56.4
AL011;2013;55.1
AL011;2014;53.7
AL011;2015;52.7
AL011;2016;51.6
AL011;2017;49.9
AL011;2018;48.6
AL011;2019;47.6
AL011;2020;71.7
AL011;2021;70.1
AL011;2022;68.2
AL012;2012;354.5
AL012;2013;357.2
AL012;2014;359.8
AL012;2015;362.5
AL012;2016;366.9
AL012;2017;373.0
AL012;2018;376.5
AL012;2019;377.2
AL012;2020;87.6
AL012;2021;87.9
AL012;2022;88.0
AL013;2012;36.3
AL013;2013;35.6
AL013;2014;34.8
AL013;2015;34.2
AL013;2016;33.6
AL013;2017;32.8
AL013;2018;32.2
AL013;2019;31.8
AL013;2020;31.0
AL013;2021;30.5
AL013;2022;30.0
AL014;2012;82.3
AL014;2013;81.1
AL014;2014;79.9
AL014;2015;78.9
AL014;2016;78.0
AL014;2017;77.0
AL014;2018;75.9
AL014;2019;74.6
AL014;2020;53.0
AL014;2021;52.0
AL014;2022;50.9
AL015;2012;62.7
AL015;2013;61.8
AL015;2014;60.9
AL015;2015;60.0
AL015;2016;59.3
AL015;2017;58.5
AL015;2018;57.8
AL015;2019;57.1
AL015;2020;264.4
AL015;2021;260.6
AL015;2022;256.0
AL02;2012;219.6
AL02;2013;222.3
AL02;2014;225.1
AL02;2015;227.0
AL02;2016;229.2
AL02;2017;232.4
AL02;2018;234.8
AL02;2019;236.2
AL02;2020;237.8
AL02;2021;238.6
AL02;2022;238.9
AL021;2012;90.8
AL021;2013;89.6
AL021;2014;88.4
AL021;2015;87.2
AL021;2016;86.2
AL021;2017;84.8
AL021;2018;83.5
AL021;2019;82.2
AL021;2020;82.8
AL021;2021;81.4
AL021;2022;79.8
AL022;2012;477.7
AL022;2013;488.3
AL022;2014;499.2
AL022;2015;507.3
AL022;2016;515.8
AL022;2017;528.2
AL022;2018;538.2
AL022;2019;544.9
AL022;2020;548.9
AL022;2021;554.0
AL022;2022;558.1
AL03;2012;73.3
AL03;2013;72.4
AL03;2014;71.6
AL03;2015;70.7
AL03;2016;69.9
AL03;2017;68.9
AL03;2018;67.9
AL03;2019;67.1
AL03;2020;68.8
AL03;2021;67.9
AL03;2022;66.5
AL031;2012;80.7
AL031;2013;79.1
AL031;2014;77.6
AL031;2015;76.0
AL031;2016;74.2
AL031;2017;72.0
AL031;2018;70.1
AL031;2019;68.6
AL031;2020;68.3
AL031;2021;66.7
AL031;2022;64.8
AL032;2012;169.2
AL032;2013;167.0
AL032;2014;164.7
AL032;2015;162.8
AL032;2016;161.3
AL032;2017;159.5
AL032;2018;157.4
AL032;2019;155.2
AL032;2020;102.1
AL032;2021;100.6
AL032;2022;98.6
AL033;2012;26.0
AL033;2013;25.2
AL033;2014;24.5
AL033;2015;23.9
AL033;2016;23.3
AL033;2017;22.4
AL033;2018;21.6
AL033;2019;21.0
AL033;2020;23.0
AL033;2021;22.3
AL033;2022;21.5
AL034;2012;60.8
AL034;2013;60.1
AL034;2014;59.4
AL034;2015;58.6
AL034;2016;57.8
AL034;2017;56.9
AL034;2018;56.0
AL034;2019;55.3
AL034;2020;115.5
AL034;2021;113.9
AL034;2022;111.8
AL035;2012;69.1
AL035;2013;69.5
AL035;2014;69.6
AL035;2015;69.6
AL035;2016;69.7
AL035;2017;69.9
AL035;2018;70.0
AL035;2019;69.9
AL035;2020;52.9
AL035;2021;52.7
AL035;2022;52.1
AT;1990;93.0
AT;1991;94.0
AT;1992;95.0
AT;1993;95.8
AT;1994;96.2
AT;1995;96.3
AT;1996;96.5
AT;1997;96.6
AT;1998;96.7
AT;1999;96.9
AT;2000;97.2
AT;2001;97.5
AT;2002;98.0
AT;2003;98.5
AT;2004;99.1
AT;2005;99.8
AT;2006;100.3
AT;2007;100.6
AT;2008;100.9
AT;2009;101.2
AT;2010;101.5
AT;2011;101.8
AT;2012;102.3
AT;2013;102.9
AT;2014;103.7
AT;2015;104.9
AT;2016;106.0
AT;2017;106.8
AT;2018;107.1
AT;2019;107.6
AT;2020;107.6
AT;2021;108.1
AT;2022;108.5
AT1;1990;140.1
AT1;1991;141.5
AT1;1992;143.1
AT1;1993;144.3
AT1;1994;144.8
AT1;1995;144.8
AT1;1996;144.9
AT1;1997;145.1
AT1;1998;145.2
AT1;1999;145.5
AT1;2000;146.1
AT1;2001;146.8
AT1;2002;148.0
AT1;2003;149.2
AT1;2004;150.5
AT1;2005;152.0
AT1;2006;153.1
AT1;2007;153.8
AT1;2008;154.7
AT1;2009;155.4
AT1;2010;156.1
AT1;2011;156.9
AT1;2012;158.0
AT1;2013;159.4
AT1;2014;161.0
AT1;2015;163.3
AT1;2016;165.6
AT1;2017;167.0
AT1;2018;167.2
AT1;2019;168.1
AT1;2020;168.1
AT1;2021;168.9
AT1;2022;169.7
AT11;1990;72.6
AT11;1991;73.1
AT11;1992;73.6
AT11;1993;73.9
AT11;1994;74.2
AT11;1995;74.4
AT11;1996;74.4
AT11;1997;74.3
AT11;1998;74.2
AT11;1999;74.1
AT11;2000;74.5
AT11;2001;74.6
AT11;2002;75.1
AT11;2003;75.2
AT11;2004;75.4
AT11;2005;75.7
AT11;2006;76.0
AT11;2007;76.2
AT11;2008;76.8
AT11;2009;77.2
AT11;2010;77.4
AT11;2011;77.7
AT11;2012;78.0
AT11;2013;78.2
AT11;2014;78.5
AT11;2015;79.0
AT11;2016;79.4
AT11;2017;79.7
AT11;2018;77.5
AT11;2019;77.8
AT11;2020;77.8
AT11;2021;78.1
AT11;2022;78.5
AT111;1990;55.4
AT111;1991;55.6
AT111;1992;55.8
AT111;1993;55.8
AT111;1994;55.9
AT111;1995;55.8
AT111;1996;55.6
AT111;1997;55.4
AT111;1998;55.1
AT111;1999;54.9
AT111;2000;54.6
AT111;2001;54.3
AT111;2002;54.2
AT111;2003;54.1
AT111;2004;54.0
AT111;2005;53.8
AT111;2006;53.8
AT111;2007;53.8
AT111;2008;54.0
AT111;2009;54.0
AT111;2010;54.1
AT111;2011;54.1
AT111;2012;54.1
AT111;2013;54.1
AT111;2014;54.1
AT111;2015;54.3
AT111;2016;54.4
AT111;2017;54.3
AT111;2018;54.2
AT111;2019;54.0
AT111;2020;54.0
AT111;2021;53.9
AT111;2022;54.0
AT112;1990;83.7
AT112;1991;84.4
AT112;1992;85.4
AT112;1993;86.0
AT112;1994;86.6
AT112;1995;87.2
AT112;1996;87.5
AT112;1997;87.8
AT112;1998;88.0
AT112;1999;88.1
AT112;2000;89.9
AT112;2001;90.6
AT112;2002;92.2
AT112;2003;92.5
AT112;2004;93.0
AT112;2005;93.8
AT112;2006;94.4
AT112;2007;95.1
AT112;2008;96.3
AT112;2009;97.1
AT112;2010;97.6
AT112;2011;98.3
AT112;2012;99.0
AT112;2013;99.7
AT112;2014;100.3
AT112;2015;101.4
AT112;2016;102.4
AT112;2017;103.1
AT112;2018;96.9
AT112;2019;97.6
AT112;2020;97.6
AT112;2021;98.3
AT112;2022;99.2
AT113;1990;68.8
AT113;1991;69.1
AT113;1992;69.4
AT113;1993;69.4
AT113;1994;69.4
AT113;1995;69.3
AT113;1996;69.0
AT113;1997;68.7
AT113;1998;68.3
AT113;1999;68.0
AT113;2000;67.6
AT113;2001;67.3
AT113;2002;67.2
AT113;2003;67.0
AT113;2004;67.0
AT113;2005;67.1
AT113;2006;67.1
AT113;2007;67.0
AT113;2008;67.2
AT113;2009;67.3
AT113;2010;67.3
AT113;2011;67.4
AT113;2012;67.4
AT113;2013;67.2
AT113;2014;67.1
AT113;2015;67.2
AT113;2016;67.3
AT113;2017;67.2
AT113;2018;66.9
AT113;2019;66.8
AT113;2020;66.8
AT113;2021;66.9
AT113;2022;66.9
AT12;1990;77.3
AT12;1991;78.1
AT12;1992;79.0
AT12;1993;79.7
AT12;1994;80.1
AT12;1995;80.3
AT12;1996;80.5
AT12;1997;80.6
AT12;1998;80.8
AT12;1999;81.0
AT12;2000;81.2
AT12;2001;81.5
AT12;2002;81.7
AT12;2003;82.1
AT12;2004;82.6
AT12;2005;83.2
AT12;2006;83.7
AT12;2007;84.1
AT12;2008;84.5
AT12;2009;84.8
AT12;2010;85.0
AT12;2011;85.2
AT12;2012;85.5
AT12;2013;85.7
AT12;2014;86.2
AT12;2015;87.0
AT12;2016;87.7
AT12;2017;88.2
AT12;2018;88.5
AT12;2019;88.9
AT12;2020;88.9
AT12;2021;89.3
AT12;2022;89.6
AT121;1990;69.3
AT121;1991;70.0
AT121;1992;70.6
AT121;1993;71.1
AT121;1994;71.3
AT121;1995;71.4
AT121;1996;71.4
AT121;1997;71.4
AT121;1998;71.4
AT121;1999;71.5
AT121;2000;71.6
AT121;2001;71.9
AT121;2002;71.9
AT121;2003;71.9
AT121;2004;72.1
AT121;2005;72.5
AT121;2006;72.7
AT121;2007;72.8
AT121;2008;73.0
AT121;2009;73.0
AT121;2010;73.0
AT121;2011;72.9
AT121;2012;73.0
AT121;2013;73.1
AT121;2014;73.3
AT121;2015;73.7
AT121;2016;74.2
AT121;2017;74.4
AT121;2018;74.6
AT121;2019;74.8
AT121;2020;74.8
AT121;2021;75.0
AT121;2022;75.1
AT122;1990;70.3
AT122;1991;71.0
AT122;1992;71.7
AT122;1993;72.2
AT122;1994;72.5
AT122;1995;72.7
AT122;1996;72.8
AT122;1997;72.8
AT122;1998;72.9
AT122;1999;73.0
AT122;2000;73.2
AT122;2001;73.4
AT122;2002;73.6
AT122;2003;73.9
AT122;2004;74.3
AT122;2005;74.7
AT122;2006;75.0
AT122;2007;75.1
AT122;2008;75.1
AT122;2009;75.2
AT122;2010;75.3
AT122;2011;75.4
AT122;2012;75.5
AT122;2013;75.6
AT122;2014;76.0
AT122;2015;76.6
AT122;2016;77.2
AT122;2017;77.4
AT122;2018;77.7
AT122;2019;77.9
AT122;2020;77.9
AT122;2021;78.2
AT122;2022;78.5
AT123;1990;112.2
AT123;1991;113.4
AT123;1992;114.5
AT123;1993;115.4
AT123;1994;115.8
AT123;1995;116.0
AT123;1996;116.1
AT123;1997;116.1
AT123;1998;116.2
AT123;1999;116.4
AT123;2000;116.6
AT123;2001;116.8
AT123;2002;117.2
AT123;2003;117.9
AT123;2004;118.8
AT123;2005;119.9
AT123;2006;120.6
AT123;2007;121.0
AT123;2008;121.3
AT123;2009;121.5
AT123;2010;121.8
AT123;2011;122.0
AT123;2012;122.3
AT123;2013;122.7
AT123;2014;123.4
AT123;2015;124.7
AT123;2016;126.1
AT123;2017;127.0
AT123;2018;127.8
AT123;2019;128.4
AT123;2020;128.4
AT123;2021;129.1
AT123;2022;129.8
AT124;1990;49.1
AT124;1991;49.3
AT124;1992;49.6
AT124;1993;49.8
AT124;1994;49.8
AT124;1995;49.8
AT124;1996;49.6
AT124;1997;49.5
AT124;1998;49.4
AT124;1999;49.3
AT124;2000;49.2
AT124;2001;49.1
AT124;2002;49.0
AT124;2003;48.9
AT124;2004;48.8
AT124;2005;48.8
AT124;2006;48.7
AT124;2007;48.6
AT124;2008;48.5
AT124;2009;48.4
AT124;2010;48.3
AT124;2011;48.2
AT124;2012;48.1
AT124;2013;48.0
AT124;2014;47.9
AT124;2015;48.0
AT124;2016;48.2
AT124;2017;48.1
AT124;2018;47.8
AT124;2019;47.7
AT124;2020;47.7
AT124;2021;47.5
AT124;2022;47.4
AT125;1990;50.9
AT125;1991;51.1
AT125;1992;51.5
AT125;1993;51.8
AT125;1994;51.9
AT125;1995;51.9
AT125;1996;51.8
AT125;1997;51.7
AT125;1998;51.7
AT125;1999;51.7
AT125;2000;51.6
AT125;2001;51.6
AT125;2002;51.6
AT125;2003;51.5
AT125;2004;51.6
AT125;2005;51.7
AT125;2006;51.7
AT125;2007;51.8
AT125;2008;51.8
AT125;2009;51.8
AT125;2010;51.7
AT125;2011;51.7
AT125;2012;51.6
AT125;2013;51.5
AT125;2014;51.6
AT125;2015;51.8
AT125;2016;52.1
AT125;2017;52.3
AT125;2018;52.3
AT125;2019;52.3
AT125;2020;52.3
AT125;2021;52.4
AT125;2022;52.7
AT126;1990;92.7
AT126;1991;94.3
AT126;1992;96.0
AT126;1993;97.4
AT126;1994;98.4
AT126;1995;99.3
AT126;1996;100.1
AT126;1997;100.8
AT126;1998;101.6
AT126;1999;102.4
AT126;2000;103.3
AT126;2001;103.9
AT126;2002;104.6
AT126;2003;105.6
AT126;2004;106.8
AT126;2005;108.3
AT126;2006;109.7
AT126;2007;111.1
AT126;2008;112.5
AT126;2009;113.6
AT126;2010;114.6
AT126;2011;115.4
AT126;2012;116.2
AT126;2013;117.1
AT126;2014;118.3
AT126;2015;119.7
AT126;2016;121.1
AT126;2017;122.4
AT126;2018;123.7
AT126;2019;124.8
AT126;2020;124.8
AT126;2021;125.8
AT126;2022;126.7
AT127;1990;187.0
AT127;1991;189.6
AT127;1992;192.3
AT127;1993;194.4
AT127;1994;195.9
AT127;1995;197.1
AT127;1996;197.9
AT127;1997;198.7
AT127;1998;199.6
AT127;1999;200.6
AT127;2000;201.8
AT127;2001;203.0
AT127;2002;204.3
AT127;2003;206.1
AT127;2004;208.5
AT127;2005;211.0
AT127;2006;213.4
AT127;2007;215.5
AT127;2008;217.2
AT127;2009;218.7
AT127;2010;220.1
AT127;2011;221.4
AT127;2012;223.1
AT127;2013;224.8
AT127;2014;227.0
AT127;2015;230.1
AT127;2016;232.9
AT127;2017;234.7
AT127;2018;236.3
AT127;2019;237.9
AT127;2020;237.9
AT127;2021;239.6
AT127;2022;241.2
AT13;1990;3747.1
AT13;1991;3784.6
AT13;1992;3840.4
AT13;1993;3874.0
AT13;1994;3884.7
AT13;1995;3886.3
AT13;1996;3883.0
AT13;1997;3883.1
AT13;1998;3884.2
AT13;1999;3893.6
AT13;2000;3913.0
AT13;2001;3941.8
AT13;2002;3999.0
AT13;2003;4048.6
AT13;2004;4098.8
AT13;2005;4152.4
AT13;2006;4188.6
AT13;2007;4212.3
AT13;2008;4230.2
AT13;2009;4253.9
AT13;2010;4289.3
AT13;2011;4323.5
AT13;2012;4377.6
AT13;2013;4440.5
AT13;2014;4511.5
AT13;2015;4604.5
AT13;2016;4693.4
AT13;2017;4754.9
AT13;2018;4780.6
AT13;2019;4808.9
AT13;2020;4808.9
AT13;2021;4838.6
AT13;2022;4864.3
AT130;1990;3747.1
AT130;1991;3784.6
AT130;1992;3840.4
AT130;1993;3874.0
AT130;1994;3884.7
AT130;1995;3886.3
AT130;1996;3883.0
AT130;1997;3883.1
AT130;1998;3884.2
AT130;1999;3893.6
AT130;2000;3913.0
AT130;2001;3941.8
AT130;2002;3999.0
AT130;2003;4048.6
AT130;2004;4098.8
AT130;2005;4152.4
AT130;2006;4188.6
AT130;2007;4212.3
AT130;2008;4230.2
AT130;2009;4253.9
AT130;2010;4289.3
AT130;2011;4323.5
AT130;2012;4377.6
AT130;2013;4440.5
AT130;2014;4511.5
AT130;2015;4604.5
AT130;2016;4693.4
AT130;2017;4754.9
AT130;2018;4780.6
AT130;2019;4808.9
AT130;2020;4808.9
AT130;2021;4838.6
AT130;2022;4864.3
AT2;1990;67.0
AT2;1991;67.3
AT2;1992;67.8
AT2;1993;68.1
AT2;1994;68.2
AT2;1995;68.2
AT2;1996;68.2
AT2;1997;68.1
AT2;1998;68.1
AT2;1999;68.1
AT2;2000;68.1
AT2;2001;68.2
AT2;2002;68.3
AT2;2003;68.3
AT2;2004;68.4
AT2;2005;68.6
AT2;2006;68.8
AT2;2007;68.8
AT2;2008;68.8
AT2;2009;68.8
AT2;2010;68.8
AT2;2011;68.9
AT2;2012;68.9
AT2;2013;69.1
AT2;2014;69.3
AT2;2015;69.7
AT2;2016;70.1
AT2;2017;70.3
AT2;2018;70.4
AT2;2019;70.5
AT2;2020;70.5
AT2;2021;70.6
AT2;2022;70.8
AT21;1990;58.3
AT21;1991;58.7
AT21;1992;59.3
AT21;1993;59.7
AT21;1994;59.8
AT21;1995;59.9
AT21;1996;60.0
AT21;1997;59.9
AT21;1998;59.9
AT21;1999;59.9
AT21;2000;59.9
AT21;2001;59.8
AT21;2002;59.7
AT21;2003;59.6
AT21;2004;59.6
AT21;2005;59.7
AT21;2006;59.7
AT21;2007;59.8
AT21;2008;59.7
AT21;2009;59.7
AT21;2010;59.5
AT21;2011;59.4
AT21;2012;59.4
AT21;2013;59.4
AT21;2014;59.5
AT21;2015;59.7
AT21;2016;59.9
AT21;2017;59.9
AT21;2018;59.9
AT21;2019;59.9
AT21;2020;59.9
AT21;2021;60.0
AT21;2022;60.1
AT211;1990;132.1
AT211;1991;133.2
AT211;1992;134.6
AT211;1993;135.7
AT211;1994;136.2
AT211;1995;136.6
AT211;1996;136.9
AT211;1997;137.0
AT211;1998;137.1
AT211;1999;137.3
AT211;2000;137.7
AT211;2001;137.9
AT211;2002;137.7
AT211;2003;137.7
AT211;2004;138.1
AT211;2005;138.7
AT211;2006;139.3
AT211;2007;139.9
AT211;2008;140.4
AT211;2009;140.7
AT211;2010;140.9
AT211;2011;141.2
AT211;2012;141.7
AT211;2013;142.3
AT211;2014;143.2
AT211;2015;144.4
AT211;2016;145.4
AT211;2017;146.1
AT211;2018;146.6
AT211;2019;147.2
AT211;2020;147.2
AT211;2021;147.9
AT211;2022;149.0
AT212;1990;31.8
AT212;1991;32.0
AT212;1992;32.3
AT212;1993;32.5
AT212;1994;32.6
AT212;1995;32.6
AT212;1996;32.6
AT212;1997;32.6
AT212;1998;32.5
AT212;1999;32.5
AT212;2000;32.5
AT212;2001;32.4
AT212;2002;32.3
AT212;2003;32.2
AT212;2004;32.2
AT212;2005;32.1
AT212;2006;32.0
AT212;2007;31.9
AT212;2008;31.8
AT212;2009;31.7
AT212;2010;31.5
AT212;2011;31.3
AT212;2012;31.1
AT212;2013;31.0
AT212;2014;30.9
AT212;2015;30.9
AT212;2016;30.8
AT212;2017;30.7
AT212;2018;30.6
AT212;2019;30.5
AT212;2020;30.5
AT212;2021;30.4
AT212;2022;30.4
AT213;1990;47.5
AT213;1991;47.7
AT213;1992;48.0
AT213;1993;48.3
AT213;1994;48.3
AT213;1995;48.3
AT213;1996;48.2
AT213;1997;48.1
AT213;1998;48.0
AT213;1999;47.9
AT213;2000;47.8
AT213;2001;47.6
AT213;2002;47.4
AT213;2003;47.2
AT213;2004;47.1
AT213;2005;47.0
AT213;2006;46.9
AT213;2007;46.7
AT213;2008;46.4
AT213;2009;46.2
AT213;2010;46.0
AT213;2011;45.7
AT213;2012;45.5
AT213;2013;45.3
AT213;2014;45.2
AT213;2015;45.2
AT213;2016;45.2
AT213;2017;45.0
AT213;2018;44.7
AT213;2019;44.6
AT213;2020;44.6
AT213;2021;44.4
AT213;2022;44.3
AT22;1990;72.0
AT22;1991;72.2
AT22;1992;72.7
AT22;1993;72.9
AT22;1994;73.0
AT22;1995;73.0
AT22;1996;72.9
AT22;1997;72.9
AT22;1998;72.8
AT22;1999;72.8
AT22;2000;72.8
AT22;2001;73.0
AT22;2002;73.2
AT22;2003;73.3
AT22;2004;73.5
AT22;2005;73.8
AT22;2006;74.0
AT22;2007;74.1
AT22;2008;74.1
AT22;2009;74.1
AT22;2010;74.2
AT22;2011;74.3
AT22;2012;74.4
AT22;2013;74.6
AT22;2014;75.0
AT22;2015;75.5
AT22;2016;76.0
AT22;2017;76.2
AT22;2018;76.4
AT22;2019;76.6
AT22;2020;76.6
AT22;2021;76.7
AT22;2022;76.9
AT221;1990;288.4
AT221;1991;289.8
AT221;1992;291.6
AT221;1993;292.9
AT221;1994;293.2
AT221;1995;293.3
AT221;1996;293.3
AT221;1997;293.3
AT221;1998;293.3
AT221;1999;293.3
AT221;2000;293.5
AT221;2001;296.2
AT221;2002;301.2
AT221;2003;304.2
AT221;2004;307.9
AT221;2005;312.2
AT221;2006;315.9
AT221;2007;319.0
AT221;2008;321.6
AT221;2009;324.4
AT221;2010;327.6
AT221;2011;331.0
AT221;2012;334.8
AT221;2013;339.0
AT221;2014;343.6
AT221;2015;349.1
AT221;2016;354.7
AT221;2017;358.9
AT221;2018;367.6
AT221;2019;370.9
AT221;2020;370.9
AT221;2021;373.4
AT221;2022;375.8
AT222;1990;24.8
AT222;1991;24.9
AT222;1992;25.1
AT222;1993;25.2
AT222;1994;25.2
AT222;1995;25.2
AT222;1996;25.3
AT222;1997;25.3
AT222;1998;25.3
AT222;1999;25.3
AT222;2000;25.4
AT222;2001;25.3
AT222;2002;25.2
AT222;2003;25.1
AT222;2004;25.1
AT222;2005;25.1
AT222;2006;25.0
AT222;2007;25.0
AT222;2008;24.9
AT222;2009;24.8
AT222;2010;24.7
AT222;2011;24.6
AT222;2012;24.5
AT222;2013;24.4
AT222;2014;24.5
AT222;2015;24.7
AT222;2016;24.7
AT222;2017;24.8
AT222;2018;24.3
AT222;2019;24.3
AT222;2020;24.3
AT222;2021;24.2
AT222;2022;24.2
AT223;1990;57.1
AT223;1991;56.9
AT223;1992;56.9
AT223;1993;56.8
AT223;1994;56.6
AT223;1995;56.2
AT223;1996;55.9
AT223;1997;55.6
AT223;1998;55.2
AT223;1999;54.9
AT223;2000;54.6
AT223;2001;54.3
AT223;2002;53.9
AT223;2003;53.6
AT223;2004;53.3
AT223;2005;53.1
AT223;2006;52.8
AT223;2007;52.4
AT223;2008;52.1
AT223;2009;51.8
AT223;2010;51.4
AT223;2011;51.0
AT223;2012;50.7
AT223;2013;50.4
AT223;2014;50.2
AT223;2015;50.1
AT223;2016;49.9
AT223;2017;49.6
AT223;2018;50.0
AT223;2019;49.8
AT223;2020;49.8
AT223;2021;49.5
AT223;2022;49.3
AT224;1990;78.0
AT224;1991;78.4
AT224;1992;79.0
AT224;1993;79.5
AT224;1994;79.7
AT224;1995;79.9
AT224;1996;80.0
AT224;1997;80.1
AT224;1998;80.2
AT224;1999;80.4
AT224;2000;80.5
AT224;2001;80.6
AT224;2002;80.6
AT224;2003;80.6
AT224;2004;80.7
AT224;2005;80.8
AT224;2006;80.8
AT224;2007;80.7
AT224;2008;80.4
AT224;2009;80.3
AT224;2010;80.2
AT224;2011;80.1
AT224;2012;80.1
AT224;2013;80.0
AT224;2014;79.8
AT224;2015;79.7
AT224;2016;79.9
AT224;2017;80.0
AT224;2018;80.9
AT224;2019;81.0
AT224;2020;81.0
AT224;2021;80.8
AT224;2022;80.6
AT225;1990;83.9
AT225;1991;84.3
AT225;1992;84.9
AT225;1993;85.4
AT225;1994;85.6
AT225;1995;85.8
AT225;1996;85.9
AT225;1997;86.1
AT225;1998;86.2
AT225;1999;86.3
AT225;2000;86.5
AT225;2001;86.5
AT225;2002;86.5
AT225;2003;86.6
AT225;2004;86.7
AT225;2005;86.8
AT225;2006;86.8
AT225;2007;86.8
AT225;2008;86.6
AT225;2009;86.6
AT225;2010;86.5
AT225;2011;86.4
AT225;2012;86.4
AT225;2013;86.4
AT225;2014;87.0
AT225;2015;87.9
AT225;2016;88.3
AT225;2017;88.3
AT225;2018;86.8
AT225;2019;87.0
AT225;2020;87.0
AT225;2021;87.6
AT225;2022;88.4
AT226;1990;36.5
AT226;1991;36.5
AT226;1992;36.6
AT226;1993;36.7
AT226;1994;36.6
AT226;1995;36.5
AT226;1996;36.4
AT226;1997;36.3
AT226;1998;36.2
AT226;1999;36.1
AT226;2000;36.0
AT226;2001;35.9
AT226;2002;35.7
AT226;2003;35.5
AT226;2004;35.3
AT226;2005;35.2
AT226;2006;35.0
AT226;2007;34.8
AT226;2008;34.6
AT226;2009;34.3
AT226;2010;34.1
AT226;2011;33.9
AT226;2012;33.7
AT226;2013;33.6
AT226;2014;33.4
AT226;2015;33.4
AT226;2016;33.3
AT226;2017;33.1
AT226;2018;32.9
AT226;2019;32.7
AT226;2020;32.7
AT226;2021;32.6
AT226;2022;32.4
AT3;1990;80.6
AT3;1991;81.7
AT3;1992;82.9
AT3;1993;83.8
AT3;1994;84.3
AT3;1995;84.6
AT3;1996;84.8
AT3;1997;85.1
AT3;1998;85.3
AT3;1999;85.5
AT3;2000;85.8
AT3;2001;86.2
AT3;2002;86.5
AT3;2003;86.9
AT3;2004;87.4
AT3;2005;87.9
AT3;2006;88.3
AT3;2007;88.5
AT3;2008;88.7
AT3;2009;88.9
AT3;2010;89.1
AT3;2011;89.3
AT3;2012;89.7
AT3;2013;90.1
AT3;2014;90.8
AT3;2015;91.8
AT3;2016;92.7
AT3;2017;93.4
AT3;2018;94.0
AT3;2019;94.5
AT3;2020;94.5
AT3;2021;94.9
AT3;2022;95.4
AT31;1990;111.2
AT31;1991;112.6
AT31;1992;114.1
AT31;1993;115.2
AT31;1994;115.8
AT31;1995;116.1
AT31;1996;116.2
AT31;1997;116.3
AT31;1998;116.5
AT31;1999;116.7
AT31;2000;117.0
AT31;2001;117.3
AT31;2002;117.7
AT31;2003;118.1
AT31;2004;118.7
AT31;2005;119.2
AT31;2006;119.6
AT31;2007;119.8
AT31;2008;120.1
AT31;2009;120.2
AT31;2010;120.3
AT31;2011;120.5
AT31;2012;120.9
AT31;2013;121.4
AT31;2014;122.2
AT31;2015;123.4
AT31;2016;124.6
AT31;2017;125.4
AT31;2018;126.1
AT31;2019;126.8
AT31;2020;126.8
AT31;2021;127.4
AT31;2022;128.1
AT311;1990;92.5
AT311;1991;93.6
AT311;1992;94.8
AT311;1993;95.8
AT311;1994;96.3
AT311;1995;96.5
AT311;1996;96.7
AT311;1997;96.8
AT311;1998;96.9
AT311;1999;97.1
AT311;2000;97.4
AT311;2001;97.6
AT311;2002;97.8
AT311;2003;97.9
AT311;2004;98.2
AT311;2005;98.5
AT311;2006;98.6
AT311;2007;98.6
AT311;2008;98.9
AT311;2009;98.9
AT311;2010;98.9
AT311;2011;99.0
AT311;2012;99.2
AT311;2013;99.4
AT311;2014;99.9
AT311;2015;100.8
AT311;2016;101.7
AT311;2017;102.5
AT311;2018;103.1
AT311;2019;103.7
AT311;2020;103.7
AT311;2021;104.3
AT311;2022;104.9
AT312;1990;296.2
AT312;1991;300.1
AT312;1992;303.5
AT312;1993;306.1
AT312;1994;307.1
AT312;1995;307.3
AT312;1996;307.2
AT312;1997;307.1
AT312;1998;306.9
AT312;1999;307.0
AT312;2000;307.4
AT312;2001;307.8
AT312;2002;309.4
AT312;2003;311.6
AT312;2004;313.9
AT312;2005;316.1
AT312;2006;318.0
AT312;2007;319.3
AT312;2008;320.5
AT312;2009;321.5
AT312;2010;322.4
AT312;2011;323.6
AT312;2012;325.7
AT312;2013;328.2
AT312;2014;331.6
AT312;2015;336.1
AT312;2016;340.2
AT312;2017;343.5
AT312;2018;346.7
AT312;2019;349.2
AT312;2020;349.2
AT312;2021;351.1
AT312;2022;352.9
AT313;1990;71.2
AT313;1991;72.1
AT313;1992;73.2
AT313;1993;74.1
AT313;1994;74.6
AT313;1995;75.0
AT313;1996;75.2
AT313;1997;75.4
AT313;1998;75.7
AT313;1999;76.0
AT313;2000;76.3
AT313;2001;76.7
AT313;2002;76.9
AT313;2003;77.0
AT313;2004;77.2
AT313;2005;77.4
AT313;2006;77.5
AT313;2007;77.5
AT313;2008;77.6
AT313;2009;77.6
AT313;2010;77.6
AT313;2011;77.6
AT313;2012;77.6
AT313;2013;77.7
AT313;2014;77.9
AT313;2015;78.4
