edu_level;age;nuts3;year;prop;;
Vocational_edu;Y25-34;FI20;2021;;;
Vocational_edu;Y25-34;FI20;2022;;;
Vocational_edu;Y25-34;FR;2014;31.1;;
Vocational_edu;Y25-34;FR;2015;31.4;;
Vocational_edu;Y25-34;FR;2016;32.5;;
Vocational_edu;Y25-34;FR;2017;32.0;;
Vocational_edu;Y25-34;FR;2018;30.6;;
Vocational_edu;Y25-34;FR;2019;30.6;;
Vocational_edu;Y25-34;FR;2020;30.0;;
Vocational_edu;Y25-34;FR;2021;29.2;;
Vocational_edu;Y25-34;FR;2022;29.7;;
Vocational_edu;Y25-34;FR1;2014;21.4;;
Vocational_edu;Y25-34;FR1;2015;19.9;;
Vocational_edu;Y25-34;FR1;2016;19.9;;
Vocational_edu;Y25-34;FR1;2017;18.6;;
Vocational_edu;Y25-34;FR1;2018;18.5;;
Vocational_edu;Y25-34;FR1;2019;17.5;;
Vocational_edu;Y25-34;FR1;2020;16.4;;
Vocational_edu;Y25-34;FR1;2021;16.3;;
Vocational_edu;Y25-34;FR1;2022;16.1;;
Vocational_edu;Y25-34;FR10;2014;21.4;;
Vocational_edu;Y25-34;FR10;2015;19.9;;
Vocational_edu;Y25-34;FR10;2016;19.9;;
Vocational_edu;Y25-34;FR10;2017;18.6;;
Vocational_edu;Y25-34;FR10;2018;18.5;;
Vocational_edu;Y25-34;FR10;2019;17.5;;
Vocational_edu;Y25-34;FR10;2020;16.4;;
Vocational_edu;Y25-34;FR10;2021;16.3;;
Vocational_edu;Y25-34;FR10;2022;16.1;;
Vocational_edu;Y25-34;FRB;2014;33.9;;
Vocational_edu;Y25-34;FRB;2015;30.8;;
Vocational_edu;Y25-34;FRB;2016;41.8;;
Vocational_edu;Y25-34;FRB;2017;39.1;;
Vocational_edu;Y25-34;FRB;2018;36.8;;
Vocational_edu;Y25-34;FRB;2019;40.1;;
Vocational_edu;Y25-34;FRB;2020;40.9;;
Vocational_edu;Y25-34;FRB;2021;40.6;;
Vocational_edu;Y25-34;FRB;2022;37.3;;
Vocational_edu;Y25-34;FRB0;2014;33.9;;
Vocational_edu;Y25-34;FRB0;2015;30.8;;
Vocational_edu;Y25-34;FRB0;2016;41.8;;
Vocational_edu;Y25-34;FRB0;2017;39.1;;
Vocational_edu;Y25-34;FRB0;2018;36.8;;
Vocational_edu;Y25-34;FRB0;2019;40.1;;
Vocational_edu;Y25-34;FRB0;2020;40.9;;
Vocational_edu;Y25-34;FRB0;2021;40.6;;
Vocational_edu;Y25-34;FRB0;2022;37.3;;
Vocational_edu;Y25-34;FRC;2014;39.3;;
Vocational_edu;Y25-34;FRC;2015;43.7;;
Vocational_edu;Y25-34;FRC;2016;40.9;;
Vocational_edu;Y25-34;FRC;2017;42.3;;
Vocational_edu;Y25-34;FRC;2018;42.8;;
Vocational_edu;Y25-34;FRC;2019;39.5;;
Vocational_edu;Y25-34;FRC;2020;37.7;;
Vocational_edu;Y25-34;FRC;2021;37.9;;
Vocational_edu;Y25-34;FRC;2022;37.7;;
Vocational_edu;Y25-34;FRC1;2014;39.3;;
Vocational_edu;Y25-34;FRC1;2015;47.4;;
Vocational_edu;Y25-34;FRC1;2016;43.0;;
Vocational_edu;Y25-34;FRC1;2017;42.2;;
Vocational_edu;Y25-34;FRC1;2018;45.3;;
Vocational_edu;Y25-34;FRC1;2019;37.5;;
Vocational_edu;Y25-34;FRC1;2020;37.3;;
Vocational_edu;Y25-34;FRC1;2021;34.7;;
Vocational_edu;Y25-34;FRC1;2022;35.8;;
Vocational_edu;Y25-34;FRC2;2014;39.3;;
Vocational_edu;Y25-34;FRC2;2015;39.5;;
Vocational_edu;Y25-34;FRC2;2016;38.3;;
Vocational_edu;Y25-34;FRC2;2017;42.5;;
Vocational_edu;Y25-34;FRC2;2018;39.5;;
Vocational_edu;Y25-34;FRC2;2019;42.8;;
Vocational_edu;Y25-34;FRC2;2020;38.3;;
Vocational_edu;Y25-34;FRC2;2021;42.8;;
Vocational_edu;Y25-34;FRC2;2022;40.5;;
Vocational_edu;Y25-34;FRD;2014;42.5;;
Vocational_edu;Y25-34;FRD;2015;40.1;;
Vocational_edu;Y25-34;FRD;2016;43.5;;
Vocational_edu;Y25-34;FRD;2017;40.8;;
Vocational_edu;Y25-34;FRD;2018;40.3;;
Vocational_edu;Y25-34;FRD;2019;43.9;;
Vocational_edu;Y25-34;FRD;2020;37.0;;
Vocational_edu;Y25-34;FRD;2021;40.1;;
Vocational_edu;Y25-34;FRD;2022;39.7;;
Vocational_edu;Y25-34;FRD1;2014;45.6;;
Vocational_edu;Y25-34;FRD1;2015;43.5;;
Vocational_edu;Y25-34;FRD1;2016;45.8;;
Vocational_edu;Y25-34;FRD1;2017;47.4;;
Vocational_edu;Y25-34;FRD1;2018;43.6;;
Vocational_edu;Y25-34;FRD1;2019;48.4;;
Vocational_edu;Y25-34;FRD1;2020;38.9;;
Vocational_edu;Y25-34;FRD1;2021;41.9;;
Vocational_edu;Y25-34;FRD1;2022;40.3;;
Vocational_edu;Y25-34;FRD2;2014;40.1;;
Vocational_edu;Y25-34;FRD2;2015;37.9;;
Vocational_edu;Y25-34;FRD2;2016;42.1;;
Vocational_edu;Y25-34;FRD2;2017;36.3;;
Vocational_edu;Y25-34;FRD2;2018;37.9;;
Vocational_edu;Y25-34;FRD2;2019;41.0;;
Vocational_edu;Y25-34;FRD2;2020;35.5;;
Vocational_edu;Y25-34;FRD2;2021;38.9;;
Vocational_edu;Y25-34;FRD2;2022;39.1;;
Vocational_edu;Y25-34;FRE;2014;32.4;;
Vocational_edu;Y25-34;FRE;2015;36.0;;
Vocational_edu;Y25-34;FRE;2016;37.9;;
Vocational_edu;Y25-34;FRE;2017;36.3;;
Vocational_edu;Y25-34;FRE;2018;33.0;;
Vocational_edu;Y25-34;FRE;2019;33.8;;
Vocational_edu;Y25-34;FRE;2020;35.2;;
Vocational_edu;Y25-34;FRE;2021;33.6;;
Vocational_edu;Y25-34;FRE;2022;36.5;;
Vocational_edu;Y25-34;FRE1;2014;30.9;;
Vocational_edu;Y25-34;FRE1;2015;35.4;;
Vocational_edu;Y25-34;FRE1;2016;38.4;;
Vocational_edu;Y25-34;FRE1;2017;36.1;;
Vocational_edu;Y25-34;FRE1;2018;31.9;;
Vocational_edu;Y25-34;FRE1;2019;32.5;;
Vocational_edu;Y25-34;FRE1;2020;37.4;;
Vocational_edu;Y25-34;FRE1;2021;33.1;;
Vocational_edu;Y25-34;FRE1;2022;37.3;;
Vocational_edu;Y25-34;FRE2;2014;36.2;;
Vocational_edu;Y25-34;FRE2;2015;37.4;;
Vocational_edu;Y25-34;FRE2;2016;36.5;;
Vocational_edu;Y25-34;FRE2;2017;36.7;;
Vocational_edu;Y25-34;FRE2;2018;35.7;;
Vocational_edu;Y25-34;FRE2;2019;36.8;;
Vocational_edu;Y25-34;FRE2;2020;30.3;;
Vocational_edu;Y25-34;FRE2;2021;34.6;;
Vocational_edu;Y25-34;FRE2;2022;34.4;;
Vocational_edu;Y25-34;FRF;2014;38.3;;
Vocational_edu;Y25-34;FRF;2015;36.9;;
Vocational_edu;Y25-34;FRF;2016;35.3;;
Vocational_edu;Y25-34;FRF;2017;37.3;;
Vocational_edu;Y25-34;FRF;2018;37.8;;
Vocational_edu;Y25-34;FRF;2019;34.8;;
Vocational_edu;Y25-34;FRF;2020;32.8;;
Vocational_edu;Y25-34;FRF;2021;33.2;;
Vocational_edu;Y25-34;FRF;2022;36.5;;
Vocational_edu;Y25-34;1,00 FRF;2014;36.4;;
Vocational_edu;Y25-34;1,00 FRF;2015;33.1;;
Vocational_edu;Y25-34;1,00 FRF;2016;34.8;;
Vocational_edu;Y25-34;1,00 FRF;2017;37.2;;
Vocational_edu;Y25-34;1,00 FRF;2018;35.1;;
Vocational_edu;Y25-34;1,00 FRF;2019;31.0;;
Vocational_edu;Y25-34;1,00 FRF;2020;31.3;;
Vocational_edu;Y25-34;1,00 FRF;2021;30.6;;
Vocational_edu;Y25-34;1,00 FRF;2022;28.8;;
Vocational_edu;Y25-34;2,00 FRF;2014;42.8;;
Vocational_edu;Y25-34;2,00 FRF;2015;43.6;;
Vocational_edu;Y25-34;2,00 FRF;2016;37.2;;
Vocational_edu;Y25-34;2,00 FRF;2017;35.9;;
Vocational_edu;Y25-34;2,00 FRF;2018;40.0;;
Vocational_edu;Y25-34;2,00 FRF;2019;44.6;;
Vocational_edu;Y25-34;2,00 FRF;2020;38.0;;
Vocational_edu;Y25-34;2,00 FRF;2021;30.8;;
Vocational_edu;Y25-34;2,00 FRF;2022;39.6;;
Vocational_edu;Y25-34;3,00 FRF;2014;37.6;;
Vocational_edu;Y25-34;3,00 FRF;2015;35.7;;
Vocational_edu;Y25-34;3,00 FRF;2016;34.5;;
Vocational_edu;Y25-34;3,00 FRF;2017;38.2;;
Vocational_edu;Y25-34;3,00 FRF;2018;39.1;;
Vocational_edu;Y25-34;3,00 FRF;2019;32.6;;
Vocational_edu;Y25-34;3,00 FRF;2020;31.5;;
Vocational_edu;Y25-34;3,00 FRF;2021;36.5;;
Vocational_edu;Y25-34;3,00 FRF;2022;40.9;;
Vocational_edu;Y25-34;FRG;2014;38.6;;
Vocational_edu;Y25-34;FRG;2015;34.2;;
Vocational_edu;Y25-34;FRG;2016;35.5;;
Vocational_edu;Y25-34;FRG;2017;36.0;;
Vocational_edu;Y25-34;FRG;2018;34.6;;
Vocational_edu;Y25-34;FRG;2019;36.8;;
Vocational_edu;Y25-34;FRG;2020;39.7;;
Vocational_edu;Y25-34;FRG;2021;33.8;;
Vocational_edu;Y25-34;FRG;2022;33.3;;
Vocational_edu;Y25-34;FRG0;2014;38.6;;
Vocational_edu;Y25-34;FRG0;2015;34.2;;
Vocational_edu;Y25-34;FRG0;2016;35.5;;
Vocational_edu;Y25-34;FRG0;2017;36.0;;
Vocational_edu;Y25-34;FRG0;2018;34.6;;
Vocational_edu;Y25-34;FRG0;2019;36.8;;
Vocational_edu;Y25-34;FRG0;2020;39.7;;
Vocational_edu;Y25-34;FRG0;2021;33.8;;
Vocational_edu;Y25-34;FRG0;2022;33.3;;
Vocational_edu;Y25-34;FRH;2014;34.4;;
Vocational_edu;Y25-34;FRH;2015;41.5;;
Vocational_edu;Y25-34;FRH;2016;40.7;;
Vocational_edu;Y25-34;FRH;2017;40.7;;
Vocational_edu;Y25-34;FRH;2018;34.7;;
Vocational_edu;Y25-34;FRH;2019;36.9;;
Vocational_edu;Y25-34;FRH;2020;40.8;;
Vocational_edu;Y25-34;FRH;2021;36.7;;
Vocational_edu;Y25-34;FRH;2022;34.8;;
Vocational_edu;Y25-34;FRH0;2014;34.4;;
Vocational_edu;Y25-34;FRH0;2015;41.5;;
Vocational_edu;Y25-34;FRH0;2016;40.7;;
Vocational_edu;Y25-34;FRH0;2017;40.7;;
Vocational_edu;Y25-34;FRH0;2018;34.7;;
Vocational_edu;Y25-34;FRH0;2019;36.9;;
Vocational_edu;Y25-34;FRH0;2020;40.8;;
Vocational_edu;Y25-34;FRH0;2021;36.7;;
Vocational_edu;Y25-34;FRH0;2022;34.8;;
Vocational_edu;Y25-34;FRI;2014;37.5;;
Vocational_edu;Y25-34;FRI;2015;35.3;;
Vocational_edu;Y25-34;FRI;2016;37.2;;
Vocational_edu;Y25-34;FRI;2017;35.8;;
Vocational_edu;Y25-34;FRI;2018;36.1;;
Vocational_edu;Y25-34;FRI;2019;37.5;;
Vocational_edu;Y25-34;FRI;2020;35.7;;
Vocational_edu;Y25-34;FRI;2021;33.5;;
Vocational_edu;Y25-34;FRI;2022;33.5;;
Vocational_edu;Y25-34;FRI1;2014;36.4;;
Vocational_edu;Y25-34;FRI1;2015;32.2;;
Vocational_edu;Y25-34;FRI1;2016;38.9;;
Vocational_edu;Y25-34;FRI1;2017;35.0;;
Vocational_edu;Y25-34;FRI1;2018;33.7;;
Vocational_edu;Y25-34;FRI1;2019;35.9;;
Vocational_edu;Y25-34;FRI1;2020;33.6;;
Vocational_edu;Y25-34;FRI1;2021;32.7;;
Vocational_edu;Y25-34;FRI1;2022;32.4;;
Vocational_edu;Y25-34;FRI2;2014;35.4;;
Vocational_edu;Y25-34;FRI2;2015;32.6;;
Vocational_edu;Y25-34;FRI2;2016;31.7;;
Vocational_edu;Y25-34;FRI2;2017;38.9;;
Vocational_edu;Y25-34;FRI2;2018;38.7;;
Vocational_edu;Y25-34;FRI2;2019;34.8;;
Vocational_edu;Y25-34;FRI2;2020;39.3;;
Vocational_edu;Y25-34;FRI2;2021;34.0;;
Vocational_edu;Y25-34;FRI2;2022;38.6;;
Vocational_edu;Y25-34;FRI3;2014;40.2;;
Vocational_edu;Y25-34;FRI3;2015;41.9;;
Vocational_edu;Y25-34;FRI3;2016;36.4;;
Vocational_edu;Y25-34;FRI3;2017;36.2;;
Vocational_edu;Y25-34;FRI3;2018;39.3;;
Vocational_edu;Y25-34;FRI3;2019;41.2;;
Vocational_edu;Y25-34;FRI3;2020;38.5;;
Vocational_edu;Y25-34;FRI3;2021;35.0;;
Vocational_edu;Y25-34;FRI3;2022;34.2;;
Vocational_edu;Y25-34;FRJ;2014;25.8;;
Vocational_edu;Y25-34;FRJ;2015;30.4;;
Vocational_edu;Y25-34;FRJ;2016;30.8;;
Vocational_edu;Y25-34;FRJ;2017;30.6;;
Vocational_edu;Y25-34;FRJ;2018;27.4;;
Vocational_edu;Y25-34;FRJ;2019;28.6;;
Vocational_edu;Y25-34;FRJ;2020;28.4;;
Vocational_edu;Y25-34;FRJ;2021;28.9;;
Vocational_edu;Y25-34;FRJ;2022;32.1;;
Vocational_edu;Y25-34;FRJ1;2014;36.5;;
Vocational_edu;Y25-34;FRJ1;2015;34.0;;
Vocational_edu;Y25-34;FRJ1;2016;34.8;;
Vocational_edu;Y25-34;FRJ1;2017;33.2;;
Vocational_edu;Y25-34;FRJ1;2018;31.2;;
Vocational_edu;Y25-34;FRJ1;2019;31.2;;
Vocational_edu;Y25-34;FRJ1;2020;28.3;;
Vocational_edu;Y25-34;FRJ1;2021;28.8;;
Vocational_edu;Y25-34;FRJ1;2022;29.9;;
Vocational_edu;Y25-34;FRJ2;2014;18.2;;
Vocational_edu;Y25-34;FRJ2;2015;27.5;;
Vocational_edu;Y25-34;FRJ2;2016;27.5;;
Vocational_edu;Y25-34;FRJ2;2017;28.6;;
Vocational_edu;Y25-34;FRJ2;2018;24.6;;
Vocational_edu;Y25-34;FRJ2;2019;26.9;;
Vocational_edu;Y25-34;FRJ2;2020;28.5;;
Vocational_edu;Y25-34;FRJ2;2021;29.0;;
Vocational_edu;Y25-34;FRJ2;2022;33.8;;
Vocational_edu;Y25-34;FRK;2014;29.9;;
Vocational_edu;Y25-34;FRK;2015;30.6;;
Vocational_edu;Y25-34;FRK;2016;34.0;;
Vocational_edu;Y25-34;FRK;2017;34.5;;
Vocational_edu;Y25-34;FRK;2018;32.2;;
Vocational_edu;Y25-34;FRK;2019;30.1;;
Vocational_edu;Y25-34;FRK;2020;30.2;;
Vocational_edu;Y25-34;FRK;2021;28.1;;
Vocational_edu;Y25-34;FRK;2022;28.7;;
Vocational_edu;Y25-34;FRK1;2014;31.1;;
Vocational_edu;Y25-34;FRK1;2015;32.6;;
Vocational_edu;Y25-34;FRK1;2016;32.0;;
Vocational_edu;Y25-34;FRK1;2017;37.7;;
Vocational_edu;Y25-34;FRK1;2018;42.4;;
Vocational_edu;Y25-34;FRK1;2019;40.9;;
Vocational_edu;Y25-34;FRK1;2020;35.9;;
Vocational_edu;Y25-34;FRK1;2021;32.9;;
Vocational_edu;Y25-34;FRK1;2022;40.7;;
Vocational_edu;Y25-34;FRK2;2014;29.7;;
Vocational_edu;Y25-34;FRK2;2015;30.3;;
Vocational_edu;Y25-34;FRK2;2016;34.4;;
Vocational_edu;Y25-34;FRK2;2017;33.9;;
Vocational_edu;Y25-34;FRK2;2018;30.4;;
Vocational_edu;Y25-34;FRK2;2019;28.4;;
Vocational_edu;Y25-34;FRK2;2020;29.4;;
Vocational_edu;Y25-34;FRK2;2021;27.4;;
Vocational_edu;Y25-34;FRK2;2022;26.7;;
Vocational_edu;Y25-34;FRL;2014;31.6;;
Vocational_edu;Y25-34;FRL;2015;30.4;;
Vocational_edu;Y25-34;FRL;2016;31.0;;
Vocational_edu;Y25-34;FRL;2017;31.7;;
Vocational_edu;Y25-34;FRL;2018;30.7;;
Vocational_edu;Y25-34;FRL;2019;31.6;;
Vocational_edu;Y25-34;FRL;2020;30.3;;
Vocational_edu;Y25-34;FRL;2021;32.2;;
Vocational_edu;Y25-34;FRL;2022;30.7;;
Vocational_edu;Y25-34;FRL0;2014;31.6;;
Vocational_edu;Y25-34;FRL0;2015;30.4;;
Vocational_edu;Y25-34;FRL0;2016;31.0;;
Vocational_edu;Y25-34;FRL0;2017;31.7;;
Vocational_edu;Y25-34;FRL0;2018;30.7;;
Vocational_edu;Y25-34;FRL0;2019;31.6;;
Vocational_edu;Y25-34;FRL0;2020;30.3;;
Vocational_edu;Y25-34;FRL0;2021;32.2;;
Vocational_edu;Y25-34;FRL0;2022;30.7;;
Vocational_edu;Y25-34;FRM;2014;48.9;;
Vocational_edu;Y25-34;FRM;2015;48.4;;
Vocational_edu;Y25-34;FRM;2016;34.0;;
Vocational_edu;Y25-34;FRM;2017;25.0;;
Vocational_edu;Y25-34;FRM;2018;;;
Vocational_edu;Y25-34;FRM;2019;47.7;;
Vocational_edu;Y25-34;FRM;2020;37.0;;
Vocational_edu;Y25-34;FRM;2021;38.0;;
Vocational_edu;Y25-34;FRM;2022;39.7;;
Vocational_edu;Y25-34;FRM0;2014;48.9;;
Vocational_edu;Y25-34;FRM0;2015;48.4;;
Vocational_edu;Y25-34;FRM0;2016;34.0;;
Vocational_edu;Y25-34;FRM0;2017;25.0;;
Vocational_edu;Y25-34;FRM0;2018;;;
Vocational_edu;Y25-34;FRM0;2019;47.7;;
Vocational_edu;Y25-34;FRM0;2020;37.0;;
Vocational_edu;Y25-34;FRM0;2021;38.0;;
Vocational_edu;Y25-34;FRM0;2022;39.7;;
Vocational_edu;Y25-34;FRY;2014;30.8;;
Vocational_edu;Y25-34;FRY;2015;32.1;;
Vocational_edu;Y25-34;FRY;2016;32.4;;
Vocational_edu;Y25-34;FRY;2017;32.9;;
Vocational_edu;Y25-34;FRY;2018;29.8;;
Vocational_edu;Y25-34;FRY;2019;31.2;;
Vocational_edu;Y25-34;FRY;2020;31.8;;
Vocational_edu;Y25-34;FRY;2021;32.5;;
Vocational_edu;Y25-34;FRY;2022;34.9;;
Vocational_edu;Y25-34;FRY1;2014;31.1;;
Vocational_edu;Y25-34;FRY1;2015;30.6;;
Vocational_edu;Y25-34;FRY1;2016;27.9;;
Vocational_edu;Y25-34;FRY1;2017;32.0;;
Vocational_edu;Y25-34;FRY1;2018;29.2;;
Vocational_edu;Y25-34;FRY1;2019;30.4;;
Vocational_edu;Y25-34;FRY1;2020;30.9;;
Vocational_edu;Y25-34;FRY1;2021;33.6;;
Vocational_edu;Y25-34;FRY1;2022;35.1;;
Vocational_edu;Y25-34;FRY2;2014;31.8;;
Vocational_edu;Y25-34;FRY2;2015;33.4;;
Vocational_edu;Y25-34;FRY2;2016;38.8;;
Vocational_edu;Y25-34;FRY2;2017;38.3;;
Vocational_edu;Y25-34;FRY2;2018;29.9;;
Vocational_edu;Y25-34;FRY2;2019;34.8;;
Vocational_edu;Y25-34;FRY2;2020;36.0;;
Vocational_edu;Y25-34;FRY2;2021;32.8;;
Vocational_edu;Y25-34;FRY2;2022;36.5;;
Vocational_edu;Y25-34;FRY3;2014;26.8;;
Vocational_edu;Y25-34;FRY3;2015;26.9;;
Vocational_edu;Y25-34;FRY3;2016;27.3;;
Vocational_edu;Y25-34;FRY3;2017;23.6;;
Vocational_edu;Y25-34;FRY3;2018;26.9;;
Vocational_edu;Y25-34;FRY3;2019;25.1;;
Vocational_edu;Y25-34;FRY3;2020;25.9;;
Vocational_edu;Y25-34;FRY3;2021;30.7;;
Vocational_edu;Y25-34;FRY3;2022;27.3;;
Vocational_edu;Y25-34;FRY4;2014;31.4;;
Vocational_edu;Y25-34;FRY4;2015;33.7;;
Vocational_edu;Y25-34;FRY4;2016;33.3;;
Vocational_edu;Y25-34;FRY4;2017;34.3;;
Vocational_edu;Y25-34;FRY4;2018;30.8;;
Vocational_edu;Y25-34;FRY4;2019;32.4;;
Vocational_edu;Y25-34;FRY4;2020;32.7;;
Vocational_edu;Y25-34;FRY4;2021;32.5;;
Vocational_edu;Y25-34;FRY4;2022;36.7;;
Vocational_edu;Y25-34;HR;2014;58.2;;
Vocational_edu;Y25-34;HR;2015;58.7;;
Vocational_edu;Y25-34;HR;2016;56.3;;
Vocational_edu;Y25-34;HR;2017;56.2;;
Vocational_edu;Y25-34;HR;2018;54.3;;
Vocational_edu;Y25-34;HR;2019;55.1;;
Vocational_edu;Y25-34;HR;2020;54.7;;
Vocational_edu;Y25-34;HR;2021;54.5;;
Vocational_edu;Y25-34;HR;2022;54.1;;
Vocational_edu;Y25-34;HR0;2014;58.2;;
Vocational_edu;Y25-34;HR0;2015;58.7;;
Vocational_edu;Y25-34;HR0;2016;56.3;;
Vocational_edu;Y25-34;HR0;2017;56.2;;
Vocational_edu;Y25-34;HR0;2018;54.3;;
Vocational_edu;Y25-34;HR0;2019;55.1;;
Vocational_edu;Y25-34;HR0;2020;54.7;;
Vocational_edu;Y25-34;HR0;2021;54.5;;
Vocational_edu;Y25-34;HR0;2022;54.1;;
Vocational_edu;Y25-34;HR02;2016;58.8;;
Vocational_edu;Y25-34;HR02;2017;61.2;;
Vocational_edu;Y25-34;HR02;2018;64.2;;
Vocational_edu;Y25-34;HR02;2019;66.0;;
Vocational_edu;Y25-34;HR02;2020;65.1;;
Vocational_edu;Y25-34;HR02;2021;61.7;;
Vocational_edu;Y25-34;HR02;2022;64.3;;
Vocational_edu;Y25-34;HR03;2014;61.3;;
Vocational_edu;Y25-34;HR03;2015;59.0;;
Vocational_edu;Y25-34;HR03;2016;61.9;;
Vocational_edu;Y25-34;HR03;2017;59.6;;
Vocational_edu;Y25-34;HR03;2018;54.0;;
Vocational_edu;Y25-34;HR03;2019;54.1;;
Vocational_edu;Y25-34;HR03;2020;53.0;;
Vocational_edu;Y25-34;HR03;2021;54.8;;
Vocational_edu;Y25-34;HR03;2022;56.3;;
Vocational_edu;Y25-34;HR04;2014;56.7;;
Vocational_edu;Y25-34;HR04;2015;58.5;;
Vocational_edu;Y25-34;HR05;2016;40.0;;
Vocational_edu;Y25-34;HR05;2017;40.4;;
Vocational_edu;Y25-34;HR05;2018;36.3;;
Vocational_edu;Y25-34;HR05;2019;36.5;;
Vocational_edu;Y25-34;HR05;2020;36.4;;
Vocational_edu;Y25-34;HR05;2021;38.7;;
Vocational_edu;Y25-34;HR05;2022;32.7;;
Vocational_edu;Y25-34;HR06;2016;60.1;;
Vocational_edu;Y25-34;HR06;2017;60.6;;
Vocational_edu;Y25-34;HR06;2018;60.9;;
Vocational_edu;Y25-34;HR06;2019;62.5;;
Vocational_edu;Y25-34;HR06;2020;62.0;;
Vocational_edu;Y25-34;HR06;2021;60.1;;
Vocational_edu;Y25-34;HR06;2022;56.9;;
Vocational_edu;Y25-34;HU;2014;41.9;;
Vocational_edu;Y25-34;HU;2015;39.9;;
Vocational_edu;Y25-34;HU;2016;39.6;;
Vocational_edu;Y25-34;HU;2017;39.6;;
Vocational_edu;Y25-34;HU;2018;39.4;;
Vocational_edu;Y25-34;HU;2019;39.3;;
Vocational_edu;Y25-34;HU;2020;38.6;;
Vocational_edu;Y25-34;HU;2021;35.9;;
Vocational_edu;Y25-34;HU;2022;36.8;;
Vocational_edu;Y25-34;HU1;2014;31.4;;
Vocational_edu;Y25-34;HU1;2015;31.8;;
Vocational_edu;Y25-34;HU1;2016;31.5;;
Vocational_edu;Y25-34;HU1;2017;30.5;;
Vocational_edu;Y25-34;HU1;2018;30.8;;
Vocational_edu;Y25-34;HU1;2019;30.2;;
Vocational_edu;Y25-34;HU1;2020;25.1;;
Vocational_edu;Y25-34;HU1;2021;21.8;;
Vocational_edu;Y25-34;HU1;2022;24.2;;
Vocational_edu;Y25-34;HU11;2014;23.4;;
Vocational_edu;Y25-34;HU11;2015;24.4;;
Vocational_edu;Y25-34;HU11;2016;24.4;;
Vocational_edu;Y25-34;HU11;2017;22.0;;
Vocational_edu;Y25-34;HU11;2018;24.6;;
Vocational_edu;Y25-34;HU11;2019;22.0;;
Vocational_edu;Y25-34;HU11;2020;17.6;;
Vocational_edu;Y25-34;HU11;2021;16.0;;
Vocational_edu;Y25-34;HU11;2022;16.6;;
Vocational_edu;Y25-34;HU12;2014;46.0;;
Vocational_edu;Y25-34;HU12;2015;45.0;;
Vocational_edu;Y25-34;HU12;2016;44.0;;
Vocational_edu;Y25-34;HU12;2017;44.8;;
Vocational_edu;Y25-34;HU12;2018;40.9;;
Vocational_edu;Y25-34;HU12;2019;43.2;;
Vocational_edu;Y25-34;HU12;2020;36.7;;
Vocational_edu;Y25-34;HU12;2021;30.3;;
Vocational_edu;Y25-34;HU12;2022;35.1;;
Vocational_edu;Y25-34;HU2;2014;49.0;;
Vocational_edu;Y25-34;HU2;2015;45.8;;
Vocational_edu;Y25-34;HU2;2016;44.7;;
Vocational_edu;Y25-34;HU2;2017;44.0;;
Vocational_edu;Y25-34;HU2;2018;45.6;;
Vocational_edu;Y25-34;HU2;2019;43.9;;
Vocational_edu;Y25-34;HU2;2020;44.6;;
Vocational_edu;Y25-34;HU2;2021;43.3;;
Vocational_edu;Y25-34;HU2;2022;44.0;;
Vocational_edu;Y25-34;HU21;2014;51.2;;
Vocational_edu;Y25-34;HU21;2015;47.1;;
Vocational_edu;Y25-34;HU21;2016;48.3;;
Vocational_edu;Y25-34;HU21;2017;47.0;;
Vocational_edu;Y25-34;HU21;2018;46.9;;
Vocational_edu;Y25-34;HU21;2019;46.7;;
Vocational_edu;Y25-34;HU21;2020;46.5;;
Vocational_edu;Y25-34;HU21;2021;43.9;;
Vocational_edu;Y25-34;HU21;2022;43.2;;
Vocational_edu;Y25-34;HU22;2014;48.6;;
Vocational_edu;Y25-34;HU22;2015;45.8;;
Vocational_edu;Y25-34;HU22;2016;43.9;;
Vocational_edu;Y25-34;HU22;2017;44.5;;
Vocational_edu;Y25-34;HU22;2018;46.5;;
Vocational_edu;Y25-34;HU22;2019;43.6;;
Vocational_edu;Y25-34;HU22;2020;46.1;;
Vocational_edu;Y25-34;HU22;2021;45.7;;
Vocational_edu;Y25-34;HU22;2022;47.8;;
Vocational_edu;Y25-34;HU23;2014;46.9;;
Vocational_edu;Y25-34;HU23;2015;44.3;;
Vocational_edu;Y25-34;HU23;2016;41.2;;
Vocational_edu;Y25-34;HU23;2017;39.7;;
Vocational_edu;Y25-34;HU23;2018;42.7;;
Vocational_edu;Y25-34;HU23;2019;40.7;;
Vocational_edu;Y25-34;HU23;2020;40.3;;
Vocational_edu;Y25-34;HU23;2021;39.5;;
Vocational_edu;Y25-34;HU23;2022;40.5;;
Vocational_edu;Y25-34;HU3;2014;45.6;;
Vocational_edu;Y25-34;HU3;2015;42.3;;
Vocational_edu;Y25-34;HU3;2016;42.7;;
Vocational_edu;Y25-34;HU3;2017;43.9;;
Vocational_edu;Y25-34;HU3;2018;42.2;;
Vocational_edu;Y25-34;HU3;2019;43.5;;
Vocational_edu;Y25-34;HU3;2020;45.4;;
Vocational_edu;Y25-34;HU3;2021;42.1;;
Vocational_edu;Y25-34;HU3;2022;41.8;;
Vocational_edu;Y25-34;HU31;2014;43.2;;
Vocational_edu;Y25-34;HU31;2015;38.8;;
Vocational_edu;Y25-34;HU31;2016;42.4;;
Vocational_edu;Y25-34;HU31;2017;41.9;;
