edu_level;age;nuts3;year;prop;;
Uni_edu;Y20-24;FRY4;2019;14.5;;
Uni_edu;Y20-24;FRY4;2020;21.2;;
Uni_edu;Y20-24;FRY4;2021;25.1;;
Uni_edu;Y20-24;FRY4;2022;24.8;;
Uni_edu;Y20-24;HR;2002;3.9;;
Uni_edu;Y20-24;HR;2003;4.0;;
Uni_edu;Y20-24;HR;2004;4.8;;
Uni_edu;Y20-24;HR;2005;5.0;;
Uni_edu;Y20-24;HR;2006;4.7;;
Uni_edu;Y20-24;HR;2007;5.0;;
Uni_edu;Y20-24;HR;2008;4.3;;
Uni_edu;Y20-24;HR;2009;4.5;;
Uni_edu;Y20-24;HR;2010;5.1;;
Uni_edu;Y20-24;HR;2011;6.1;;
Uni_edu;Y20-24;HR;2012;5.6;;
Uni_edu;Y20-24;HR;2013;7.4;;
Uni_edu;Y20-24;HR;2014;10.0;;
Uni_edu;Y20-24;HR;2015;10.1;;
Uni_edu;Y20-24;HR;2016;10.7;;
Uni_edu;Y20-24;HR;2017;10.8;;
Uni_edu;Y20-24;HR;2018;10.5;;
Uni_edu;Y20-24;HR;2019;11.7;;
Uni_edu;Y20-24;HR;2020;11.3;;
Uni_edu;Y20-24;HR;2021;10.9;;
Uni_edu;Y20-24;HR;2022;11.9;;
Uni_edu;Y20-24;HR0;2002;3.9;;
Uni_edu;Y20-24;HR0;2003;4.0;;
Uni_edu;Y20-24;HR0;2004;4.8;;
Uni_edu;Y20-24;HR0;2005;5.0;;
Uni_edu;Y20-24;HR0;2006;4.7;;
Uni_edu;Y20-24;HR0;2007;5.0;;
Uni_edu;Y20-24;HR0;2008;4.3;;
Uni_edu;Y20-24;HR0;2009;4.5;;
Uni_edu;Y20-24;HR0;2010;5.1;;
Uni_edu;Y20-24;HR0;2011;6.1;;
Uni_edu;Y20-24;HR0;2012;5.6;;
Uni_edu;Y20-24;HR0;2013;7.4;;
Uni_edu;Y20-24;HR0;2014;10.0;;
Uni_edu;Y20-24;HR0;2015;10.1;;
Uni_edu;Y20-24;HR0;2016;10.7;;
Uni_edu;Y20-24;HR0;2017;10.8;;
Uni_edu;Y20-24;HR0;2018;10.5;;
Uni_edu;Y20-24;HR0;2019;11.7;;
Uni_edu;Y20-24;HR0;2020;11.3;;
Uni_edu;Y20-24;HR0;2021;10.9;;
Uni_edu;Y20-24;HR0;2022;11.9;;
Uni_edu;Y20-24;HR02;2016;10.8;;
Uni_edu;Y20-24;HR02;2017;9.9;;
Uni_edu;Y20-24;HR02;2018;7.7;;
Uni_edu;Y20-24;HR02;2019;11.3;;
Uni_edu;Y20-24;HR02;2020;12.2;;
Uni_edu;Y20-24;HR02;2021;9.1;;
Uni_edu;Y20-24;HR02;2022;11.1;;
Uni_edu;Y20-24;HR03;2007;6.7;;
Uni_edu;Y20-24;HR03;2008;4.2;;
Uni_edu;Y20-24;HR03;2009;4.9;;
Uni_edu;Y20-24;HR03;2010;5.3;;
Uni_edu;Y20-24;HR03;2011;6.7;;
Uni_edu;Y20-24;HR03;2012;6.8;;
Uni_edu;Y20-24;HR03;2013;8.0;;
Uni_edu;Y20-24;HR03;2014;15.1;;
Uni_edu;Y20-24;HR03;2015;13.7;;
Uni_edu;Y20-24;HR03;2016;11.8;;
Uni_edu;Y20-24;HR03;2017;9.1;;
Uni_edu;Y20-24;HR03;2018;10.6;;
Uni_edu;Y20-24;HR03;2019;12.8;;
Uni_edu;Y20-24;HR03;2020;13.3;;
Uni_edu;Y20-24;HR03;2021;12.4;;
Uni_edu;Y20-24;HR03;2022;15.3;;
Uni_edu;Y20-24;HR04;2007;4.3;;
Uni_edu;Y20-24;HR04;2008;4.4;;
Uni_edu;Y20-24;HR04;2009;4.3;;
Uni_edu;Y20-24;HR04;2010;5.0;;
Uni_edu;Y20-24;HR04;2011;5.9;;
Uni_edu;Y20-24;HR04;2012;5.1;;
Uni_edu;Y20-24;HR04;2013;7.0;;
Uni_edu;Y20-24;HR04;2014;7.5;;
Uni_edu;Y20-24;HR04;2015;8.3;;
Uni_edu;Y20-24;HR05;2016;8.3;;
Uni_edu;Y20-24;HR05;2017;12.6;;
Uni_edu;Y20-24;HR05;2018;11.3;;
Uni_edu;Y20-24;HR05;2019;11.1;;
Uni_edu;Y20-24;HR05;2020;11.8;;
Uni_edu;Y20-24;HR05;2021;11.6;;
Uni_edu;Y20-24;HR05;2022;9.8;;
Uni_edu;Y20-24;HR06;2016;10.5;;
Uni_edu;Y20-24;HR06;2017;13.1;;
Uni_edu;Y20-24;HR06;2018;13.5;;
Uni_edu;Y20-24;HR06;2019;10.8;;
Uni_edu;Y20-24;HR06;2020;6.5;;
Uni_edu;Y20-24;HR06;2021;10.6;;
Uni_edu;Y20-24;HR06;2022;9.5;;
Uni_edu;Y20-24;HU;2000;5.2;;
Uni_edu;Y20-24;HU;2001;5.4;;
Uni_edu;Y20-24;HU;2002;6.4;;
Uni_edu;Y20-24;HU;2003;6.4;;
Uni_edu;Y20-24;HU;2004;6.7;;
Uni_edu;Y20-24;HU;2005;6.6;;
Uni_edu;Y20-24;HU;2006;6.0;;
Uni_edu;Y20-24;HU;2007;6.5;;
Uni_edu;Y20-24;HU;2008;6.6;;
Uni_edu;Y20-24;HU;2009;6.4;;
Uni_edu;Y20-24;HU;2010;6.9;;
Uni_edu;Y20-24;HU;2011;7.5;;
Uni_edu;Y20-24;HU;2012;8.3;;
Uni_edu;Y20-24;HU;2013;8.6;;
Uni_edu;Y20-24;HU;2014;9.4;;
Uni_edu;Y20-24;HU;2015;8.4;;
Uni_edu;Y20-24;HU;2016;8.4;;
Uni_edu;Y20-24;HU;2017;8.5;;
Uni_edu;Y20-24;HU;2018;7.7;;
Uni_edu;Y20-24;HU;2019;7.7;;
Uni_edu;Y20-24;HU;2020;8.1;;
Uni_edu;Y20-24;HU;2021;9.3;;
Uni_edu;Y20-24;HU;2022;9.4;;
Uni_edu;Y20-24;HU1;2000;6.6;;
Uni_edu;Y20-24;HU1;2001;6.1;;
Uni_edu;Y20-24;HU1;2002;7.4;;
Uni_edu;Y20-24;HU1;2003;6.9;;
Uni_edu;Y20-24;HU1;2004;7.1;;
Uni_edu;Y20-24;HU1;2005;6.8;;
Uni_edu;Y20-24;HU1;2006;6.3;;
Uni_edu;Y20-24;HU1;2007;6.8;;
Uni_edu;Y20-24;HU1;2008;7.5;;
Uni_edu;Y20-24;HU1;2009;6.2;;
Uni_edu;Y20-24;HU1;2010;6.6;;
Uni_edu;Y20-24;HU1;2011;6.7;;
Uni_edu;Y20-24;HU1;2012;9.5;;
Uni_edu;Y20-24;HU1;2013;8.2;;
Uni_edu;Y20-24;HU1;2014;9.7;;
Uni_edu;Y20-24;HU1;2015;8.7;;
Uni_edu;Y20-24;HU1;2016;8.9;;
Uni_edu;Y20-24;HU1;2017;9.6;;
Uni_edu;Y20-24;HU1;2018;8.7;;
Uni_edu;Y20-24;HU1;2019;9.3;;
Uni_edu;Y20-24;HU1;2020;11.6;;
Uni_edu;Y20-24;HU1;2021;12.7;;
Uni_edu;Y20-24;HU1;2022;12.1;;
Uni_edu;Y20-24;HU10;2000;6.6;;
Uni_edu;Y20-24;HU10;2001;6.1;;
Uni_edu;Y20-24;HU10;2002;7.4;;
Uni_edu;Y20-24;HU10;2003;6.9;;
Uni_edu;Y20-24;HU10;2004;7.1;;
Uni_edu;Y20-24;HU10;2005;6.8;;
Uni_edu;Y20-24;HU10;2006;6.3;;
Uni_edu;Y20-24;HU10;2007;6.8;;
Uni_edu;Y20-24;HU10;2008;7.5;;
Uni_edu;Y20-24;HU10;2009;6.2;;
Uni_edu;Y20-24;HU10;2010;6.6;;
Uni_edu;Y20-24;HU10;2011;6.7;;
Uni_edu;Y20-24;HU10;2012;9.5;;
Uni_edu;Y20-24;HU11;2013;9.8;;
Uni_edu;Y20-24;HU11;2014;11.4;;
Uni_edu;Y20-24;HU11;2015;10.8;;
Uni_edu;Y20-24;HU11;2016;10.7;;
Uni_edu;Y20-24;HU11;2017;12.5;;
Uni_edu;Y20-24;HU11;2018;12.5;;
Uni_edu;Y20-24;HU11;2019;11.9;;
Uni_edu;Y20-24;HU11;2020;14.9;;
Uni_edu;Y20-24;HU11;2021;15.2;;
Uni_edu;Y20-24;HU11;2022;15.0;;
Uni_edu;Y20-24;HU12;2013;6.3;;
Uni_edu;Y20-24;HU12;2014;7.5;;
Uni_edu;Y20-24;HU12;2015;6.0;;
Uni_edu;Y20-24;HU12;2016;6.6;;
Uni_edu;Y20-24;HU12;2017;6.0;;
Uni_edu;Y20-24;HU12;2018;3.8;;
Uni_edu;Y20-24;HU12;2019;5.8;;
Uni_edu;Y20-24;HU12;2020;7.3;;
Uni_edu;Y20-24;HU12;2021;9.6;;
Uni_edu;Y20-24;HU12;2022;8.5;;
Uni_edu;Y20-24;HU2;2000;4.8;;
Uni_edu;Y20-24;HU2;2001;5.1;;
Uni_edu;Y20-24;HU2;2002;6.3;;
Uni_edu;Y20-24;HU2;2003;5.8;;
Uni_edu;Y20-24;HU2;2004;6.4;;
Uni_edu;Y20-24;HU2;2005;6.7;;
Uni_edu;Y20-24;HU2;2006;5.9;;
Uni_edu;Y20-24;HU2;2007;6.0;;
Uni_edu;Y20-24;HU2;2008;6.3;;
Uni_edu;Y20-24;HU2;2009;6.2;;
Uni_edu;Y20-24;HU2;2010;6.4;;
Uni_edu;Y20-24;HU2;2011;7.5;;
Uni_edu;Y20-24;HU2;2012;7.2;;
Uni_edu;Y20-24;HU2;2013;6.9;;
Uni_edu;Y20-24;HU2;2014;8.3;;
Uni_edu;Y20-24;HU2;2015;8.2;;
Uni_edu;Y20-24;HU2;2016;8.1;;
Uni_edu;Y20-24;HU2;2017;8.1;;
Uni_edu;Y20-24;HU2;2018;6.8;;
Uni_edu;Y20-24;HU2;2019;7.3;;
Uni_edu;Y20-24;HU2;2020;6.3;;
Uni_edu;Y20-24;HU2;2021;7.9;;
Uni_edu;Y20-24;HU2;2022;8.1;;
Uni_edu;Y20-24;HU21;2000;4.4;;
Uni_edu;Y20-24;HU21;2001;4.3;;
Uni_edu;Y20-24;HU21;2002;6.1;;
Uni_edu;Y20-24;HU21;2003;6.4;;
Uni_edu;Y20-24;HU21;2004;6.9;;
Uni_edu;Y20-24;HU21;2005;7.2;;
Uni_edu;Y20-24;HU21;2006;7.1;;
Uni_edu;Y20-24;HU21;2007;6.3;;
Uni_edu;Y20-24;HU21;2008;6.1;;
Uni_edu;Y20-24;HU21;2009;5.1;;
Uni_edu;Y20-24;HU21;2010;5.7;;
Uni_edu;Y20-24;HU21;2011;9.7;;
Uni_edu;Y20-24;HU21;2012;8.9;;
Uni_edu;Y20-24;HU21;2013;6.4;;
Uni_edu;Y20-24;HU21;2014;8.3;;
Uni_edu;Y20-24;HU21;2015;7.2;;
Uni_edu;Y20-24;HU21;2016;7.0;;
Uni_edu;Y20-24;HU21;2017;8.6;;
Uni_edu;Y20-24;HU21;2018;7.7;;
Uni_edu;Y20-24;HU21;2019;8.8;;
Uni_edu;Y20-24;HU21;2020;7.4;;
Uni_edu;Y20-24;HU21;2021;8.1;;
Uni_edu;Y20-24;HU21;2022;8.8;;
Uni_edu;Y20-24;HU22;2000;5.1;;
Uni_edu;Y20-24;HU22;2001;6.2;;
Uni_edu;Y20-24;HU22;2002;7.0;;
Uni_edu;Y20-24;HU22;2003;5.6;;
Uni_edu;Y20-24;HU22;2004;6.7;;
Uni_edu;Y20-24;HU22;2005;7.1;;
Uni_edu;Y20-24;HU22;2006;6.4;;
Uni_edu;Y20-24;HU22;2007;6.5;;
Uni_edu;Y20-24;HU22;2008;6.9;;
Uni_edu;Y20-24;HU22;2009;5.2;;
Uni_edu;Y20-24;HU22;2010;7.1;;
Uni_edu;Y20-24;HU22;2011;5.9;;
Uni_edu;Y20-24;HU22;2012;5.2;;
Uni_edu;Y20-24;HU22;2013;7.4;;
Uni_edu;Y20-24;HU22;2014;8.9;;
Uni_edu;Y20-24;HU22;2015;9.4;;
Uni_edu;Y20-24;HU22;2016;10.3;;
Uni_edu;Y20-24;HU22;2017;9.1;;
Uni_edu;Y20-24;HU22;2018;7.9;;
Uni_edu;Y20-24;HU22;2019;7.2;;
Uni_edu;Y20-24;HU22;2020;6.7;;
Uni_edu;Y20-24;HU22;2021;7.8;;
Uni_edu;Y20-24;HU22;2022;7.2;;
Uni_edu;Y20-24;HU23;2000;5.0;;
Uni_edu;Y20-24;HU23;2001;4.8;;
Uni_edu;Y20-24;HU23;2002;5.9;;
Uni_edu;Y20-24;HU23;2003;5.2;;
Uni_edu;Y20-24;HU23;2004;5.4;;
Uni_edu;Y20-24;HU23;2005;5.8;;
Uni_edu;Y20-24;HU23;2006;;;
Uni_edu;Y20-24;HU23;2007;5.0;;
Uni_edu;Y20-24;HU23;2008;5.9;;
Uni_edu;Y20-24;HU23;2009;8.4;;
Uni_edu;Y20-24;HU23;2010;6.5;;
Uni_edu;Y20-24;HU23;2011;6.6;;
Uni_edu;Y20-24;HU23;2012;7.4;;
Uni_edu;Y20-24;HU23;2013;6.9;;
Uni_edu;Y20-24;HU23;2014;7.8;;
Uni_edu;Y20-24;HU23;2015;8.1;;
Uni_edu;Y20-24;HU23;2016;7.1;;
Uni_edu;Y20-24;HU23;2017;6.5;;
Uni_edu;Y20-24;HU23;2018;;;
Uni_edu;Y20-24;HU23;2019;5.5;;
Uni_edu;Y20-24;HU23;2020;;;
Uni_edu;Y20-24;HU23;2021;7.8;;
Uni_edu;Y20-24;HU23;2022;8.0;;
Uni_edu;Y20-24;HU3;2000;4.5;;
Uni_edu;Y20-24;HU3;2001;5.0;;
Uni_edu;Y20-24;HU3;2002;5.8;;
Uni_edu;Y20-24;HU3;2003;6.5;;
Uni_edu;Y20-24;HU3;2004;6.6;;
Uni_edu;Y20-24;HU3;2005;6.3;;
Uni_edu;Y20-24;HU3;2006;5.9;;
Uni_edu;Y20-24;HU3;2007;6.8;;
Uni_edu;Y20-24;HU3;2008;6.3;;
Uni_edu;Y20-24;HU3;2009;6.7;;
Uni_edu;Y20-24;HU3;2010;7.4;;
Uni_edu;Y20-24;HU3;2011;8.0;;
Uni_edu;Y20-24;HU3;2012;8.2;;
Uni_edu;Y20-24;HU3;2013;10.1;;
Uni_edu;Y20-24;HU3;2014;10.0;;
Uni_edu;Y20-24;HU3;2015;8.4;;
Uni_edu;Y20-24;HU3;2016;8.4;;
Uni_edu;Y20-24;HU3;2017;8.0;;
Uni_edu;Y20-24;HU3;2018;7.6;;
Uni_edu;Y20-24;HU3;2019;7.0;;
Uni_edu;Y20-24;HU3;2020;6.8;;
Uni_edu;Y20-24;HU3;2021;7.7;;
Uni_edu;Y20-24;HU3;2022;8.4;;
Uni_edu;Y20-24;HU31;2000;4.5;;
Uni_edu;Y20-24;HU31;2001;4.3;;
Uni_edu;Y20-24;HU31;2002;5.5;;
Uni_edu;Y20-24;HU31;2003;7.0;;
Uni_edu;Y20-24;HU31;2004;6.5;;
Uni_edu;Y20-24;HU31;2005;6.0;;
Uni_edu;Y20-24;HU31;2006;6.3;;
Uni_edu;Y20-24;HU31;2007;7.6;;
Uni_edu;Y20-24;HU31;2008;6.6;;
Uni_edu;Y20-24;HU31;2009;7.0;;
Uni_edu;Y20-24;HU31;2010;7.8;;
Uni_edu;Y20-24;HU31;2011;8.4;;
Uni_edu;Y20-24;HU31;2012;7.2;;
Uni_edu;Y20-24;HU31;2013;9.0;;
Uni_edu;Y20-24;HU31;2014;7.8;;
Uni_edu;Y20-24;HU31;2015;7.9;;
Uni_edu;Y20-24;HU31;2016;8.5;;
Uni_edu;Y20-24;HU31;2017;8.1;;
Uni_edu;Y20-24;HU31;2018;7.7;;
Uni_edu;Y20-24;HU31;2019;7.8;;
Uni_edu;Y20-24;HU31;2020;8.2;;
Uni_edu;Y20-24;HU31;2021;8.6;;
Uni_edu;Y20-24;HU31;2022;9.1;;
Uni_edu;Y20-24;HU32;2000;4.5;;
Uni_edu;Y20-24;HU32;2001;5.6;;
Uni_edu;Y20-24;HU32;2002;6.8;;
Uni_edu;Y20-24;HU32;2003;6.6;;
Uni_edu;Y20-24;HU32;2004;5.5;;
Uni_edu;Y20-24;HU32;2005;7.4;;
Uni_edu;Y20-24;HU32;2006;6.2;;
Uni_edu;Y20-24;HU32;2007;6.5;;
Uni_edu;Y20-24;HU32;2008;6.1;;
Uni_edu;Y20-24;HU32;2009;6.9;;
Uni_edu;Y20-24;HU32;2010;8.3;;
Uni_edu;Y20-24;HU32;2011;8.8;;
Uni_edu;Y20-24;HU32;2012;8.7;;
Uni_edu;Y20-24;HU32;2013;9.5;;
Uni_edu;Y20-24;HU32;2014;10.7;;
Uni_edu;Y20-24;HU32;2015;8.0;;
Uni_edu;Y20-24;HU32;2016;8.6;;
Uni_edu;Y20-24;HU32;2017;8.2;;
Uni_edu;Y20-24;HU32;2018;6.9;;
Uni_edu;Y20-24;HU32;2019;5.4;;
Uni_edu;Y20-24;HU32;2020;4.9;;
Uni_edu;Y20-24;HU32;2021;5.7;;
Uni_edu;Y20-24;HU32;2022;6.4;;
Uni_edu;Y20-24;HU33;2000;4.7;;
Uni_edu;Y20-24;HU33;2001;5.1;;
Uni_edu;Y20-24;HU33;2002;5.0;;
Uni_edu;Y20-24;HU33;2003;5.9;;
Uni_edu;Y20-24;HU33;2004;8.1;;
Uni_edu;Y20-24;HU33;2005;5.3;;
Uni_edu;Y20-24;HU33;2006;5.3;;
Uni_edu;Y20-24;HU33;2007;6.4;;
Uni_edu;Y20-24;HU33;2008;6.3;;
Uni_edu;Y20-24;HU33;2009;6.2;;
Uni_edu;Y20-24;HU33;2010;6.0;;
Uni_edu;Y20-24;HU33;2011;6.6;;
Uni_edu;Y20-24;HU33;2012;8.5;;
Uni_edu;Y20-24;HU33;2013;12.0;;
Uni_edu;Y20-24;HU33;2014;11.1;;
Uni_edu;Y20-24;HU33;2015;9.6;;
Uni_edu;Y20-24;HU33;2016;8.1;;
Uni_edu;Y20-24;HU33;2017;7.7;;
Uni_edu;Y20-24;HU33;2018;8.5;;
Uni_edu;Y20-24;HU33;2019;8.3;;
Uni_edu;Y20-24;HU33;2020;7.9;;
Uni_edu;Y20-24;HU33;2021;9.6;;
Uni_edu;Y20-24;HU33;2022;10.3;;
Uni_edu;Y20-24;IE;2000;21.6;;
Uni_edu;Y20-24;IE;2001;23.0;;
Uni_edu;Y20-24;IE;2002;23.4;;
Uni_edu;Y20-24;IE;2003;24.8;;
Uni_edu;Y20-24;IE;2004;26.2;;
Uni_edu;Y20-24;IE;2005;26.1;;
Uni_edu;Y20-24;IE;2006;27.2;;
Uni_edu;Y20-24;IE;2007;29.1;;
Uni_edu;Y20-24;IE;2008;29.2;;
Uni_edu;Y20-24;IE;2009;28.8;;
Uni_edu;Y20-24;IE;2010;27.2;;
Uni_edu;Y20-24;IE;2011;26.5;;
Uni_edu;Y20-24;IE;2012;26.8;;
Uni_edu;Y20-24;IE;2013;28.8;;
Uni_edu;Y20-24;IE;2014;30.7;;
Uni_edu;Y20-24;IE;2015;31.3;;
Uni_edu;Y20-24;IE;2016;32.1;;
Uni_edu;Y20-24;IE;2017;30.1;;
Uni_edu;Y20-24;IE;2018;28.0;;
Uni_edu;Y20-24;IE;2019;27.3;;
Uni_edu;Y20-24;IE;2020;27.1;;
Uni_edu;Y20-24;IE;2021;30.7;;
Uni_edu;Y20-24;IE;2022;29.2;;
Uni_edu;Y20-24;IE0;2000;21.6;;
Uni_edu;Y20-24;IE0;2001;23.0;;
Uni_edu;Y20-24;IE0;2002;23.4;;
Uni_edu;Y20-24;IE0;2003;24.8;;
Uni_edu;Y20-24;IE0;2004;26.2;;
Uni_edu;Y20-24;IE0;2005;26.1;;
Uni_edu;Y20-24;IE0;2006;27.2;;
Uni_edu;Y20-24;IE0;2007;29.1;;
Uni_edu;Y20-24;IE0;2008;29.2;;
Uni_edu;Y20-24;IE0;2009;28.8;;
Uni_edu;Y20-24;IE0;2010;27.2;;
Uni_edu;Y20-24;IE0;2011;26.5;;
Uni_edu;Y20-24;IE0;2012;26.8;;
Uni_edu;Y20-24;IE0;2013;28.8;;
Uni_edu;Y20-24;IE0;2014;30.7;;
Uni_edu;Y20-24;IE0;2015;31.3;;
Uni_edu;Y20-24;IE0;2016;32.1;;
Uni_edu;Y20-24;IE0;2017;30.1;;
Uni_edu;Y20-24;IE0;2018;28.0;;
Uni_edu;Y20-24;IE0;2019;27.3;;
Uni_edu;Y20-24;IE0;2020;27.1;;
Uni_edu;Y20-24;IE0;2021;30.7;;
Uni_edu;Y20-24;IE0;2022;29.2;;
Uni_edu;Y20-24;IE01;2000;18.1;;
Uni_edu;Y20-24;IE01;2001;19.7;;
Uni_edu;Y20-24;IE01;2002;23.0;;
Uni_edu;Y20-24;IE01;2003;25.1;;
Uni_edu;Y20-24;IE01;2004;25.0;;
Uni_edu;Y20-24;IE01;2005;24.0;;
Uni_edu;Y20-24;IE01;2006;24.7;;
Uni_edu;Y20-24;IE01;2007;26.7;;
Uni_edu;Y20-24;IE01;2008;28.4;;
Uni_edu;Y20-24;IE01;2009;27.3;;
Uni_edu;Y20-24;IE01;2010;27.9;;
Uni_edu;Y20-24;IE01;2011;25.7;;
Uni_edu;Y20-24;IE02;2000;22.5;;
Uni_edu;Y20-24;IE02;2001;23.9;;
Uni_edu;Y20-24;IE02;2002;23.6;;
Uni_edu;Y20-24;IE02;2003;24.7;;
Uni_edu;Y20-24;IE02;2004;26.6;;
Uni_edu;Y20-24;IE02;2005;26.8;;
Uni_edu;Y20-24;IE02;2006;28.0;;
Uni_edu;Y20-24;IE02;2007;29.9;;
Uni_edu;Y20-24;IE02;2008;29.4;;
Uni_edu;Y20-24;IE02;2009;29.3;;
Uni_edu;Y20-24;IE02;2010;27.0;;
Uni_edu;Y20-24;IE02;2011;26.8;;
Uni_edu;Y20-24;IE04;2012;25.1;;
Uni_edu;Y20-24;IE04;2013;31.1;;
Uni_edu;Y20-24;IE04;2014;30.9;;
Uni_edu;Y20-24;IE04;2015;29.2;;
Uni_edu;Y20-24;IE04;2016;31.4;;
Uni_edu;Y20-24;IE04;2017;30.9;;
Uni_edu;Y20-24;IE04;2018;24.6;;
Uni_edu;Y20-24;IE04;2019;27.5;;
Uni_edu;Y20-24;IE04;2020;25.9;;
Uni_edu;Y20-24;IE04;2021;29.0;;
Uni_edu;Y20-24;IE04;2022;27.3;;
Uni_edu;Y20-24;IE05;2012;24.6;;
Uni_edu;Y20-24;IE05;2013;25.7;;
Uni_edu;Y20-24;IE05;2014;26.3;;
Uni_edu;Y20-24;IE05;2015;27.4;;
Uni_edu;Y20-24;IE05;2016;29.0;;
Uni_edu;Y20-24;IE05;2017;27.0;;
Uni_edu;Y20-24;IE05;2018;24.4;;
Uni_edu;Y20-24;IE05;2019;21.7;;
Uni_edu;Y20-24;IE05;2020;23.0;;
Uni_edu;Y20-24;IE05;2021;28.5;;
Uni_edu;Y20-24;IE05;2022;28.4;;
Uni_edu;Y20-24;IE06;2012;28.8;;
Uni_edu;Y20-24;IE06;2013;30.0;;
Uni_edu;Y20-24;IE06;2014;33.4;;
Uni_edu;Y20-24;IE06;2015;34.4;;
Uni_edu;Y20-24;IE06;2016;34.3;;
Uni_edu;Y20-24;IE06;2017;31.8;;
Uni_edu;Y20-24;IE06;2018;31.5;;
Uni_edu;Y20-24;IE06;2019;30.8;;
Uni_edu;Y20-24;IE06;2020;30.1;;
Uni_edu;Y20-24;IE06;2021;32.7;;
Uni_edu;Y20-24;IE06;2022;30.3;;
Uni_edu;Y20-24;IS;2000;;;
Uni_edu;Y20-24;IS;2001;;;
Uni_edu;Y20-24;IS;2002;;;
Uni_edu;Y20-24;IS;2003;3.3;;
Uni_edu;Y20-24;IS;2004;3.8;;
Uni_edu;Y20-24;IS;2005;3.4;;
Uni_edu;Y20-24;IS;2006;;;
Uni_edu;Y20-24;IS;2007;3.0;;
Uni_edu;Y20-24;IS;2008;3.1;;
Uni_edu;Y20-24;IS;2009;2.6;;
Uni_edu;Y20-24;IS;2010;2.7;;
Uni_edu;Y20-24;IS;2011;3.1;;
Uni_edu;Y20-24;IS;2012;3.3;;
Uni_edu;Y20-24;IS;2013;3.9;;
Uni_edu;Y20-24;IS;2014;3.2;;
Uni_edu;Y20-24;IS;2015;2.9;;
Uni_edu;Y20-24;IS;2016;5.8;;
Uni_edu;Y20-24;IS;2017;6.6;;
Uni_edu;Y20-24;IS;2018;5.3;;
Uni_edu;Y20-24;IS;2019;5.1;;
Uni_edu;Y20-24;IS;2020;7.2;;
Uni_edu;Y20-24;IS;2021;6.4;;
Uni_edu;Y20-24;IS;2022;9.2;;
Uni_edu;Y20-24;IS0;2000;;;
Uni_edu;Y20-24;IS0;2001;;;
Uni_edu;Y20-24;IS0;2002;;;
Uni_edu;Y20-24;IS0;2003;3.3;;
Uni_edu;Y20-24;IS0;2004;3.8;;
Uni_edu;Y20-24;IS0;2005;3.4;;
Uni_edu;Y20-24;IS0;2006;;;
Uni_edu;Y20-24;IS0;2007;3.0;;
Uni_edu;Y20-24;IS0;2008;3.1;;
Uni_edu;Y20-24;IS0;2009;2.6;;
Uni_edu;Y20-24;IS0;2010;2.7;;
Uni_edu;Y20-24;IS0;2011;3.1;;
Uni_edu;Y20-24;IS0;2012;3.3;;
Uni_edu;Y20-24;IS0;2013;3.9;;
Uni_edu;Y20-24;IS0;2014;3.2;;
Uni_edu;Y20-24;IS0;2015;2.9;;
Uni_edu;Y20-24;IS0;2016;5.8;;
Uni_edu;Y20-24;IS0;2017;6.6;;
Uni_edu;Y20-24;IS0;2018;5.3;;
Uni_edu;Y20-24;IS0;2019;5.1;;
Uni_edu;Y20-24;IS0;2020;7.2;;
Uni_edu;Y20-24;IS0;2021;6.4;;
Uni_edu;Y20-24;IS0;2022;9.2;;
Uni_edu;Y20-24;IS00;2000;;;
Uni_edu;Y20-24;IS00;2001;;;
Uni_edu;Y20-24;IS00;2002;;;
Uni_edu;Y20-24;IS00;2003;3.3;;
Uni_edu;Y20-24;IS00;2004;3.8;;
Uni_edu;Y20-24;IS00;2005;3.4;;
Uni_edu;Y20-24;IS00;2006;;;
Uni_edu;Y20-24;IS00;2007;3.0;;
Uni_edu;Y20-24;IS00;2008;3.1;;
Uni_edu;Y20-24;IS00;2009;2.6;;
Uni_edu;Y20-24;IS00;2010;2.7;;
Uni_edu;Y20-24;IS00;2011;3.1;;
Uni_edu;Y20-24;IS00;2012;3.3;;
Uni_edu;Y20-24;IS00;2013;3.9;;
Uni_edu;Y20-24;IS00;2014;3.2;;
Uni_edu;Y20-24;IS00;2015;2.9;;
Uni_edu;Y20-24;IS00;2016;5.8;;
Uni_edu;Y20-24;IS00;2017;6.6;;
Uni_edu;Y20-24;IS00;2018;5.3;;
Uni_edu;Y20-24;IS00;2019;5.1;;
Uni_edu;Y20-24;IS00;2020;7.2;;
Uni_edu;Y20-24;IS00;2021;6.4;;
Uni_edu;Y20-24;IS00;2022;9.2;;
Uni_edu;Y20-24;IT;2000;1.4;;
Uni_edu;Y20-24;IT;2001;1.3;;
Uni_edu;Y20-24;IT;2002;1.5;;
Uni_edu;Y20-24;IT;2003;1.9;;
Uni_edu;Y20-24;IT;2004;2.8;;
Uni_edu;Y20-24;IT;2005;4.8;;
Uni_edu;Y20-24;IT;2006;6.4;;
Uni_edu;Y20-24;IT;2007;7.1;;
Uni_edu;Y20-24;IT;2008;6.8;;
Uni_edu;Y20-24;IT;2009;6.7;;
Uni_edu;Y20-24;IT;2010;6.0;;
Uni_edu;Y20-24;IT;2011;6.2;;
Uni_edu;Y20-24;IT;2012;6.7;;
Uni_edu;Y20-24;IT;2013;7.2;;
Uni_edu;Y20-24;IT;2014;7.9;;
Uni_edu;Y20-24;IT;2015;7.5;;
